i,c,id,s,f
MDwise Marketplace,Montgomery County,"Montgomery, IN",IN,18107
UnitedHealthcare,Montgomery County,"Montgomery, IN",IN,18107
CareSource,Morgan County,"Morgan, IN",IN,18109
UnitedHealthcare,Morgan County,"Morgan, IN",IN,18109
MDwise Marketplace,Morgan County,"Morgan, IN",IN,18109
Anthem Blue Cross and Blue Shield,Morgan County,"Morgan, IN",IN,18109
"Indiana University Health Plans, Inc.",Morgan County,"Morgan, IN",IN,18109
UnitedHealthcare,Newton County,"Newton, IN",IN,18111
Anthem Blue Cross and Blue Shield,Newton County,"Newton, IN",IN,18111
MDwise Marketplace,Newton County,"Newton, IN",IN,18111
Anthem Blue Cross and Blue Shield,Noble County,"Noble, IN",IN,18113
UnitedHealthcare,Noble County,"Noble, IN",IN,18113
MDwise Marketplace,Noble County,"Noble, IN",IN,18113
PHP,Noble County,"Noble, IN",IN,18113
Anthem Blue Cross and Blue Shield,Ohio County,"Ohio, IN",IN,18115
UnitedHealthcare,Ohio County,"Ohio, IN",IN,18115
UnitedHealthcare,Orange County,"Orange, IN",IN,18117
MDwise Marketplace,Orange County,"Orange, IN",IN,18117
"Indiana University Health Plans, Inc.",Orange County,"Orange, IN",IN,18117
CareSource,Orange County,"Orange, IN",IN,18117
Anthem Blue Cross and Blue Shield,Orange County,"Orange, IN",IN,18117
UnitedHealthcare,Owen County,"Owen, IN",IN,18119
"Indiana University Health Plans, Inc.",Owen County,"Owen, IN",IN,18119
MDwise Marketplace,Owen County,"Owen, IN",IN,18119
Anthem Blue Cross and Blue Shield,Owen County,"Owen, IN",IN,18119
UnitedHealthcare,Parke County,"Parke, IN",IN,18121
MDwise Marketplace,Parke County,"Parke, IN",IN,18121
Anthem Blue Cross and Blue Shield,Parke County,"Parke, IN",IN,18121
UnitedHealthcare,Perry County,"Perry, IN",IN,18123
Anthem Blue Cross and Blue Shield,Perry County,"Perry, IN",IN,18123
Anthem Blue Cross and Blue Shield,Pike County,"Pike, IN",IN,18125
UnitedHealthcare,Pike County,"Pike, IN",IN,18125
Anthem Blue Cross and Blue Shield,Porter County,"Porter, IN",IN,18127
UnitedHealthcare,Porter County,"Porter, IN",IN,18127
MDwise Marketplace,Porter County,"Porter, IN",IN,18127
Ambetter from MHS,Porter County,"Porter, IN",IN,18127
UnitedHealthcare,Posey County,"Posey, IN",IN,18129
MDwise Marketplace,Posey County,"Posey, IN",IN,18129
Anthem Blue Cross and Blue Shield,Posey County,"Posey, IN",IN,18129
Ambetter from MHS,Pulaski County,"Pulaski, IN",IN,18131
PHP,Pulaski County,"Pulaski, IN",IN,18131
MDwise Marketplace,Pulaski County,"Pulaski, IN",IN,18131
UnitedHealthcare,Pulaski County,"Pulaski, IN",IN,18131
Anthem Blue Cross and Blue Shield,Pulaski County,"Pulaski, IN",IN,18131
MDwise Marketplace,Putnam County,"Putnam, IN",IN,18133
Anthem Blue Cross and Blue Shield,Putnam County,"Putnam, IN",IN,18133
UnitedHealthcare,Putnam County,"Putnam, IN",IN,18133
Anthem Blue Cross and Blue Shield,Randolph County,"Randolph, IN",IN,18135
UnitedHealthcare,Randolph County,"Randolph, IN",IN,18135
MDwise Marketplace,Randolph County,"Randolph, IN",IN,18135
UnitedHealthcare,Ripley County,"Ripley, IN",IN,18137
Anthem Blue Cross and Blue Shield,Ripley County,"Ripley, IN",IN,18137
Anthem Blue Cross and Blue Shield,Rush County,"Rush, IN",IN,18139
MDwise Marketplace,Rush County,"Rush, IN",IN,18139
UnitedHealthcare,Rush County,"Rush, IN",IN,18139
PHP,St. Joseph County,"St. Joseph, IN",IN,18141
Ambetter from MHS,St. Joseph County,"St. Joseph, IN",IN,18141
MDwise Marketplace,St. Joseph County,"St. Joseph, IN",IN,18141
UnitedHealthcare,St. Joseph County,"St. Joseph, IN",IN,18141
Anthem Blue Cross and Blue Shield,St. Joseph County,"St. Joseph, IN",IN,18141
Anthem Blue Cross and Blue Shield,Scott County,"Scott, IN",IN,18143
UnitedHealthcare,Scott County,"Scott, IN",IN,18143
SIHO Insurance Services,Scott County,"Scott, IN",IN,18143
CareSource,Scott County,"Scott, IN",IN,18143
UnitedHealthcare,Shelby County,"Shelby, IN",IN,18145
CareSource,Shelby County,"Shelby, IN",IN,18145
MDwise Marketplace,Shelby County,"Shelby, IN",IN,18145
Anthem Blue Cross and Blue Shield,Shelby County,"Shelby, IN",IN,18145
Anthem Blue Cross and Blue Shield,Spencer County,"Spencer, IN",IN,18147
UnitedHealthcare,Spencer County,"Spencer, IN",IN,18147
CareSource,Starke County,"Starke, IN",IN,18149
Anthem Blue Cross and Blue Shield,Starke County,"Starke, IN",IN,18149
UnitedHealthcare,Starke County,"Starke, IN",IN,18149
MDwise Marketplace,Starke County,"Starke, IN",IN,18149
PHP,Starke County,"Starke, IN",IN,18149
Ambetter from MHS,Steuben County,"Steuben, IN",IN,18151
PHP,Steuben County,"Steuben, IN",IN,18151
Anthem Blue Cross and Blue Shield,Steuben County,"Steuben, IN",IN,18151
UnitedHealthcare,Steuben County,"Steuben, IN",IN,18151
Anthem Blue Cross and Blue Shield,Sullivan County,"Sullivan, IN",IN,18153
MDwise Marketplace,Sullivan County,"Sullivan, IN",IN,18153
UnitedHealthcare,Sullivan County,"Sullivan, IN",IN,18153
Anthem Blue Cross and Blue Shield,Switzerland County,"Switzerland, IN",IN,18155
UnitedHealthcare,Switzerland County,"Switzerland, IN",IN,18155
"Indiana University Health Plans, Inc.",Tippecanoe County,"Tippecanoe, IN",IN,18157
CareSource,Tippecanoe County,"Tippecanoe, IN",IN,18157
UnitedHealthcare,Tippecanoe County,"Tippecanoe, IN",IN,18157
MDwise Marketplace,Tippecanoe County,"Tippecanoe, IN",IN,18157
Anthem Blue Cross and Blue Shield,Tippecanoe County,"Tippecanoe, IN",IN,18157
CareSource,Tipton County,"Tipton, IN",IN,18159
PHP,Tipton County,"Tipton, IN",IN,18159
UnitedHealthcare,Tipton County,"Tipton, IN",IN,18159
Anthem Blue Cross and Blue Shield,Tipton County,"Tipton, IN",IN,18159
"Indiana University Health Plans, Inc.",Tipton County,"Tipton, IN",IN,18159
MDwise Marketplace,Tipton County,"Tipton, IN",IN,18159
Anthem Blue Cross and Blue Shield,Union County,"Union, IN",IN,18161
UnitedHealthcare,Union County,"Union, IN",IN,18161
MDwise Marketplace,Vanderburgh County,"Vanderburgh, IN",IN,18163
UnitedHealthcare,Vanderburgh County,"Vanderburgh, IN",IN,18163
Anthem Blue Cross and Blue Shield,Vanderburgh County,"Vanderburgh, IN",IN,18163
MDwise Marketplace,Vermillion County,"Vermillion, IN",IN,18165
Anthem Blue Cross and Blue Shield,Vermillion County,"Vermillion, IN",IN,18165
UnitedHealthcare,Vermillion County,"Vermillion, IN",IN,18165
UnitedHealthcare,Vigo County,"Vigo, IN",IN,18167
Anthem Blue Cross and Blue Shield,Vigo County,"Vigo, IN",IN,18167
MDwise Marketplace,Vigo County,"Vigo, IN",IN,18167
Anthem Blue Cross and Blue Shield,Wabash County,"Wabash, IN",IN,18169
UnitedHealthcare,Wabash County,"Wabash, IN",IN,18169
PHP,Wabash County,"Wabash, IN",IN,18169
UnitedHealthcare,Warren County,"Warren, IN",IN,18171
Anthem Blue Cross and Blue Shield,Warren County,"Warren, IN",IN,18171
MDwise Marketplace,Warren County,"Warren, IN",IN,18171
MDwise Marketplace,Warrick County,"Warrick, IN",IN,18173
UnitedHealthcare,Warrick County,"Warrick, IN",IN,18173
Anthem Blue Cross and Blue Shield,Warrick County,"Warrick, IN",IN,18173
UnitedHealthcare,Washington County,"Washington, IN",IN,18175
MDwise Marketplace,Washington County,"Washington, IN",IN,18175
Anthem Blue Cross and Blue Shield,Washington County,"Washington, IN",IN,18175
Anthem Blue Cross and Blue Shield,Wayne County,"Wayne, IN",IN,18177
UnitedHealthcare,Wayne County,"Wayne, IN",IN,18177
MDwise Marketplace,Wayne County,"Wayne, IN",IN,18177
UnitedHealthcare,Wells County,"Wells, IN",IN,18179
Ambetter from MHS,Wells County,"Wells, IN",IN,18179
Anthem Blue Cross and Blue Shield,Wells County,"Wells, IN",IN,18179
PHP,Wells County,"Wells, IN",IN,18179
MDwise Marketplace,Wells County,"Wells, IN",IN,18179
UnitedHealthcare,White County,"White, IN",IN,18181
Anthem Blue Cross and Blue Shield,White County,"White, IN",IN,18181
"Indiana University Health Plans, Inc.",White County,"White, IN",IN,18181
MDwise Marketplace,White County,"White, IN",IN,18181
CareSource,White County,"White, IN",IN,18181
Anthem Blue Cross and Blue Shield,Whitley County,"Whitley, IN",IN,18183
UnitedHealthcare,Whitley County,"Whitley, IN",IN,18183
PHP,Whitley County,"Whitley, IN",IN,18183
Ambetter from MHS,Whitley County,"Whitley, IN",IN,18183
Coventry Health Care of Iowa Inc.,Adair County,"Adair, IA",IA,19001
Coventry Health Care of Iowa Inc.,Adams County,"Adams, IA",IA,19003
"Gundersen Health Plan, Inc.",Allamakee County,"Allamakee, IA",IA,19005
Coventry Health Care of Iowa Inc.,Allamakee County,"Allamakee, IA",IA,19005
Coventry Health Care of Iowa Inc.,Appanoose County,"Appanoose, IA",IA,19007
Coventry Health Care of Iowa Inc.,Audubon County,"Audubon, IA",IA,19009
Coventry Health Care of Iowa Inc.,Benton County,"Benton, IA",IA,19011
Coventry Health Care of Iowa Inc.,Black Hawk County,"Black Hawk, IA",IA,19013
Coventry Health Care of Iowa Inc.,Boone County,"Boone, IA",IA,19015
Coventry Health Care of Iowa Inc.,Bremer County,"Bremer, IA",IA,19017
Coventry Health Care of Iowa Inc.,Buchanan County,"Buchanan, IA",IA,19019
Coventry Health Care of Iowa Inc.,Buena Vista County,"Buena Vista, IA",IA,19021
Coventry Health Care of Iowa Inc.,Butler County,"Butler, IA",IA,19023
Coventry Health Care of Iowa Inc.,Calhoun County,"Calhoun, IA",IA,19025
Coventry Health Care of Iowa Inc.,Carroll County,"Carroll, IA",IA,19027
Coventry Health Care of Iowa Inc.,Cass County,"Cass, IA",IA,19029
Coventry Health Care of Iowa Inc.,Cedar County,"Cedar, IA",IA,19031
Coventry Health Care of Iowa Inc.,Cerro Gordo County,"Cerro Gordo, IA",IA,19033
Coventry Health Care of Iowa Inc.,Cherokee County,"Cherokee, IA",IA,19035
Coventry Health Care of Iowa Inc.,Chickasaw County,"Chickasaw, IA",IA,19037
Coventry Health Care of Iowa Inc.,Clarke County,"Clarke, IA",IA,19039
Coventry Health Care of Iowa Inc.,Clay County,"Clay, IA",IA,19041
"Avera Health Plans, Inc.",Clay County,"Clay, IA",IA,19041
"Gundersen Health Plan, Inc.",Clayton County,"Clayton, IA",IA,19043
Coventry Health Care of Iowa Inc.,Clayton County,"Clayton, IA",IA,19043
Coventry Health Care of Iowa Inc.,Clinton County,"Clinton, IA",IA,19045
Coventry Health Care of Iowa Inc.,Crawford County,"Crawford, IA",IA,19047
Coventry Health Care of Iowa Inc.,Dallas County,"Dallas, IA",IA,19049
Coventry Health Care of Iowa Inc.,Davis County,"Davis, IA",IA,19051
Coventry Health Care of Iowa Inc.,Decatur County,"Decatur, IA",IA,19053
Coventry Health Care of Iowa Inc.,Delaware County,"Delaware, IA",IA,19055
Coventry Health Care of Iowa Inc.,Des Moines County,"Des Moines, IA",IA,19057
Coventry Health Care of Iowa Inc.,Dickinson County,"Dickinson, IA",IA,19059
"Avera Health Plans, Inc.",Dickinson County,"Dickinson, IA",IA,19059
Coventry Health Care of Iowa Inc.,Dubuque County,"Dubuque, IA",IA,19061
"Avera Health Plans, Inc.",Emmet County,"Emmet, IA",IA,19063
Coventry Health Care of Iowa Inc.,Emmet County,"Emmet, IA",IA,19063
"Gundersen Health Plan, Inc.",Fayette County,"Fayette, IA",IA,19065
Coventry Health Care of Iowa Inc.,Fayette County,"Fayette, IA",IA,19065
Coventry Health Care of Iowa Inc.,Floyd County,"Floyd, IA",IA,19067
Coventry Health Care of Iowa Inc.,Franklin County,"Franklin, IA",IA,19069
Coventry Health Care of Iowa Inc.,Fremont County,"Fremont, IA",IA,19071
Coventry Health Care of Iowa Inc.,Greene County,"Greene, IA",IA,19073
Coventry Health Care of Iowa Inc.,Grundy County,"Grundy, IA",IA,19075
Coventry Health Care of Iowa Inc.,Guthrie County,"Guthrie, IA",IA,19077
Coventry Health Care of Iowa Inc.,Hamilton County,"Hamilton, IA",IA,19079
Coventry Health Care of Iowa Inc.,Hancock County,"Hancock, IA",IA,19081
Coventry Health Care of Iowa Inc.,Hardin County,"Hardin, IA",IA,19083
Coventry Health Care of Iowa Inc.,Harrison County,"Harrison, IA",IA,19085
Coventry Health Care of Iowa Inc.,Henry County,"Henry, IA",IA,19087
"Gundersen Health Plan, Inc.",Howard County,"Howard, IA",IA,19089
Coventry Health Care of Iowa Inc.,Howard County,"Howard, IA",IA,19089
Coventry Health Care of Iowa Inc.,Humboldt County,"Humboldt, IA",IA,19091
Coventry Health Care of Iowa Inc.,Ida County,"Ida, IA",IA,19093
Coventry Health Care of Iowa Inc.,Iowa County,"Iowa, IA",IA,19095
Coventry Health Care of Iowa Inc.,Jackson County,"Jackson, IA",IA,19097
Coventry Health Care of Iowa Inc.,Jasper County,"Jasper, IA",IA,19099
Coventry Health Care of Iowa Inc.,Jefferson County,"Jefferson, IA",IA,19101
Coventry Health Care of Iowa Inc.,Johnson County,"Johnson, IA",IA,19103
Coventry Health Care of Iowa Inc.,Jones County,"Jones, IA",IA,19105
Coventry Health Care of Iowa Inc.,Keokuk County,"Keokuk, IA",IA,19107
Coventry Health Care of Iowa Inc.,Kossuth County,"Kossuth, IA",IA,19109
Coventry Health Care of Iowa Inc.,Lee County,"Lee, IA",IA,19111
Coventry Health Care of Iowa Inc.,Linn County,"Linn, IA",IA,19113
Coventry Health Care of Iowa Inc.,Louisa County,"Louisa, IA",IA,19115
Coventry Health Care of Iowa Inc.,Lucas County,"Lucas, IA",IA,19117
Coventry Health Care of Iowa Inc.,Lyon County,"Lyon, IA",IA,19119
"Avera Health Plans, Inc.",Lyon County,"Lyon, IA",IA,19119
Coventry Health Care of Iowa Inc.,Madison County,"Madison, IA",IA,19121
Coventry Health Care of Iowa Inc.,Mahaska County,"Mahaska, IA",IA,19123
Coventry Health Care of Iowa Inc.,Marion County,"Marion, IA",IA,19125
Coventry Health Care of Iowa Inc.,Marshall County,"Marshall, IA",IA,19127
Coventry Health Care of Iowa Inc.,Mills County,"Mills, IA",IA,19129
Coventry Health Care of Iowa Inc.,Mitchell County,"Mitchell, IA",IA,19131
Coventry Health Care of Iowa Inc.,Monona County,"Monona, IA",IA,19133
Coventry Health Care of Iowa Inc.,Monroe County,"Monroe, IA",IA,19135
Coventry Health Care of Iowa Inc.,Montgomery County,"Montgomery, IA",IA,19137
Coventry Health Care of Iowa Inc.,Muscatine County,"Muscatine, IA",IA,19139
Coventry Health Care of Iowa Inc.,O'Brien County,"O'Brien, IA",IA,19141
"Avera Health Plans, Inc.",O'Brien County,"O'Brien, IA",IA,19141
Coventry Health Care of Iowa Inc.,Osceola County,"Osceola, IA",IA,19143
"Avera Health Plans, Inc.",Osceola County,"Osceola, IA",IA,19143
Coventry Health Care of Iowa Inc.,Page County,"Page, IA",IA,19145
Coventry Health Care of Iowa Inc.,Palo Alto County,"Palo Alto, IA",IA,19147
Coventry Health Care of Iowa Inc.,Plymouth County,"Plymouth, IA",IA,19149
"Avera Health Plans, Inc.",Plymouth County,"Plymouth, IA",IA,19149
Coventry Health Care of Iowa Inc.,Pocahontas County,"Pocahontas, IA",IA,19151
Coventry Health Care of Iowa Inc.,Polk County,"Polk, IA",IA,19153
Coventry Health Care of Iowa Inc.,Pottawattamie County,"Pottawattamie, IA",IA,19155
Coventry Health Care of Iowa Inc.,Poweshiek County,"Poweshiek, IA",IA,19157
Coventry Health Care of Iowa Inc.,Ringgold County,"Ringgold, IA",IA,19159
Coventry Health Care of Iowa Inc.,Sac County,"Sac, IA",IA,19161
Coventry Health Care of Iowa Inc.,Scott County,"Scott, IA",IA,19163
Coventry Health Care of Iowa Inc.,Shelby County,"Shelby, IA",IA,19165
"Avera Health Plans, Inc.",Sioux County,"Sioux, IA",IA,19167
Coventry Health Care of Iowa Inc.,Sioux County,"Sioux, IA",IA,19167
Coventry Health Care of Iowa Inc.,Story County,"Story, IA",IA,19169
Coventry Health Care of Iowa Inc.,Tama County,"Tama, IA",IA,19171
Coventry Health Care of Iowa Inc.,Taylor County,"Taylor, IA",IA,19173
Coventry Health Care of Iowa Inc.,Union County,"Union, IA",IA,19175
Coventry Health Care of Iowa Inc.,Van Buren County,"Van Buren, IA",IA,19177
Coventry Health Care of Iowa Inc.,Wapello County,"Wapello, IA",IA,19179
Coventry Health Care of Iowa Inc.,Warren County,"Warren, IA",IA,19181
Coventry Health Care of Iowa Inc.,Washington County,"Washington, IA",IA,19183
Coventry Health Care of Iowa Inc.,Wayne County,"Wayne, IA",IA,19185
Coventry Health Care of Iowa Inc.,Webster County,"Webster, IA",IA,19187
Coventry Health Care of Iowa Inc.,Winnebago County,"Winnebago, IA",IA,19189
"Gundersen Health Plan, Inc.",Winneshiek County,"Winneshiek, IA",IA,19191
Coventry Health Care of Iowa Inc.,Winneshiek County,"Winneshiek, IA",IA,19191
"Avera Health Plans, Inc.",Woodbury County,"Woodbury, IA",IA,19193
Coventry Health Care of Iowa Inc.,Woodbury County,"Woodbury, IA",IA,19193
Coventry Health Care of Iowa Inc.,Worth County,"Worth, IA",IA,19195
Coventry Health Care of Iowa Inc.,Wright County,"Wright, IA",IA,19197
"Blue Cross and Blue Shield of Kansas, Inc.",Allen County,"Allen, KS",KS,20001
Coventry Health and Life,Allen County,"Allen, KS",KS,20001
"BlueCross BlueShield Kansas Solutions, Inc.",Allen County,"Allen, KS",KS,20001
"BlueCross BlueShield Kansas Solutions, Inc.",Anderson County,"Anderson, KS",KS,20003
"Blue Cross and Blue Shield of Kansas, Inc.",Anderson County,"Anderson, KS",KS,20003
Coventry Health and Life,Anderson County,"Anderson, KS",KS,20003
Coventry Health and Life,Atchison County,"Atchison, KS",KS,20005
"Blue Cross and Blue Shield of Kansas, Inc.",Atchison County,"Atchison, KS",KS,20005
"BlueCross BlueShield Kansas Solutions, Inc.",Atchison County,"Atchison, KS",KS,20005
"BlueCross BlueShield Kansas Solutions, Inc.",Barber County,"Barber, KS",KS,20007
"Blue Cross and Blue Shield of Kansas, Inc.",Barber County,"Barber, KS",KS,20007
Coventry Health and Life,Barber County,"Barber, KS",KS,20007
"Blue Cross and Blue Shield of Kansas, Inc.",Barton County,"Barton, KS",KS,20009
Coventry Health and Life,Barton County,"Barton, KS",KS,20009
"BlueCross BlueShield Kansas Solutions, Inc.",Barton County,"Barton, KS",KS,20009
"BlueCross BlueShield Kansas Solutions, Inc.",Bourbon County,"Bourbon, KS",KS,20011
Coventry Health and Life,Bourbon County,"Bourbon, KS",KS,20011
"Blue Cross and Blue Shield of Kansas, Inc.",Bourbon County,"Bourbon, KS",KS,20011
Coventry Health and Life,Brown County,"Brown, KS",KS,20013
"BlueCross BlueShield Kansas Solutions, Inc.",Brown County,"Brown, KS",KS,20013
"Blue Cross and Blue Shield of Kansas, Inc.",Brown County,"Brown, KS",KS,20013
Coventry Health and Life,Butler County,"Butler, KS",KS,20015
"BlueCross BlueShield Kansas Solutions, Inc.",Butler County,"Butler, KS",KS,20015
"Blue Cross and Blue Shield of Kansas, Inc.",Butler County,"Butler, KS",KS,20015
Coventry Health Care Of Kansas Inc,Butler County,"Butler, KS",KS,20015
"Blue Cross and Blue Shield of Kansas, Inc.",Chase County,"Chase, KS",KS,20017
Coventry Health and Life,Chase County,"Chase, KS",KS,20017
"BlueCross BlueShield Kansas Solutions, Inc.",Chase County,"Chase, KS",KS,20017
Coventry Health Care Of Kansas Inc,Chautauqua County,"Chautauqua, KS",KS,20019
"Blue Cross and Blue Shield of Kansas, Inc.",Chautauqua County,"Chautauqua, KS",KS,20019
"BlueCross BlueShield Kansas Solutions, Inc.",Chautauqua County,"Chautauqua, KS",KS,20019
Coventry Health and Life,Chautauqua County,"Chautauqua, KS",KS,20019
"Blue Cross and Blue Shield of Kansas, Inc.",Cherokee County,"Cherokee, KS",KS,20021
Coventry Health and Life,Cherokee County,"Cherokee, KS",KS,20021
"BlueCross BlueShield Kansas Solutions, Inc.",Cherokee County,"Cherokee, KS",KS,20021
"Blue Cross and Blue Shield of Kansas, Inc.",Cheyenne County,"Cheyenne, KS",KS,20023
"BlueCross BlueShield Kansas Solutions, Inc.",Cheyenne County,"Cheyenne, KS",KS,20023
Coventry Health and Life,Cheyenne County,"Cheyenne, KS",KS,20023
"BlueCross BlueShield Kansas Solutions, Inc.",Clark County,"Clark, KS",KS,20025
"Blue Cross and Blue Shield of Kansas, Inc.",Clark County,"Clark, KS",KS,20025
Coventry Health and Life,Clark County,"Clark, KS",KS,20025
"BlueCross BlueShield Kansas Solutions, Inc.",Clay County,"Clay, KS",KS,20027
Coventry Health and Life,Clay County,"Clay, KS",KS,20027
"Blue Cross and Blue Shield of Kansas, Inc.",Clay County,"Clay, KS",KS,20027
"BlueCross BlueShield Kansas Solutions, Inc.",Cloud County,"Cloud, KS",KS,20029
"Blue Cross and Blue Shield of Kansas, Inc.",Cloud County,"Cloud, KS",KS,20029
Coventry Health and Life,Cloud County,"Cloud, KS",KS,20029
"Blue Cross and Blue Shield of Kansas, Inc.",Coffey County,"Coffey, KS",KS,20031
"BlueCross BlueShield Kansas Solutions, Inc.",Coffey County,"Coffey, KS",KS,20031
Coventry Health and Life,Coffey County,"Coffey, KS",KS,20031
Coventry Health and Life,Comanche County,"Comanche, KS",KS,20033
"Blue Cross and Blue Shield of Kansas, Inc.",Comanche County,"Comanche, KS",KS,20033
"BlueCross BlueShield Kansas Solutions, Inc.",Comanche County,"Comanche, KS",KS,20033
"Blue Cross and Blue Shield of Kansas, Inc.",Cowley County,"Cowley, KS",KS,20035
Coventry Health and Life,Cowley County,"Cowley, KS",KS,20035
Coventry Health Care Of Kansas Inc,Cowley County,"Cowley, KS",KS,20035
"BlueCross BlueShield Kansas Solutions, Inc.",Cowley County,"Cowley, KS",KS,20035
"Blue Cross and Blue Shield of Kansas, Inc.",Crawford County,"Crawford, KS",KS,20037
Coventry Health and Life,Crawford County,"Crawford, KS",KS,20037
"BlueCross BlueShield Kansas Solutions, Inc.",Crawford County,"Crawford, KS",KS,20037
Coventry Health and Life,Decatur County,"Decatur, KS",KS,20039
"Blue Cross and Blue Shield of Kansas, Inc.",Decatur County,"Decatur, KS",KS,20039
"BlueCross BlueShield Kansas Solutions, Inc.",Decatur County,"Decatur, KS",KS,20039
Coventry Health and Life,Dickinson County,"Dickinson, KS",KS,20041
"BlueCross BlueShield Kansas Solutions, Inc.",Dickinson County,"Dickinson, KS",KS,20041
Coventry Health Care Of Kansas Inc,Dickinson County,"Dickinson, KS",KS,20041
"Blue Cross and Blue Shield of Kansas, Inc.",Dickinson County,"Dickinson, KS",KS,20041
"Blue Cross and Blue Shield of Kansas, Inc.",Doniphan County,"Doniphan, KS",KS,20043
"BlueCross BlueShield Kansas Solutions, Inc.",Doniphan County,"Doniphan, KS",KS,20043
Coventry Health and Life,Doniphan County,"Doniphan, KS",KS,20043
"Blue Cross and Blue Shield of Kansas, Inc.",Douglas County,"Douglas, KS",KS,20045
"BlueCross BlueShield Kansas Solutions, Inc.",Douglas County,"Douglas, KS",KS,20045
Coventry Health Care Of Kansas Inc,Douglas County,"Douglas, KS",KS,20045
Coventry Health and Life,Douglas County,"Douglas, KS",KS,20045
"BlueCross BlueShield Kansas Solutions, Inc.",Edwards County,"Edwards, KS",KS,20047
Coventry Health and Life,Edwards County,"Edwards, KS",KS,20047
"Blue Cross and Blue Shield of Kansas, Inc.",Edwards County,"Edwards, KS",KS,20047
"Blue Cross and Blue Shield of Kansas, Inc.",Elk County,"Elk, KS",KS,20049
Coventry Health Care Of Kansas Inc,Elk County,"Elk, KS",KS,20049
Coventry Health and Life,Elk County,"Elk, KS",KS,20049
"BlueCross BlueShield Kansas Solutions, Inc.",Elk County,"Elk, KS",KS,20049
Coventry Health Care Of Kansas Inc,Ellis County,"Ellis, KS",KS,20051
"Blue Cross and Blue Shield of Kansas, Inc.",Ellis County,"Ellis, KS",KS,20051
"BlueCross BlueShield Kansas Solutions, Inc.",Ellis County,"Ellis, KS",KS,20051
Coventry Health and Life,Ellis County,"Ellis, KS",KS,20051
Coventry Health and Life,Ellsworth County,"Ellsworth, KS",KS,20053
Coventry Health Care Of Kansas Inc,Ellsworth County,"Ellsworth, KS",KS,20053
"Blue Cross and Blue Shield of Kansas, Inc.",Ellsworth County,"Ellsworth, KS",KS,20053
"BlueCross BlueShield Kansas Solutions, Inc.",Ellsworth County,"Ellsworth, KS",KS,20053
"Blue Cross and Blue Shield of Kansas, Inc.",Finney County,"Finney, KS",KS,20055
Coventry Health and Life,Finney County,"Finney, KS",KS,20055
"BlueCross BlueShield Kansas Solutions, Inc.",Finney County,"Finney, KS",KS,20055
Coventry Health and Life,Ford County,"Ford, KS",KS,20057
"BlueCross BlueShield Kansas Solutions, Inc.",Ford County,"Ford, KS",KS,20057
"Blue Cross and Blue Shield of Kansas, Inc.",Ford County,"Ford, KS",KS,20057
Coventry Health and Life,Franklin County,"Franklin, KS",KS,20059
"Blue Cross and Blue Shield of Kansas, Inc.",Franklin County,"Franklin, KS",KS,20059
"BlueCross BlueShield Kansas Solutions, Inc.",Franklin County,"Franklin, KS",KS,20059
Coventry Health and Life,Geary County,"Geary, KS",KS,20061
"Blue Cross and Blue Shield of Kansas, Inc.",Geary County,"Geary, KS",KS,20061
"BlueCross BlueShield Kansas Solutions, Inc.",Geary County,"Geary, KS",KS,20061
Coventry Health and Life,Gove County,"Gove, KS",KS,20063
"Blue Cross and Blue Shield of Kansas, Inc.",Gove County,"Gove, KS",KS,20063
"BlueCross BlueShield Kansas Solutions, Inc.",Gove County,"Gove, KS",KS,20063
"BlueCross BlueShield Kansas Solutions, Inc.",Graham County,"Graham, KS",KS,20065
"Blue Cross and Blue Shield of Kansas, Inc.",Graham County,"Graham, KS",KS,20065
Coventry Health and Life,Graham County,"Graham, KS",KS,20065
"BlueCross BlueShield Kansas Solutions, Inc.",Grant County,"Grant, KS",KS,20067
Coventry Health and Life,Grant County,"Grant, KS",KS,20067
"Blue Cross and Blue Shield of Kansas, Inc.",Grant County,"Grant, KS",KS,20067
Coventry Health and Life,Gray County,"Gray, KS",KS,20069
"Blue Cross and Blue Shield of Kansas, Inc.",Gray County,"Gray, KS",KS,20069
"BlueCross BlueShield Kansas Solutions, Inc.",Gray County,"Gray, KS",KS,20069
"BlueCross BlueShield Kansas Solutions, Inc.",Greeley County,"Greeley, KS",KS,20071
Coventry Health and Life,Greeley County,"Greeley, KS",KS,20071
"Blue Cross and Blue Shield of Kansas, Inc.",Greeley County,"Greeley, KS",KS,20071
"BlueCross BlueShield Kansas Solutions, Inc.",Greenwood County,"Greenwood, KS",KS,20073
Coventry Health Care Of Kansas Inc,Greenwood County,"Greenwood, KS",KS,20073
Coventry Health and Life,Greenwood County,"Greenwood, KS",KS,20073
"Blue Cross and Blue Shield of Kansas, Inc.",Greenwood County,"Greenwood, KS",KS,20073
Coventry Health and Life,Hamilton County,"Hamilton, KS",KS,20075
"Blue Cross and Blue Shield of Kansas, Inc.",Hamilton County,"Hamilton, KS",KS,20075
"BlueCross BlueShield Kansas Solutions, Inc.",Hamilton County,"Hamilton, KS",KS,20075
Coventry Health and Life,Harper County,"Harper, KS",KS,20077
"Blue Cross and Blue Shield of Kansas, Inc.",Harper County,"Harper, KS",KS,20077
Coventry Health Care Of Kansas Inc,Harper County,"Harper, KS",KS,20077
"BlueCross BlueShield Kansas Solutions, Inc.",Harper County,"Harper, KS",KS,20077
