i,c,id,s,f
"Humana Employers Health Plan of Georgia, Inc.",Wilkinson County,"Wilkinson, GA",GA,13319
Blue Cross and Blue Shield of Georgia,Wilkinson County,"Wilkinson, GA",GA,13319
Blue Cross and Blue Shield of Georgia,Worth County,"Worth, GA",GA,13321
SelectHealth,Ada County,"Ada, ID",ID,16001
BridgeSpan Health Company,Ada County,"Ada, ID",ID,16001
PacificSource Health Plans,Ada County,"Ada, ID",ID,16001
Blue Cross of Idaho,Ada County,"Ada, ID",ID,16001
Blue Cross of Idaho,Adams County,"Adams, ID",ID,16003
PacificSource Health Plans,Adams County,"Adams, ID",ID,16003
SelectHealth,Adams County,"Adams, ID",ID,16003
BridgeSpan Health Company,Adams County,"Adams, ID",ID,16003
PacificSource Health Plans,Bannock County,"Bannock, ID",ID,16005
SelectHealth,Bannock County,"Bannock, ID",ID,16005
Blue Cross of Idaho,Bannock County,"Bannock, ID",ID,16005
BridgeSpan Health Company,Bannock County,"Bannock, ID",ID,16005
BridgeSpan Health Company,Bear Lake County,"Bear Lake, ID",ID,16007
PacificSource Health Plans,Bear Lake County,"Bear Lake, ID",ID,16007
Blue Cross of Idaho,Bear Lake County,"Bear Lake, ID",ID,16007
SelectHealth,Bear Lake County,"Bear Lake, ID",ID,16007
PacificSource Health Plans,Benewah County,"Benewah, ID",ID,16009
BridgeSpan Health Company,Benewah County,"Benewah, ID",ID,16009
Blue Cross of Idaho,Benewah County,"Benewah, ID",ID,16009
BridgeSpan Health Company,Bingham County,"Bingham, ID",ID,16011
Blue Cross of Idaho,Bingham County,"Bingham, ID",ID,16011
PacificSource Health Plans,Bingham County,"Bingham, ID",ID,16011
SelectHealth,Blaine County,"Blaine, ID",ID,16013
PacificSource Health Plans,Blaine County,"Blaine, ID",ID,16013
BridgeSpan Health Company,Blaine County,"Blaine, ID",ID,16013
Blue Cross of Idaho,Blaine County,"Blaine, ID",ID,16013
SelectHealth,Boise County,"Boise, ID",ID,16015
BridgeSpan Health Company,Boise County,"Boise, ID",ID,16015
PacificSource Health Plans,Boise County,"Boise, ID",ID,16015
Blue Cross of Idaho,Boise County,"Boise, ID",ID,16015
BridgeSpan Health Company,Bonner County,"Bonner, ID",ID,16017
PacificSource Health Plans,Bonner County,"Bonner, ID",ID,16017
Blue Cross of Idaho,Bonner County,"Bonner, ID",ID,16017
PacificSource Health Plans,Bonneville County,"Bonneville, ID",ID,16019
BridgeSpan Health Company,Bonneville County,"Bonneville, ID",ID,16019
Blue Cross of Idaho,Bonneville County,"Bonneville, ID",ID,16019
PacificSource Health Plans,Boundary County,"Boundary, ID",ID,16021
Blue Cross of Idaho,Boundary County,"Boundary, ID",ID,16021
BridgeSpan Health Company,Boundary County,"Boundary, ID",ID,16021
PacificSource Health Plans,Butte County,"Butte, ID",ID,16023
BridgeSpan Health Company,Butte County,"Butte, ID",ID,16023
Blue Cross of Idaho,Butte County,"Butte, ID",ID,16023
Blue Cross of Idaho,Camas County,"Camas, ID",ID,16025
PacificSource Health Plans,Camas County,"Camas, ID",ID,16025
SelectHealth,Camas County,"Camas, ID",ID,16025
BridgeSpan Health Company,Camas County,"Camas, ID",ID,16025
SelectHealth,Canyon County,"Canyon, ID",ID,16027
PacificSource Health Plans,Canyon County,"Canyon, ID",ID,16027
BridgeSpan Health Company,Canyon County,"Canyon, ID",ID,16027
Blue Cross of Idaho,Canyon County,"Canyon, ID",ID,16027
BridgeSpan Health Company,Caribou County,"Caribou, ID",ID,16029
Blue Cross of Idaho,Caribou County,"Caribou, ID",ID,16029
PacificSource Health Plans,Caribou County,"Caribou, ID",ID,16029
SelectHealth,Caribou County,"Caribou, ID",ID,16029
PacificSource Health Plans,Cassia County,"Cassia, ID",ID,16031
BridgeSpan Health Company,Cassia County,"Cassia, ID",ID,16031
SelectHealth,Cassia County,"Cassia, ID",ID,16031
Blue Cross of Idaho,Cassia County,"Cassia, ID",ID,16031
BridgeSpan Health Company,Clark County,"Clark, ID",ID,16033
PacificSource Health Plans,Clark County,"Clark, ID",ID,16033
Blue Cross of Idaho,Clark County,"Clark, ID",ID,16033
Blue Cross of Idaho,Clearwater County,"Clearwater, ID",ID,16035
BridgeSpan Health Company,Clearwater County,"Clearwater, ID",ID,16035
PacificSource Health Plans,Clearwater County,"Clearwater, ID",ID,16035
BridgeSpan Health Company,Custer County,"Custer, ID",ID,16037
SelectHealth,Custer County,"Custer, ID",ID,16037
PacificSource Health Plans,Custer County,"Custer, ID",ID,16037
Blue Cross of Idaho,Custer County,"Custer, ID",ID,16037
BridgeSpan Health Company,Elmore County,"Elmore, ID",ID,16039
Blue Cross of Idaho,Elmore County,"Elmore, ID",ID,16039
SelectHealth,Elmore County,"Elmore, ID",ID,16039
PacificSource Health Plans,Elmore County,"Elmore, ID",ID,16039
PacificSource Health Plans,Franklin County,"Franklin, ID",ID,16041
Blue Cross of Idaho,Franklin County,"Franklin, ID",ID,16041
BridgeSpan Health Company,Franklin County,"Franklin, ID",ID,16041
SelectHealth,Franklin County,"Franklin, ID",ID,16041
BridgeSpan Health Company,Fremont County,"Fremont, ID",ID,16043
PacificSource Health Plans,Fremont County,"Fremont, ID",ID,16043
Blue Cross of Idaho,Fremont County,"Fremont, ID",ID,16043
BridgeSpan Health Company,Gem County,"Gem, ID",ID,16045
Blue Cross of Idaho,Gem County,"Gem, ID",ID,16045
PacificSource Health Plans,Gem County,"Gem, ID",ID,16045
SelectHealth,Gem County,"Gem, ID",ID,16045
PacificSource Health Plans,Gooding County,"Gooding, ID",ID,16047
SelectHealth,Gooding County,"Gooding, ID",ID,16047
Blue Cross of Idaho,Gooding County,"Gooding, ID",ID,16047
BridgeSpan Health Company,Gooding County,"Gooding, ID",ID,16047
Blue Cross of Idaho,Idaho County,"Idaho, ID",ID,16049
PacificSource Health Plans,Idaho County,"Idaho, ID",ID,16049
BridgeSpan Health Company,Idaho County,"Idaho, ID",ID,16049
PacificSource Health Plans,Jefferson County,"Jefferson, ID",ID,16051
Blue Cross of Idaho,Jefferson County,"Jefferson, ID",ID,16051
BridgeSpan Health Company,Jefferson County,"Jefferson, ID",ID,16051
SelectHealth,Jerome County,"Jerome, ID",ID,16053
Blue Cross of Idaho,Jerome County,"Jerome, ID",ID,16053
BridgeSpan Health Company,Jerome County,"Jerome, ID",ID,16053
PacificSource Health Plans,Jerome County,"Jerome, ID",ID,16053
Blue Cross of Idaho,Kootenai County,"Kootenai, ID",ID,16055
BridgeSpan Health Company,Kootenai County,"Kootenai, ID",ID,16055
PacificSource Health Plans,Kootenai County,"Kootenai, ID",ID,16055
PacificSource Health Plans,Latah County,"Latah, ID",ID,16057
Blue Cross of Idaho,Latah County,"Latah, ID",ID,16057
BridgeSpan Health Company,Latah County,"Latah, ID",ID,16057
PacificSource Health Plans,Lemhi County,"Lemhi, ID",ID,16059
SelectHealth,Lemhi County,"Lemhi, ID",ID,16059
BridgeSpan Health Company,Lemhi County,"Lemhi, ID",ID,16059
Blue Cross of Idaho,Lemhi County,"Lemhi, ID",ID,16059
Blue Cross of Idaho,Lewis County,"Lewis, ID",ID,16061
BridgeSpan Health Company,Lewis County,"Lewis, ID",ID,16061
PacificSource Health Plans,Lewis County,"Lewis, ID",ID,16061
BridgeSpan Health Company,Lincoln County,"Lincoln, ID",ID,16063
SelectHealth,Lincoln County,"Lincoln, ID",ID,16063
PacificSource Health Plans,Lincoln County,"Lincoln, ID",ID,16063
Blue Cross of Idaho,Lincoln County,"Lincoln, ID",ID,16063
BridgeSpan Health Company,Madison County,"Madison, ID",ID,16065
PacificSource Health Plans,Madison County,"Madison, ID",ID,16065
Blue Cross of Idaho,Madison County,"Madison, ID",ID,16065
SelectHealth,Minidoka County,"Minidoka, ID",ID,16067
PacificSource Health Plans,Minidoka County,"Minidoka, ID",ID,16067
BridgeSpan Health Company,Minidoka County,"Minidoka, ID",ID,16067
Blue Cross of Idaho,Minidoka County,"Minidoka, ID",ID,16067
Blue Cross of Idaho,Nez Perce County,"Nez Perce, ID",ID,16069
BridgeSpan Health Company,Nez Perce County,"Nez Perce, ID",ID,16069
PacificSource Health Plans,Nez Perce County,"Nez Perce, ID",ID,16069
BridgeSpan Health Company,Oneida County,"Oneida, ID",ID,16071
PacificSource Health Plans,Oneida County,"Oneida, ID",ID,16071
SelectHealth,Oneida County,"Oneida, ID",ID,16071
Blue Cross of Idaho,Oneida County,"Oneida, ID",ID,16071
SelectHealth,Owyhee County,"Owyhee, ID",ID,16073
BridgeSpan Health Company,Owyhee County,"Owyhee, ID",ID,16073
Blue Cross of Idaho,Owyhee County,"Owyhee, ID",ID,16073
PacificSource Health Plans,Owyhee County,"Owyhee, ID",ID,16073
BridgeSpan Health Company,Payette County,"Payette, ID",ID,16075
SelectHealth,Payette County,"Payette, ID",ID,16075
PacificSource Health Plans,Payette County,"Payette, ID",ID,16075
Blue Cross of Idaho,Payette County,"Payette, ID",ID,16075
Blue Cross of Idaho,Power County,"Power, ID",ID,16077
BridgeSpan Health Company,Power County,"Power, ID",ID,16077
PacificSource Health Plans,Power County,"Power, ID",ID,16077
SelectHealth,Power County,"Power, ID",ID,16077
PacificSource Health Plans,Shoshone County,"Shoshone, ID",ID,16079
Blue Cross of Idaho,Shoshone County,"Shoshone, ID",ID,16079
BridgeSpan Health Company,Shoshone County,"Shoshone, ID",ID,16079
BridgeSpan Health Company,Teton County,"Teton, ID",ID,16081
Blue Cross of Idaho,Teton County,"Teton, ID",ID,16081
PacificSource Health Plans,Teton County,"Teton, ID",ID,16081
PacificSource Health Plans,Twin Falls County,"Twin Falls, ID",ID,16083
SelectHealth,Twin Falls County,"Twin Falls, ID",ID,16083
BridgeSpan Health Company,Twin Falls County,"Twin Falls, ID",ID,16083
Blue Cross of Idaho,Twin Falls County,"Twin Falls, ID",ID,16083
Blue Cross of Idaho,Valley County,"Valley, ID",ID,16085
BridgeSpan Health Company,Valley County,"Valley, ID",ID,16085
SelectHealth,Valley County,"Valley, ID",ID,16085
PacificSource Health Plans,Valley County,"Valley, ID",ID,16085
PacificSource Health Plans,Washington County,"Washington, ID",ID,16087
BridgeSpan Health Company,Washington County,"Washington, ID",ID,16087
SelectHealth,Washington County,"Washington, ID",ID,16087
Blue Cross of Idaho,Washington County,"Washington, ID",ID,16087
Land of Lincoln Mutual Health Insurance Company,Adams County,"Adams, IL",IL,17001
Coventry Health Care,Adams County,"Adams, IL",IL,17001
"Health Alliance Medical Plans, Inc.",Adams County,"Adams, IL",IL,17001
Blue Cross Blue Shield of Illinois,Adams County,"Adams, IL",IL,17001
Blue Cross Blue Shield of Illinois,Alexander County,"Alexander, IL",IL,17003
Land of Lincoln Mutual Health Insurance Company,Alexander County,"Alexander, IL",IL,17003
"Health Alliance Medical Plans, Inc.",Alexander County,"Alexander, IL",IL,17003
Land of Lincoln Mutual Health Insurance Company,Bond County,"Bond, IL",IL,17005
"Health Alliance Medical Plans, Inc.",Bond County,"Bond, IL",IL,17005
Coventry Health Care,Bond County,"Bond, IL",IL,17005
Blue Cross Blue Shield of Illinois,Bond County,"Bond, IL",IL,17005
Blue Cross Blue Shield of Illinois,Boone County,"Boone, IL",IL,17007
Land of Lincoln Mutual Health Insurance Company,Boone County,"Boone, IL",IL,17007
"Health Alliance Medical Plans, Inc.",Boone County,"Boone, IL",IL,17007
Coventry Health Care,Boone County,"Boone, IL",IL,17007
Land of Lincoln Mutual Health Insurance Company,Brown County,"Brown, IL",IL,17009
"Health Alliance Medical Plans, Inc.",Brown County,"Brown, IL",IL,17009
Blue Cross Blue Shield of Illinois,Brown County,"Brown, IL",IL,17009
Coventry Health Care,Brown County,"Brown, IL",IL,17009
"Health Alliance Medical Plans, Inc.",Bureau County,"Bureau, IL",IL,17011
Blue Cross Blue Shield of Illinois,Bureau County,"Bureau, IL",IL,17011
Land of Lincoln Mutual Health Insurance Company,Bureau County,"Bureau, IL",IL,17011
Coventry Health Care,Bureau County,"Bureau, IL",IL,17011
Blue Cross Blue Shield of Illinois,Calhoun County,"Calhoun, IL",IL,17013
Land of Lincoln Mutual Health Insurance Company,Calhoun County,"Calhoun, IL",IL,17013
Coventry Health Care,Calhoun County,"Calhoun, IL",IL,17013
"Health Alliance Medical Plans, Inc.",Calhoun County,"Calhoun, IL",IL,17013
"Health Alliance Medical Plans, Inc.",Carroll County,"Carroll, IL",IL,17015
Land of Lincoln Mutual Health Insurance Company,Carroll County,"Carroll, IL",IL,17015
Blue Cross Blue Shield of Illinois,Carroll County,"Carroll, IL",IL,17015
Coventry Health Care,Carroll County,"Carroll, IL",IL,17015
Coventry Health Care,Cass County,"Cass, IL",IL,17017
Blue Cross Blue Shield of Illinois,Cass County,"Cass, IL",IL,17017
Land of Lincoln Mutual Health Insurance Company,Cass County,"Cass, IL",IL,17017
"Health Alliance Medical Plans, Inc.",Cass County,"Cass, IL",IL,17017
Land of Lincoln Mutual Health Insurance Company,Champaign County,"Champaign, IL",IL,17019
"Health Alliance Medical Plans, Inc.",Champaign County,"Champaign, IL",IL,17019
Blue Cross Blue Shield of Illinois,Champaign County,"Champaign, IL",IL,17019
Coventry Health Care,Champaign County,"Champaign, IL",IL,17019
"Health Alliance Medical Plans, Inc.",Christian County,"Christian, IL",IL,17021
Blue Cross Blue Shield of Illinois,Christian County,"Christian, IL",IL,17021
Coventry Health Care,Christian County,"Christian, IL",IL,17021
Land of Lincoln Mutual Health Insurance Company,Christian County,"Christian, IL",IL,17021
Land of Lincoln Mutual Health Insurance Company,Clark County,"Clark, IL",IL,17023
Blue Cross Blue Shield of Illinois,Clark County,"Clark, IL",IL,17023
"Health Alliance Medical Plans, Inc.",Clark County,"Clark, IL",IL,17023
Coventry Health Care,Clark County,"Clark, IL",IL,17023
Land of Lincoln Mutual Health Insurance Company,Clay County,"Clay, IL",IL,17025
"Health Alliance Medical Plans, Inc.",Clay County,"Clay, IL",IL,17025
Blue Cross Blue Shield of Illinois,Clay County,"Clay, IL",IL,17025
Land of Lincoln Mutual Health Insurance Company,Clinton County,"Clinton, IL",IL,17027
Blue Cross Blue Shield of Illinois,Clinton County,"Clinton, IL",IL,17027
"Health Alliance Medical Plans, Inc.",Clinton County,"Clinton, IL",IL,17027
Coventry Health Care,Clinton County,"Clinton, IL",IL,17027
Coventry Health Care,Coles County,"Coles, IL",IL,17029
Blue Cross Blue Shield of Illinois,Coles County,"Coles, IL",IL,17029
"Health Alliance Medical Plans, Inc.",Coles County,"Coles, IL",IL,17029
Land of Lincoln Mutual Health Insurance Company,Coles County,"Coles, IL",IL,17029
Coventry Health Care,Cook County,"Cook, IL",IL,17031
Blue Cross Blue Shield of Illinois,Cook County,"Cook, IL",IL,17031
Land of Lincoln Mutual Health Insurance Company,Cook County,"Cook, IL",IL,17031
Aetna,Cook County,"Cook, IL",IL,17031
"Humana Health Plan, Inc.",Cook County,"Cook, IL",IL,17031
Humana Insurance Company,Cook County,"Cook, IL",IL,17031
Land of Lincoln Mutual Health Insurance Company,Crawford County,"Crawford, IL",IL,17033
"Health Alliance Medical Plans, Inc.",Crawford County,"Crawford, IL",IL,17033
Blue Cross Blue Shield of Illinois,Crawford County,"Crawford, IL",IL,17033
Coventry Health Care,Crawford County,"Crawford, IL",IL,17033
Blue Cross Blue Shield of Illinois,Cumberland County,"Cumberland, IL",IL,17035
"Health Alliance Medical Plans, Inc.",Cumberland County,"Cumberland, IL",IL,17035
Land of Lincoln Mutual Health Insurance Company,Cumberland County,"Cumberland, IL",IL,17035
Coventry Health Care,Cumberland County,"Cumberland, IL",IL,17035
"Health Alliance Medical Plans, Inc.",DeKalb County,"DeKalb, IL",IL,17037
Land of Lincoln Mutual Health Insurance Company,DeKalb County,"DeKalb, IL",IL,17037
Blue Cross Blue Shield of Illinois,DeKalb County,"DeKalb, IL",IL,17037
Coventry Health Care,DeKalb County,"DeKalb, IL",IL,17037
Land of Lincoln Mutual Health Insurance Company,De Witt County,"De Witt, IL",IL,17039
Humana Insurance Company,De Witt County,"De Witt, IL",IL,17039
Blue Cross Blue Shield of Illinois,De Witt County,"De Witt, IL",IL,17039
Coventry Health Care,De Witt County,"De Witt, IL",IL,17039
"Health Alliance Medical Plans, Inc.",De Witt County,"De Witt, IL",IL,17039
Coventry Health Care,Douglas County,"Douglas, IL",IL,17041
Blue Cross Blue Shield of Illinois,Douglas County,"Douglas, IL",IL,17041
"Health Alliance Medical Plans, Inc.",Douglas County,"Douglas, IL",IL,17041
Land of Lincoln Mutual Health Insurance Company,Douglas County,"Douglas, IL",IL,17041
Aetna,DuPage County,"DuPage, IL",IL,17043
Land of Lincoln Mutual Health Insurance Company,DuPage County,"DuPage, IL",IL,17043
Blue Cross Blue Shield of Illinois,DuPage County,"DuPage, IL",IL,17043
Coventry Health Care,Edgar County,"Edgar, IL",IL,17045
"Health Alliance Medical Plans, Inc.",Edgar County,"Edgar, IL",IL,17045
Blue Cross Blue Shield of Illinois,Edgar County,"Edgar, IL",IL,17045
Land of Lincoln Mutual Health Insurance Company,Edgar County,"Edgar, IL",IL,17045
Land of Lincoln Mutual Health Insurance Company,Edwards County,"Edwards, IL",IL,17047
Blue Cross Blue Shield of Illinois,Edwards County,"Edwards, IL",IL,17047
"Health Alliance Medical Plans, Inc.",Edwards County,"Edwards, IL",IL,17047
Coventry Health Care,Edwards County,"Edwards, IL",IL,17047
"Health Alliance Medical Plans, Inc.",Effingham County,"Effingham, IL",IL,17049
Land of Lincoln Mutual Health Insurance Company,Effingham County,"Effingham, IL",IL,17049
Blue Cross Blue Shield of Illinois,Effingham County,"Effingham, IL",IL,17049
Coventry Health Care,Effingham County,"Effingham, IL",IL,17049
"Health Alliance Medical Plans, Inc.",Fayette County,"Fayette, IL",IL,17051
Coventry Health Care,Fayette County,"Fayette, IL",IL,17051
Blue Cross Blue Shield of Illinois,Fayette County,"Fayette, IL",IL,17051
Land of Lincoln Mutual Health Insurance Company,Fayette County,"Fayette, IL",IL,17051
Coventry Health Care,Ford County,"Ford, IL",IL,17053
"Health Alliance Medical Plans, Inc.",Ford County,"Ford, IL",IL,17053
Blue Cross Blue Shield of Illinois,Ford County,"Ford, IL",IL,17053
Land of Lincoln Mutual Health Insurance Company,Ford County,"Ford, IL",IL,17053
Land of Lincoln Mutual Health Insurance Company,Franklin County,"Franklin, IL",IL,17055
"Health Alliance Medical Plans, Inc.",Franklin County,"Franklin, IL",IL,17055
Blue Cross Blue Shield of Illinois,Franklin County,"Franklin, IL",IL,17055
Humana Insurance Company,Fulton County,"Fulton, IL",IL,17057
Blue Cross Blue Shield of Illinois,Fulton County,"Fulton, IL",IL,17057
Coventry Health Care,Fulton County,"Fulton, IL",IL,17057
"Health Alliance Medical Plans, Inc.",Fulton County,"Fulton, IL",IL,17057
Land of Lincoln Mutual Health Insurance Company,Fulton County,"Fulton, IL",IL,17057
Blue Cross Blue Shield of Illinois,Gallatin County,"Gallatin, IL",IL,17059
Land of Lincoln Mutual Health Insurance Company,Gallatin County,"Gallatin, IL",IL,17059
"Health Alliance Medical Plans, Inc.",Gallatin County,"Gallatin, IL",IL,17059
Coventry Health Care,Greene County,"Greene, IL",IL,17061
"Health Alliance Medical Plans, Inc.",Greene County,"Greene, IL",IL,17061
Blue Cross Blue Shield of Illinois,Greene County,"Greene, IL",IL,17061
Land of Lincoln Mutual Health Insurance Company,Greene County,"Greene, IL",IL,17061
"Health Alliance Medical Plans, Inc.",Grundy County,"Grundy, IL",IL,17063
Aetna,Grundy County,"Grundy, IL",IL,17063
Land of Lincoln Mutual Health Insurance Company,Grundy County,"Grundy, IL",IL,17063
Coventry Health Care,Grundy County,"Grundy, IL",IL,17063
Blue Cross Blue Shield of Illinois,Grundy County,"Grundy, IL",IL,17063
Land of Lincoln Mutual Health Insurance Company,Hamilton County,"Hamilton, IL",IL,17065
"Health Alliance Medical Plans, Inc.",Hamilton County,"Hamilton, IL",IL,17065
Blue Cross Blue Shield of Illinois,Hamilton County,"Hamilton, IL",IL,17065
"Health Alliance Medical Plans, Inc.",Hancock County,"Hancock, IL",IL,17067
Coventry Health Care,Hancock County,"Hancock, IL",IL,17067
Blue Cross Blue Shield of Illinois,Hancock County,"Hancock, IL",IL,17067
Land of Lincoln Mutual Health Insurance Company,Hancock County,"Hancock, IL",IL,17067
"Health Alliance Medical Plans, Inc.",Hardin County,"Hardin, IL",IL,17069
Land of Lincoln Mutual Health Insurance Company,Hardin County,"Hardin, IL",IL,17069
Blue Cross Blue Shield of Illinois,Hardin County,"Hardin, IL",IL,17069
"Health Alliance Medical Plans, Inc.",Henderson County,"Henderson, IL",IL,17071
Land of Lincoln Mutual Health Insurance Company,Henderson County,"Henderson, IL",IL,17071
Coventry Health Care,Henderson County,"Henderson, IL",IL,17071
Blue Cross Blue Shield of Illinois,Henderson County,"Henderson, IL",IL,17071
Blue Cross Blue Shield of Illinois,Henry County,"Henry, IL",IL,17073
Coventry Health Care,Henry County,"Henry, IL",IL,17073
Land of Lincoln Mutual Health Insurance Company,Henry County,"Henry, IL",IL,17073
"Health Alliance Medical Plans, Inc.",Henry County,"Henry, IL",IL,17073
Blue Cross Blue Shield of Illinois,Iroquois County,"Iroquois, IL",IL,17075
"Health Alliance Medical Plans, Inc.",Iroquois County,"Iroquois, IL",IL,17075
Land of Lincoln Mutual Health Insurance Company,Iroquois County,"Iroquois, IL",IL,17075
Coventry Health Care,Iroquois County,"Iroquois, IL",IL,17075
"Health Alliance Medical Plans, Inc.",Jackson County,"Jackson, IL",IL,17077
Land of Lincoln Mutual Health Insurance Company,Jackson County,"Jackson, IL",IL,17077
Blue Cross Blue Shield of Illinois,Jackson County,"Jackson, IL",IL,17077
"Health Alliance Medical Plans, Inc.",Jasper County,"Jasper, IL",IL,17079
Coventry Health Care,Jasper County,"Jasper, IL",IL,17079
Blue Cross Blue Shield of Illinois,Jasper County,"Jasper, IL",IL,17079
Land of Lincoln Mutual Health Insurance Company,Jasper County,"Jasper, IL",IL,17079
Land of Lincoln Mutual Health Insurance Company,Jefferson County,"Jefferson, IL",IL,17081
Blue Cross Blue Shield of Illinois,Jefferson County,"Jefferson, IL",IL,17081
"Health Alliance Medical Plans, Inc.",Jefferson County,"Jefferson, IL",IL,17081
Blue Cross Blue Shield of Illinois,Jersey County,"Jersey, IL",IL,17083
"Health Alliance Medical Plans, Inc.",Jersey County,"Jersey, IL",IL,17083
Land of Lincoln Mutual Health Insurance Company,Jersey County,"Jersey, IL",IL,17083
Coventry Health Care,Jersey County,"Jersey, IL",IL,17083
Coventry Health Care,Jo Daviess County,"Jo Daviess, IL",IL,17085
Blue Cross Blue Shield of Illinois,Jo Daviess County,"Jo Daviess, IL",IL,17085
Land of Lincoln Mutual Health Insurance Company,Jo Daviess County,"Jo Daviess, IL",IL,17085
"Health Alliance Medical Plans, Inc.",Jo Daviess County,"Jo Daviess, IL",IL,17085
Blue Cross Blue Shield of Illinois,Johnson County,"Johnson, IL",IL,17087
"Health Alliance Medical Plans, Inc.",Johnson County,"Johnson, IL",IL,17087
Land of Lincoln Mutual Health Insurance Company,Johnson County,"Johnson, IL",IL,17087
Land of Lincoln Mutual Health Insurance Company,Kane County,"Kane, IL",IL,17089
Blue Cross Blue Shield of Illinois,Kane County,"Kane, IL",IL,17089
Aetna,Kane County,"Kane, IL",IL,17089
Coventry Health Care,Kankakee County,"Kankakee, IL",IL,17091
Blue Cross Blue Shield of Illinois,Kankakee County,"Kankakee, IL",IL,17091
Land of Lincoln Mutual Health Insurance Company,Kankakee County,"Kankakee, IL",IL,17091
"Health Alliance Medical Plans, Inc.",Kankakee County,"Kankakee, IL",IL,17091
Aetna,Kankakee County,"Kankakee, IL",IL,17091
Blue Cross Blue Shield of Illinois,Kendall County,"Kendall, IL",IL,17093
Coventry Health Care,Kendall County,"Kendall, IL",IL,17093
Aetna,Kendall County,"Kendall, IL",IL,17093
"Health Alliance Medical Plans, Inc.",Kendall County,"Kendall, IL",IL,17093
Land of Lincoln Mutual Health Insurance Company,Kendall County,"Kendall, IL",IL,17093
Humana Insurance Company,Knox County,"Knox, IL",IL,17095
Blue Cross Blue Shield of Illinois,Knox County,"Knox, IL",IL,17095
"Health Alliance Medical Plans, Inc.",Knox County,"Knox, IL",IL,17095
Land of Lincoln Mutual Health Insurance Company,Knox County,"Knox, IL",IL,17095
Coventry Health Care,Knox County,"Knox, IL",IL,17095
Humana Insurance Company,Lake County,"Lake, IL",IL,17097
"Humana Health Plan, Inc.",Lake County,"Lake, IL",IL,17097
Blue Cross Blue Shield of Illinois,Lake County,"Lake, IL",IL,17097
Aetna,Lake County,"Lake, IL",IL,17097
Land of Lincoln Mutual Health Insurance Company,Lake County,"Lake, IL",IL,17097
Land of Lincoln Mutual Health Insurance Company,LaSalle County,"LaSalle, IL",IL,17099
Blue Cross Blue Shield of Illinois,LaSalle County,"LaSalle, IL",IL,17099
"Health Alliance Medical Plans, Inc.",LaSalle County,"LaSalle, IL",IL,17099
Humana Insurance Company,LaSalle County,"LaSalle, IL",IL,17099
Coventry Health Care,LaSalle County,"LaSalle, IL",IL,17099
"Health Alliance Medical Plans, Inc.",Lawrence County,"Lawrence, IL",IL,17101
Blue Cross Blue Shield of Illinois,Lawrence County,"Lawrence, IL",IL,17101
Land of Lincoln Mutual Health Insurance Company,Lawrence County,"Lawrence, IL",IL,17101
Blue Cross Blue Shield of Illinois,Lee County,"Lee, IL",IL,17103
Coventry Health Care,Lee County,"Lee, IL",IL,17103
Land of Lincoln Mutual Health Insurance Company,Lee County,"Lee, IL",IL,17103
"Health Alliance Medical Plans, Inc.",Lee County,"Lee, IL",IL,17103
Humana Insurance Company,Livingston County,"Livingston, IL",IL,17105
Coventry Health Care,Livingston County,"Livingston, IL",IL,17105
Land of Lincoln Mutual Health Insurance Company,Livingston County,"Livingston, IL",IL,17105
"Health Alliance Medical Plans, Inc.",Livingston County,"Livingston, IL",IL,17105
Blue Cross Blue Shield of Illinois,Livingston County,"Livingston, IL",IL,17105
Blue Cross Blue Shield of Illinois,Logan County,"Logan, IL",IL,17107
"Health Alliance Medical Plans, Inc.",Logan County,"Logan, IL",IL,17107
Coventry Health Care,Logan County,"Logan, IL",IL,17107
Land of Lincoln Mutual Health Insurance Company,Logan County,"Logan, IL",IL,17107
Land of Lincoln Mutual Health Insurance Company,McDonough County,"McDonough, IL",IL,17109
"Health Alliance Medical Plans, Inc.",McDonough County,"McDonough, IL",IL,17109
Humana Insurance Company,McDonough County,"McDonough, IL",IL,17109
Blue Cross Blue Shield of Illinois,McDonough County,"McDonough, IL",IL,17109
Aetna,McHenry County,"McHenry, IL",IL,17111
"Humana Health Plan, Inc.",McHenry County,"McHenry, IL",IL,17111
Blue Cross Blue Shield of Illinois,McHenry County,"McHenry, IL",IL,17111
Humana Insurance Company,McHenry County,"McHenry, IL",IL,17111
Land of Lincoln Mutual Health Insurance Company,McHenry County,"McHenry, IL",IL,17111
Land of Lincoln Mutual Health Insurance Company,McLean County,"McLean, IL",IL,17113
"Health Alliance Medical Plans, Inc.",McLean County,"McLean, IL",IL,17113
Coventry Health Care,McLean County,"McLean, IL",IL,17113
Blue Cross Blue Shield of Illinois,McLean County,"McLean, IL",IL,17113
Humana Insurance Company,McLean County,"McLean, IL",IL,17113
Land of Lincoln Mutual Health Insurance Company,Macon County,"Macon, IL",IL,17115
"Health Alliance Medical Plans, Inc.",Macon County,"Macon, IL",IL,17115
Coventry Health Care,Macon County,"Macon, IL",IL,17115
Blue Cross Blue Shield of Illinois,Macon County,"Macon, IL",IL,17115
Land of Lincoln Mutual Health Insurance Company,Macoupin County,"Macoupin, IL",IL,17117
Blue Cross Blue Shield of Illinois,Macoupin County,"Macoupin, IL",IL,17117
Coventry Health Care,Macoupin County,"Macoupin, IL",IL,17117
"Health Alliance Medical Plans, Inc.",Macoupin County,"Macoupin, IL",IL,17117
