i,c,id,s,f
Blue Cross Blue Shield of Illinois,Crawford County,"Crawford, IL",IL,17033
"Health Alliance Medical Plans, Inc.",Crawford County,"Crawford, IL",IL,17033
Blue Cross Blue Shield of Illinois,Cumberland County,"Cumberland, IL",IL,17035
"Health Alliance Medical Plans, Inc.",Cumberland County,"Cumberland, IL",IL,17035
"Health Alliance Medical Plans, Inc.",DeKalb County,"DeKalb, IL",IL,17037
"Humana Health Plan, Inc.",DeKalb County,"DeKalb, IL",IL,17037
Blue Cross Blue Shield of Illinois,DeKalb County,"DeKalb, IL",IL,17037
Blue Cross Blue Shield of Illinois,De Witt County,"De Witt, IL",IL,17039
"Health Alliance Medical Plans, Inc.",De Witt County,"De Witt, IL",IL,17039
"Humana Health Plan, Inc.",De Witt County,"De Witt, IL",IL,17039
Blue Cross Blue Shield of Illinois,Douglas County,"Douglas, IL",IL,17041
"Health Alliance Medical Plans, Inc.",Douglas County,"Douglas, IL",IL,17041
Blue Cross Blue Shield of Illinois,DuPage County,"DuPage, IL",IL,17043
"Health Alliance Medical Plans, Inc.",Edgar County,"Edgar, IL",IL,17045
Blue Cross Blue Shield of Illinois,Edgar County,"Edgar, IL",IL,17045
Blue Cross Blue Shield of Illinois,Edwards County,"Edwards, IL",IL,17047
"Health Alliance Medical Plans, Inc.",Edwards County,"Edwards, IL",IL,17047
Blue Cross Blue Shield of Illinois,Effingham County,"Effingham, IL",IL,17049
"Health Alliance Medical Plans, Inc.",Effingham County,"Effingham, IL",IL,17049
Blue Cross Blue Shield of Illinois,Fayette County,"Fayette, IL",IL,17051
"Health Alliance Medical Plans, Inc.",Fayette County,"Fayette, IL",IL,17051
"Health Alliance Medical Plans, Inc.",Ford County,"Ford, IL",IL,17053
Blue Cross Blue Shield of Illinois,Ford County,"Ford, IL",IL,17053
"Health Alliance Medical Plans, Inc.",Franklin County,"Franklin, IL",IL,17055
Blue Cross Blue Shield of Illinois,Franklin County,"Franklin, IL",IL,17055
Blue Cross Blue Shield of Illinois,Fulton County,"Fulton, IL",IL,17057
"Health Alliance Medical Plans, Inc.",Fulton County,"Fulton, IL",IL,17057
"Humana Health Plan, Inc.",Fulton County,"Fulton, IL",IL,17057
Blue Cross Blue Shield of Illinois,Gallatin County,"Gallatin, IL",IL,17059
"Health Alliance Medical Plans, Inc.",Gallatin County,"Gallatin, IL",IL,17059
"Health Alliance Medical Plans, Inc.",Greene County,"Greene, IL",IL,17061
Blue Cross Blue Shield of Illinois,Greene County,"Greene, IL",IL,17061
"Health Alliance Medical Plans, Inc.",Grundy County,"Grundy, IL",IL,17063
Blue Cross Blue Shield of Illinois,Grundy County,"Grundy, IL",IL,17063
"Health Alliance Medical Plans, Inc.",Hamilton County,"Hamilton, IL",IL,17065
Blue Cross Blue Shield of Illinois,Hamilton County,"Hamilton, IL",IL,17065
"Health Alliance Medical Plans, Inc.",Hancock County,"Hancock, IL",IL,17067
Blue Cross Blue Shield of Illinois,Hancock County,"Hancock, IL",IL,17067
"Health Alliance Medical Plans, Inc.",Hardin County,"Hardin, IL",IL,17069
Blue Cross Blue Shield of Illinois,Hardin County,"Hardin, IL",IL,17069
"Health Alliance Medical Plans, Inc.",Henderson County,"Henderson, IL",IL,17071
Blue Cross Blue Shield of Illinois,Henderson County,"Henderson, IL",IL,17071
Blue Cross Blue Shield of Illinois,Henry County,"Henry, IL",IL,17073
"Health Alliance Medical Plans, Inc.",Henry County,"Henry, IL",IL,17073
Blue Cross Blue Shield of Illinois,Iroquois County,"Iroquois, IL",IL,17075
"Health Alliance Medical Plans, Inc.",Iroquois County,"Iroquois, IL",IL,17075
"Health Alliance Medical Plans, Inc.",Jackson County,"Jackson, IL",IL,17077
Blue Cross Blue Shield of Illinois,Jackson County,"Jackson, IL",IL,17077
"Health Alliance Medical Plans, Inc.",Jasper County,"Jasper, IL",IL,17079
Blue Cross Blue Shield of Illinois,Jasper County,"Jasper, IL",IL,17079
Blue Cross Blue Shield of Illinois,Jefferson County,"Jefferson, IL",IL,17081
"Health Alliance Medical Plans, Inc.",Jefferson County,"Jefferson, IL",IL,17081
Blue Cross Blue Shield of Illinois,Jersey County,"Jersey, IL",IL,17083
"Health Alliance Medical Plans, Inc.",Jersey County,"Jersey, IL",IL,17083
"Humana Health Plan, Inc.",Jo Daviess County,"Jo Daviess, IL",IL,17085
Blue Cross Blue Shield of Illinois,Jo Daviess County,"Jo Daviess, IL",IL,17085
"Health Alliance Medical Plans, Inc.",Jo Daviess County,"Jo Daviess, IL",IL,17085
Blue Cross Blue Shield of Illinois,Johnson County,"Johnson, IL",IL,17087
"Health Alliance Medical Plans, Inc.",Johnson County,"Johnson, IL",IL,17087
Blue Cross Blue Shield of Illinois,Kane County,"Kane, IL",IL,17089
Blue Cross Blue Shield of Illinois,Kankakee County,"Kankakee, IL",IL,17091
"Health Alliance Medical Plans, Inc.",Kankakee County,"Kankakee, IL",IL,17091
Blue Cross Blue Shield of Illinois,Kendall County,"Kendall, IL",IL,17093
"Health Alliance Medical Plans, Inc.",Kendall County,"Kendall, IL",IL,17093
Blue Cross Blue Shield of Illinois,Knox County,"Knox, IL",IL,17095
"Humana Health Plan, Inc.",Knox County,"Knox, IL",IL,17095
"Health Alliance Medical Plans, Inc.",Knox County,"Knox, IL",IL,17095
"Humana Health Plan, Inc.",Lake County,"Lake, IL",IL,17097
Blue Cross Blue Shield of Illinois,Lake County,"Lake, IL",IL,17097
"Health Alliance Medical Plans, Inc.",LaSalle County,"LaSalle, IL",IL,17099
Blue Cross Blue Shield of Illinois,LaSalle County,"LaSalle, IL",IL,17099
"Humana Health Plan, Inc.",LaSalle County,"LaSalle, IL",IL,17099
Blue Cross Blue Shield of Illinois,Lawrence County,"Lawrence, IL",IL,17101
"Health Alliance Medical Plans, Inc.",Lawrence County,"Lawrence, IL",IL,17101
Blue Cross Blue Shield of Illinois,Lee County,"Lee, IL",IL,17103
"Humana Health Plan, Inc.",Lee County,"Lee, IL",IL,17103
"Health Alliance Medical Plans, Inc.",Lee County,"Lee, IL",IL,17103
"Humana Health Plan, Inc.",Livingston County,"Livingston, IL",IL,17105
"Health Alliance Medical Plans, Inc.",Livingston County,"Livingston, IL",IL,17105
Blue Cross Blue Shield of Illinois,Livingston County,"Livingston, IL",IL,17105
Blue Cross Blue Shield of Illinois,Logan County,"Logan, IL",IL,17107
"Health Alliance Medical Plans, Inc.",Logan County,"Logan, IL",IL,17107
"Humana Health Plan, Inc.",McDonough County,"McDonough, IL",IL,17109
"Health Alliance Medical Plans, Inc.",McDonough County,"McDonough, IL",IL,17109
Blue Cross Blue Shield of Illinois,McDonough County,"McDonough, IL",IL,17109
"Humana Health Plan, Inc.",McHenry County,"McHenry, IL",IL,17111
Blue Cross Blue Shield of Illinois,McHenry County,"McHenry, IL",IL,17111
"Health Alliance Medical Plans, Inc.",McLean County,"McLean, IL",IL,17113
"Humana Health Plan, Inc.",McLean County,"McLean, IL",IL,17113
Blue Cross Blue Shield of Illinois,McLean County,"McLean, IL",IL,17113
"Humana Health Plan, Inc.",Macon County,"Macon, IL",IL,17115
"Health Alliance Medical Plans, Inc.",Macon County,"Macon, IL",IL,17115
Blue Cross Blue Shield of Illinois,Macon County,"Macon, IL",IL,17115
Blue Cross Blue Shield of Illinois,Macoupin County,"Macoupin, IL",IL,17117
"Health Alliance Medical Plans, Inc.",Macoupin County,"Macoupin, IL",IL,17117
"Health Alliance Medical Plans, Inc.",Madison County,"Madison, IL",IL,17119
Blue Cross Blue Shield of Illinois,Madison County,"Madison, IL",IL,17119
"Health Alliance Medical Plans, Inc.",Marion County,"Marion, IL",IL,17121
Blue Cross Blue Shield of Illinois,Marion County,"Marion, IL",IL,17121
"Humana Health Plan, Inc.",Marshall County,"Marshall, IL",IL,17123
Blue Cross Blue Shield of Illinois,Marshall County,"Marshall, IL",IL,17123
"Health Alliance Medical Plans, Inc.",Marshall County,"Marshall, IL",IL,17123
"Health Alliance Medical Plans, Inc.",Mason County,"Mason, IL",IL,17125
Blue Cross Blue Shield of Illinois,Mason County,"Mason, IL",IL,17125
Blue Cross Blue Shield of Illinois,Massac County,"Massac, IL",IL,17127
"Health Alliance Medical Plans, Inc.",Massac County,"Massac, IL",IL,17127
"Health Alliance Medical Plans, Inc.",Menard County,"Menard, IL",IL,17129
Blue Cross Blue Shield of Illinois,Menard County,"Menard, IL",IL,17129
"Health Alliance Medical Plans, Inc.",Mercer County,"Mercer, IL",IL,17131
Blue Cross Blue Shield of Illinois,Mercer County,"Mercer, IL",IL,17131
Blue Cross Blue Shield of Illinois,Monroe County,"Monroe, IL",IL,17133
"Health Alliance Medical Plans, Inc.",Monroe County,"Monroe, IL",IL,17133
Blue Cross Blue Shield of Illinois,Montgomery County,"Montgomery, IL",IL,17135
"Health Alliance Medical Plans, Inc.",Montgomery County,"Montgomery, IL",IL,17135
"Health Alliance Medical Plans, Inc.",Morgan County,"Morgan, IL",IL,17137
Blue Cross Blue Shield of Illinois,Morgan County,"Morgan, IL",IL,17137
Blue Cross Blue Shield of Illinois,Moultrie County,"Moultrie, IL",IL,17139
"Health Alliance Medical Plans, Inc.",Moultrie County,"Moultrie, IL",IL,17139
"Humana Health Plan, Inc.",Moultrie County,"Moultrie, IL",IL,17139
"Health Alliance Medical Plans, Inc.",Ogle County,"Ogle, IL",IL,17141
"Humana Health Plan, Inc.",Ogle County,"Ogle, IL",IL,17141
Blue Cross Blue Shield of Illinois,Ogle County,"Ogle, IL",IL,17141
Blue Cross Blue Shield of Illinois,Peoria County,"Peoria, IL",IL,17143
"Humana Health Plan, Inc.",Peoria County,"Peoria, IL",IL,17143
"Health Alliance Medical Plans, Inc.",Peoria County,"Peoria, IL",IL,17143
"Health Alliance Medical Plans, Inc.",Perry County,"Perry, IL",IL,17145
Blue Cross Blue Shield of Illinois,Perry County,"Perry, IL",IL,17145
"Health Alliance Medical Plans, Inc.",Piatt County,"Piatt, IL",IL,17147
Blue Cross Blue Shield of Illinois,Piatt County,"Piatt, IL",IL,17147
"Health Alliance Medical Plans, Inc.",Pike County,"Pike, IL",IL,17149
Blue Cross Blue Shield of Illinois,Pike County,"Pike, IL",IL,17149
"Health Alliance Medical Plans, Inc.",Pope County,"Pope, IL",IL,17151
Blue Cross Blue Shield of Illinois,Pope County,"Pope, IL",IL,17151
Blue Cross Blue Shield of Illinois,Pulaski County,"Pulaski, IL",IL,17153
"Health Alliance Medical Plans, Inc.",Pulaski County,"Pulaski, IL",IL,17153
"Health Alliance Medical Plans, Inc.",Putnam County,"Putnam, IL",IL,17155
"Humana Health Plan, Inc.",Putnam County,"Putnam, IL",IL,17155
Blue Cross Blue Shield of Illinois,Putnam County,"Putnam, IL",IL,17155
Blue Cross Blue Shield of Illinois,Randolph County,"Randolph, IL",IL,17157
"Health Alliance Medical Plans, Inc.",Randolph County,"Randolph, IL",IL,17157
Blue Cross Blue Shield of Illinois,Richland County,"Richland, IL",IL,17159
"Health Alliance Medical Plans, Inc.",Richland County,"Richland, IL",IL,17159
Blue Cross Blue Shield of Illinois,Rock Island County,"Rock Island, IL",IL,17161
"Health Alliance Medical Plans, Inc.",Rock Island County,"Rock Island, IL",IL,17161
"Health Alliance Medical Plans, Inc.",St. Clair County,"St. Clair, IL",IL,17163
Blue Cross Blue Shield of Illinois,St. Clair County,"St. Clair, IL",IL,17163
Blue Cross Blue Shield of Illinois,Saline County,"Saline, IL",IL,17165
"Health Alliance Medical Plans, Inc.",Saline County,"Saline, IL",IL,17165
"Health Alliance Medical Plans, Inc.",Sangamon County,"Sangamon, IL",IL,17167
"Humana Health Plan, Inc.",Sangamon County,"Sangamon, IL",IL,17167
Blue Cross Blue Shield of Illinois,Sangamon County,"Sangamon, IL",IL,17167
Blue Cross Blue Shield of Illinois,Schuyler County,"Schuyler, IL",IL,17169
"Humana Health Plan, Inc.",Schuyler County,"Schuyler, IL",IL,17169
"Health Alliance Medical Plans, Inc.",Schuyler County,"Schuyler, IL",IL,17169
Blue Cross Blue Shield of Illinois,Scott County,"Scott, IL",IL,17171
"Health Alliance Medical Plans, Inc.",Scott County,"Scott, IL",IL,17171
"Humana Health Plan, Inc.",Scott County,"Scott, IL",IL,17171
"Health Alliance Medical Plans, Inc.",Shelby County,"Shelby, IL",IL,17173
Blue Cross Blue Shield of Illinois,Shelby County,"Shelby, IL",IL,17173
"Humana Health Plan, Inc.",Shelby County,"Shelby, IL",IL,17173
Blue Cross Blue Shield of Illinois,Stark County,"Stark, IL",IL,17175
"Humana Health Plan, Inc.",Stark County,"Stark, IL",IL,17175
"Health Alliance Medical Plans, Inc.",Stark County,"Stark, IL",IL,17175
"Humana Health Plan, Inc.",Stephenson County,"Stephenson, IL",IL,17177
Blue Cross Blue Shield of Illinois,Stephenson County,"Stephenson, IL",IL,17177
"Health Alliance Medical Plans, Inc.",Stephenson County,"Stephenson, IL",IL,17177
Blue Cross Blue Shield of Illinois,Tazewell County,"Tazewell, IL",IL,17179
"Health Alliance Medical Plans, Inc.",Tazewell County,"Tazewell, IL",IL,17179
"Humana Health Plan, Inc.",Tazewell County,"Tazewell, IL",IL,17179
Blue Cross Blue Shield of Illinois,Union County,"Union, IL",IL,17181
"Health Alliance Medical Plans, Inc.",Union County,"Union, IL",IL,17181
"Health Alliance Medical Plans, Inc.",Vermilion County,"Vermilion, IL",IL,17183
Blue Cross Blue Shield of Illinois,Vermilion County,"Vermilion, IL",IL,17183
Blue Cross Blue Shield of Illinois,Wabash County,"Wabash, IL",IL,17185
"Health Alliance Medical Plans, Inc.",Wabash County,"Wabash, IL",IL,17185
"Health Alliance Medical Plans, Inc.",Warren County,"Warren, IL",IL,17187
Blue Cross Blue Shield of Illinois,Warren County,"Warren, IL",IL,17187
"Health Alliance Medical Plans, Inc.",Washington County,"Washington, IL",IL,17189
Blue Cross Blue Shield of Illinois,Washington County,"Washington, IL",IL,17189
"Health Alliance Medical Plans, Inc.",Wayne County,"Wayne, IL",IL,17191
Blue Cross Blue Shield of Illinois,Wayne County,"Wayne, IL",IL,17191
"Health Alliance Medical Plans, Inc.",White County,"White, IL",IL,17193
Blue Cross Blue Shield of Illinois,White County,"White, IL",IL,17193
Blue Cross Blue Shield of Illinois,Whiteside County,"Whiteside, IL",IL,17195
"Health Alliance Medical Plans, Inc.",Whiteside County,"Whiteside, IL",IL,17195
Blue Cross Blue Shield of Illinois,Will County,"Will, IL",IL,17197
"Health Alliance Medical Plans, Inc.",Will County,"Will, IL",IL,17197
Blue Cross Blue Shield of Illinois,Williamson County,"Williamson, IL",IL,17199
"Health Alliance Medical Plans, Inc.",Williamson County,"Williamson, IL",IL,17199
"Humana Health Plan, Inc.",Winnebago County,"Winnebago, IL",IL,17201
Blue Cross Blue Shield of Illinois,Winnebago County,"Winnebago, IL",IL,17201
"Health Alliance Medical Plans, Inc.",Winnebago County,"Winnebago, IL",IL,17201
"Humana Health Plan, Inc.",Woodford County,"Woodford, IL",IL,17203
Blue Cross Blue Shield of Illinois,Woodford County,"Woodford, IL",IL,17203
"Health Alliance Medical Plans, Inc.",Woodford County,"Woodford, IL",IL,17203
"Physicians Health Plan of Northern Indiana, Inc.",Adams County,"Adams, IN",IN,18001
"MDwise Marketplace, Inc.",Adams County,"Adams, IN",IN,18001
"CareSource Indiana, Inc.",Adams County,"Adams, IN",IN,18001
Anthem Ins Companies Inc(Anthem BCBS),Adams County,"Adams, IN",IN,18001
Celtic Insurance Company,Adams County,"Adams, IN",IN,18001
Anthem Ins Companies Inc(Anthem BCBS),Allen County,"Allen, IN",IN,18003
"CareSource Indiana, Inc.",Allen County,"Allen, IN",IN,18003
"Physicians Health Plan of Northern Indiana, Inc.",Allen County,"Allen, IN",IN,18003
"MDwise Marketplace, Inc.",Allen County,"Allen, IN",IN,18003
Celtic Insurance Company,Allen County,"Allen, IN",IN,18003
Anthem Ins Companies Inc(Anthem BCBS),Bartholomew County,"Bartholomew, IN",IN,18005
Southeastern Indiana Health Organization,Bartholomew County,"Bartholomew, IN",IN,18005
"MDwise Marketplace, Inc.",Bartholomew County,"Bartholomew, IN",IN,18005
"Indiana University Health Plans, Inc.",Bartholomew County,"Bartholomew, IN",IN,18005
"MDwise Marketplace, Inc.",Benton County,"Benton, IN",IN,18007
Anthem Ins Companies Inc(Anthem BCBS),Benton County,"Benton, IN",IN,18007
"Indiana University Health Plans, Inc.",Benton County,"Benton, IN",IN,18007
"Physicians Health Plan of Northern Indiana, Inc.",Benton County,"Benton, IN",IN,18007
"Physicians Health Plan of Northern Indiana, Inc.",Blackford County,"Blackford, IN",IN,18009
"MDwise Marketplace, Inc.",Blackford County,"Blackford, IN",IN,18009
"Indiana University Health Plans, Inc.",Blackford County,"Blackford, IN",IN,18009
Anthem Ins Companies Inc(Anthem BCBS),Blackford County,"Blackford, IN",IN,18009
"CareSource Indiana, Inc.",Blackford County,"Blackford, IN",IN,18009
Anthem Ins Companies Inc(Anthem BCBS),Boone County,"Boone, IN",IN,18011
"CareSource Indiana, Inc.",Boone County,"Boone, IN",IN,18011
Celtic Insurance Company,Boone County,"Boone, IN",IN,18011
"Physicians Health Plan of Northern Indiana, Inc.",Boone County,"Boone, IN",IN,18011
"Indiana University Health Plans, Inc.",Boone County,"Boone, IN",IN,18011
"MDwise Marketplace, Inc.",Boone County,"Boone, IN",IN,18011
Anthem Ins Companies Inc(Anthem BCBS),Brown County,"Brown, IN",IN,18013
Southeastern Indiana Health Organization,Brown County,"Brown, IN",IN,18013
"Indiana University Health Plans, Inc.",Brown County,"Brown, IN",IN,18013
"MDwise Marketplace, Inc.",Brown County,"Brown, IN",IN,18013
"Physicians Health Plan of Northern Indiana, Inc.",Carroll County,"Carroll, IN",IN,18015
"Indiana University Health Plans, Inc.",Carroll County,"Carroll, IN",IN,18015
"MDwise Marketplace, Inc.",Carroll County,"Carroll, IN",IN,18015
Anthem Ins Companies Inc(Anthem BCBS),Carroll County,"Carroll, IN",IN,18015
"CareSource Indiana, Inc.",Carroll County,"Carroll, IN",IN,18015
"Indiana University Health Plans, Inc.",Cass County,"Cass, IN",IN,18017
"CareSource Indiana, Inc.",Cass County,"Cass, IN",IN,18017
Anthem Ins Companies Inc(Anthem BCBS),Cass County,"Cass, IN",IN,18017
"MDwise Marketplace, Inc.",Cass County,"Cass, IN",IN,18017
"Physicians Health Plan of Northern Indiana, Inc.",Cass County,"Cass, IN",IN,18017
"MDwise Marketplace, Inc.",Clark County,"Clark, IN",IN,18019
"CareSource Indiana, Inc.",Clark County,"Clark, IN",IN,18019
Celtic Insurance Company,Clark County,"Clark, IN",IN,18019
Anthem Ins Companies Inc(Anthem BCBS),Clark County,"Clark, IN",IN,18019
"Indiana University Health Plans, Inc.",Clay County,"Clay, IN",IN,18021
Anthem Ins Companies Inc(Anthem BCBS),Clay County,"Clay, IN",IN,18021
"MDwise Marketplace, Inc.",Clay County,"Clay, IN",IN,18021
"Indiana University Health Plans, Inc.",Clinton County,"Clinton, IN",IN,18023
"MDwise Marketplace, Inc.",Clinton County,"Clinton, IN",IN,18023
"Physicians Health Plan of Northern Indiana, Inc.",Clinton County,"Clinton, IN",IN,18023
Anthem Ins Companies Inc(Anthem BCBS),Clinton County,"Clinton, IN",IN,18023
"CareSource Indiana, Inc.",Crawford County,"Crawford, IN",IN,18025
"Indiana University Health Plans, Inc.",Crawford County,"Crawford, IN",IN,18025
"MDwise Marketplace, Inc.",Crawford County,"Crawford, IN",IN,18025
Anthem Ins Companies Inc(Anthem BCBS),Crawford County,"Crawford, IN",IN,18025
Anthem Ins Companies Inc(Anthem BCBS),Daviess County,"Daviess, IN",IN,18027
"Indiana University Health Plans, Inc.",Daviess County,"Daviess, IN",IN,18027
"MDwise Marketplace, Inc.",Daviess County,"Daviess, IN",IN,18027
Celtic Insurance Company,Daviess County,"Daviess, IN",IN,18027
"CareSource Indiana, Inc.",Daviess County,"Daviess, IN",IN,18027
Anthem Ins Companies Inc(Anthem BCBS),Dearborn County,"Dearborn, IN",IN,18029
"MDwise Marketplace, Inc.",Dearborn County,"Dearborn, IN",IN,18029
"CareSource Indiana, Inc.",Decatur County,"Decatur, IN",IN,18031
Anthem Ins Companies Inc(Anthem BCBS),Decatur County,"Decatur, IN",IN,18031
"MDwise Marketplace, Inc.",Decatur County,"Decatur, IN",IN,18031
Southeastern Indiana Health Organization,Decatur County,"Decatur, IN",IN,18031
Celtic Insurance Company,DeKalb County,"DeKalb, IN",IN,18033
"MDwise Marketplace, Inc.",DeKalb County,"DeKalb, IN",IN,18033
"CareSource Indiana, Inc.",DeKalb County,"DeKalb, IN",IN,18033
"Physicians Health Plan of Northern Indiana, Inc.",DeKalb County,"DeKalb, IN",IN,18033
Anthem Ins Companies Inc(Anthem BCBS),DeKalb County,"DeKalb, IN",IN,18033
Anthem Ins Companies Inc(Anthem BCBS),Delaware County,"Delaware, IN",IN,18035
"CareSource Indiana, Inc.",Delaware County,"Delaware, IN",IN,18035
"MDwise Marketplace, Inc.",Delaware County,"Delaware, IN",IN,18035
"Indiana University Health Plans, Inc.",Delaware County,"Delaware, IN",IN,18035
"Physicians Health Plan of Northern Indiana, Inc.",Delaware County,"Delaware, IN",IN,18035
"Indiana University Health Plans, Inc.",Dubois County,"Dubois, IN",IN,18037
"MDwise Marketplace, Inc.",Dubois County,"Dubois, IN",IN,18037
"CareSource Indiana, Inc.",Dubois County,"Dubois, IN",IN,18037
Anthem Ins Companies Inc(Anthem BCBS),Dubois County,"Dubois, IN",IN,18037
"Physicians Health Plan of Northern Indiana, Inc.",Elkhart County,"Elkhart, IN",IN,18039
Celtic Insurance Company,Elkhart County,"Elkhart, IN",IN,18039
"Indiana University Health Plans, Inc.",Elkhart County,"Elkhart, IN",IN,18039
"CareSource Indiana, Inc.",Elkhart County,"Elkhart, IN",IN,18039
"MDwise Marketplace, Inc.",Elkhart County,"Elkhart, IN",IN,18039
Anthem Ins Companies Inc(Anthem BCBS),Elkhart County,"Elkhart, IN",IN,18039
Anthem Ins Companies Inc(Anthem BCBS),Fayette County,"Fayette, IN",IN,18041
"MDwise Marketplace, Inc.",Fayette County,"Fayette, IN",IN,18041
"CareSource Indiana, Inc.",Floyd County,"Floyd, IN",IN,18043
"MDwise Marketplace, Inc.",Floyd County,"Floyd, IN",IN,18043
Anthem Ins Companies Inc(Anthem BCBS),Floyd County,"Floyd, IN",IN,18043
"MDwise Marketplace, Inc.",Fountain County,"Fountain, IN",IN,18045
"Physicians Health Plan of Northern Indiana, Inc.",Fountain County,"Fountain, IN",IN,18045
"Indiana University Health Plans, Inc.",Fountain County,"Fountain, IN",IN,18045
Anthem Ins Companies Inc(Anthem BCBS),Fountain County,"Fountain, IN",IN,18045
"MDwise Marketplace, Inc.",Franklin County,"Franklin, IN",IN,18047
Anthem Ins Companies Inc(Anthem BCBS),Franklin County,"Franklin, IN",IN,18047
"CareSource Indiana, Inc.",Franklin County,"Franklin, IN",IN,18047
"Physicians Health Plan of Northern Indiana, Inc.",Fulton County,"Fulton, IN",IN,18049
"MDwise Marketplace, Inc.",Fulton County,"Fulton, IN",IN,18049
"CareSource Indiana, Inc.",Fulton County,"Fulton, IN",IN,18049
Anthem Ins Companies Inc(Anthem BCBS),Fulton County,"Fulton, IN",IN,18049
"CareSource Indiana, Inc.",Gibson County,"Gibson, IN",IN,18051
Anthem Ins Companies Inc(Anthem BCBS),Gibson County,"Gibson, IN",IN,18051
"Indiana University Health Plans, Inc.",Gibson County,"Gibson, IN",IN,18051
"MDwise Marketplace, Inc.",Gibson County,"Gibson, IN",IN,18051
"Physicians Health Plan of Northern Indiana, Inc.",Grant County,"Grant, IN",IN,18053
"Indiana University Health Plans, Inc.",Grant County,"Grant, IN",IN,18053
Anthem Ins Companies Inc(Anthem BCBS),Grant County,"Grant, IN",IN,18053
"MDwise Marketplace, Inc.",Grant County,"Grant, IN",IN,18053
Anthem Ins Companies Inc(Anthem BCBS),Greene County,"Greene, IN",IN,18055
"MDwise Marketplace, Inc.",Greene County,"Greene, IN",IN,18055
"Indiana University Health Plans, Inc.",Greene County,"Greene, IN",IN,18055
"CareSource Indiana, Inc.",Greene County,"Greene, IN",IN,18055
"MDwise Marketplace, Inc.",Hamilton County,"Hamilton, IN",IN,18057
"Indiana University Health Plans, Inc.",Hamilton County,"Hamilton, IN",IN,18057
"CareSource Indiana, Inc.",Hamilton County,"Hamilton, IN",IN,18057
Celtic Insurance Company,Hamilton County,"Hamilton, IN",IN,18057
"Physicians Health Plan of Northern Indiana, Inc.",Hamilton County,"Hamilton, IN",IN,18057
Anthem Ins Companies Inc(Anthem BCBS),Hamilton County,"Hamilton, IN",IN,18057
"MDwise Marketplace, Inc.",Hancock County,"Hancock, IN",IN,18059
"CareSource Indiana, Inc.",Hancock County,"Hancock, IN",IN,18059
Anthem Ins Companies Inc(Anthem BCBS),Hancock County,"Hancock, IN",IN,18059
Celtic Insurance Company,Hancock County,"Hancock, IN",IN,18059
"Indiana University Health Plans, Inc.",Hancock County,"Hancock, IN",IN,18059
"MDwise Marketplace, Inc.",Harrison County,"Harrison, IN",IN,18061
"CareSource Indiana, Inc.",Harrison County,"Harrison, IN",IN,18061
Celtic Insurance Company,Harrison County,"Harrison, IN",IN,18061
Anthem Ins Companies Inc(Anthem BCBS),Harrison County,"Harrison, IN",IN,18061
"CareSource Indiana, Inc.",Hendricks County,"Hendricks, IN",IN,18063
Anthem Ins Companies Inc(Anthem BCBS),Hendricks County,"Hendricks, IN",IN,18063
"MDwise Marketplace, Inc.",Hendricks County,"Hendricks, IN",IN,18063
Celtic Insurance Company,Hendricks County,"Hendricks, IN",IN,18063
"Indiana University Health Plans, Inc.",Hendricks County,"Hendricks, IN",IN,18063
"Indiana University Health Plans, Inc.",Henry County,"Henry, IN",IN,18065
"CareSource Indiana, Inc.",Henry County,"Henry, IN",IN,18065
"MDwise Marketplace, Inc.",Henry County,"Henry, IN",IN,18065
Celtic Insurance Company,Henry County,"Henry, IN",IN,18065
Anthem Ins Companies Inc(Anthem BCBS),Henry County,"Henry, IN",IN,18065
"Physicians Health Plan of Northern Indiana, Inc.",Howard County,"Howard, IN",IN,18067
Anthem Ins Companies Inc(Anthem BCBS),Howard County,"Howard, IN",IN,18067
"MDwise Marketplace, Inc.",Howard County,"Howard, IN",IN,18067
Celtic Insurance Company,Howard County,"Howard, IN",IN,18067
Celtic Insurance Company,Huntington County,"Huntington, IN",IN,18069
"MDwise Marketplace, Inc.",Huntington County,"Huntington, IN",IN,18069
Anthem Ins Companies Inc(Anthem BCBS),Huntington County,"Huntington, IN",IN,18069
"Physicians Health Plan of Northern Indiana, Inc.",Huntington County,"Huntington, IN",IN,18069
"CareSource Indiana, Inc.",Huntington County,"Huntington, IN",IN,18069
Anthem Ins Companies Inc(Anthem BCBS),Jackson County,"Jackson, IN",IN,18071
"CareSource Indiana, Inc.",Jackson County,"Jackson, IN",IN,18071
"Indiana University Health Plans, Inc.",Jackson County,"Jackson, IN",IN,18071
"MDwise Marketplace, Inc.",Jackson County,"Jackson, IN",IN,18071
Southeastern Indiana Health Organization,Jackson County,"Jackson, IN",IN,18071
"MDwise Marketplace, Inc.",Jasper County,"Jasper, IN",IN,18073
"Physicians Health Plan of Northern Indiana, Inc.",Jasper County,"Jasper, IN",IN,18073
Anthem Ins Companies Inc(Anthem BCBS),Jasper County,"Jasper, IN",IN,18073
"MDwise Marketplace, Inc.",Jay County,"Jay, IN",IN,18075
"CareSource Indiana, Inc.",Jay County,"Jay, IN",IN,18075
Anthem Ins Companies Inc(Anthem BCBS),Jay County,"Jay, IN",IN,18075
"Physicians Health Plan of Northern Indiana, Inc.",Jay County,"Jay, IN",IN,18075
"Indiana University Health Plans, Inc.",Jay County,"Jay, IN",IN,18075
"MDwise Marketplace, Inc.",Jefferson County,"Jefferson, IN",IN,18077
