provider_id,hospital_name,street,city,state,zip_code,lat,lng,type,ownership,emergency_services,observed,days,sir,footnotes
060020,PARKVIEW MEDICAL CENTER INC,400 W 16TH STREET,PUEBLO,CO,81003,38.281690695000066,-104.61188574499994,Acute Care Hospitals,Voluntary non-profit - Private,true,5,2865,0.767,
060022,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,1400 E BOULDER ST,COLORADO SPRINGS,CO,80909,38.83884360400003,-104.80032864499998,Acute Care Hospitals,Government - Local,true,4,5156,0.517,
060023,ST MARYS HOSPITAL AND MEDICAL CENTER,2635 N 7TH STREET,GRAND JUNCTION,CO,81502,39.09118958100004,-108.561634417,Acute Care Hospitals,Voluntary non-profit - Church,true,5,6142,0.530,
060024,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,12605 EAST 16TH AVENUE,AURORA,CO,80045,39.74139999600004,-104.84208914199996,Acute Care Hospitals,Government - Hospital District or Authority,true,38,19574,0.774,
060027,FOOTHILLS HOSPITAL,4747 ARAPAHOE AVENUE,BOULDER,CO,80304,40.01483711700007,-105.23592388999998,Acute Care Hospitals,Voluntary non-profit - Private,true,0,1937,0.000,
060028,EXEMPLA SAINT JOSEPH HOSPITAL,1375 EAST 19TH AVE,DENVER,CO,80218,39.746076446000075,-104.96786461899995,Acute Care Hospitals,Voluntary non-profit - Private,true,2,4325,0.212,
060030,MCKEE MEDICAL CENTER,2000 BOISE AVE,LOVELAND,CO,80538,40.413394407000055,-105.05361842999997,Acute Care Hospitals,Voluntary non-profit - Private,true,0,723,0.000,
060031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRINGS,CO,80907,38.86553175200004,-104.82016624599999,Acute Care Hospitals,Voluntary non-profit - Private,true,1,5850,0.103,
060032,ROSE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,CO,80220,39.73105786700006,-104.93452099799998,Acute Care Hospitals,Proprietary,true,1,2139,0.290,
060034,SWEDISH MEDICAL CENTER,501 E HAMPDEN AVENUE,ENGLEWOOD,CO,80113,39.653198185000065,-104.98121145699997,Acute Care Hospitals,Proprietary,true,10,8136,0.575,
060036,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,1100 CARSON AVENUE,LA JUNTA,CO,81050,37.977581833000045,-103.54878314299998,Acute Care Hospitals,Voluntary non-profit - Private,true,0,187,NA,13
060043,KEEFE MEMORIAL HOSPITAL,602 N 6TH W ST,CHEYENNE WELLS,CO,80810,38.82574035700003,-102.35566020999994,Acute Care Hospitals,Government - Local,true,NA,NA,NA,12
060044,COLORADO PLAINS MEDICAL CENTER,1000 LINCOLN ST,FORT MORGAN,CO,80701,40.259449507000056,-103.79614690899996,Acute Care Hospitals,Voluntary non-profit - Other,true,0,19,NA,13
060049,YAMPA VALLEY MEDICAL CENTER,1024 CENTRAL PARK DR,STEAMBOAT SPRINGS,CO,80487,40.46218644000004,-106.81497232599997,Acute Care Hospitals,Voluntary non-profit - Private,true,0,17,NA,13
060054,COMMUNITY HOSPITAL,2021 N 12TH ST,GRAND JUNCTION,CO,81501,39.08593100000007,-108.55238630399998,Acute Care Hospitals,Voluntary non-profit - Private,true,0,272,NA,13
060064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2525 S DOWNING ST,DENVER,CO,80210,39.67121065400005,-104.97351651899999,Acute Care Hospitals,Voluntary non-profit - Church,true,0,3953,0.000,
060065,NORTH SUBURBAN MEDICAL CENTER,9191 GRANT ST,THORNTON,CO,80229,39.86331240100003,-104.98312397999996,Acute Care Hospitals,Voluntary non-profit - Private,false,0,2195,0.000,
060071,DELTA COUNTY MEMORIAL HOSPITAL,1501 E 3RD STREET,DELTA,CO,81416,38.743207820000066,-108.04691138299995,Acute Care Hospitals,Government - Local,true,0,423,NA,13
060075,VALLEY VIEW HOSPITAL ASSOCIATION,1906 BLAKE AVE,GLENWOOD SPRINGS,CO,81601,39.53285041500004,-107.32276448599998,Acute Care Hospitals,Voluntary non-profit - Private,true,0,306,NA,13
060076,STERLING REGIONAL MEDCENTER,615 FAIRHURST ST,STERLING,CO,80751,40.613643514000046,-103.22061011299996,Acute Care Hospitals,Voluntary non-profit - Other,true,0,129,NA,13
060096,VAIL VALLEY MEDICAL CENTER,181 W MEADOW DRIVE,VAIL,CO,81657,39.64283801900007,-106.38126958299995,Acute Care Hospitals,Voluntary non-profit - Other,true,0,155,NA,13
060100,"MEDICAL CENTER OF AURORA, THE",1501 S POTOMAC ST,AURORA,CO,80012,39.69122002800003,-104.83118666899998,Acute Care Hospitals,Proprietary,true,7,5191,0.898,
060103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,100 HEALTH PARK DRIVE,LOUISVILLE,CO,80027,39.95139719600007,-105.15123179099999,Acute Care Hospitals,Voluntary non-profit - Church,true,0,501,NA,13
060104,CENTURA HEALTH-ST ANTHONY NORTH HOSPITAL,2551 W 84TH AVENUE,WESTMINSTER,CO,80031,39.84905843900003,-105.01826077399994,Acute Care Hospitals,Voluntary non-profit - Church,true,1,1701,0.280,
060107,NATIONAL JEWISH HEALTH,1400 JACKSON ST,DENVER,CO,80206,39.73937273300004,-104.94278861999999,Acute Care Hospitals,Voluntary non-profit - Private,true,NA,NA,NA,12
060112,SKY RIDGE MEDICAL CENTER,10101 RIDGE GATE PARKWAY,LONE TREE,CO,80124,39.528235479000045,-104.87312604799996,Acute Care Hospitals,Proprietary,true,0,2562,0.000,
060113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,7700 S BROADWAY,LITTLETON,CO,80122,39.57701046400007,-104.98842474099996,Acute Care Hospitals,Voluntary non-profit - Church,true,3,3445,0.567,
060114,PARKER ADVENTIST HOSPITAL,9395 CROWN CREST BLVD,PARKER,CO,80138,39.54955851700004,-104.76922405699997,Acute Care Hospitals,Voluntary non-profit - Private,true,1,1508,0.441,
060116,EXEMPLA GOOD SAMARITAN MEDICAL CENTER LLC,200 EXEMPLA CIRCLE,LAFAYETTE,CO,80026,39.97239266500003,-105.08768919199997,Acute Care Hospitals,Voluntary non-profit - Private,true,1,1664,0.400,
060117,"ANIMAS SURGICAL HOSPITAL, LLC",575 RIVERGATE LANE,DURANGO,CO,81301,37.24839756000006,-107.87061111299994,Acute Care Hospitals,Physician,true,NA,NA,NA,12
060118,ST ANTHONY SUMMIT MEDICAL CENTER,340 PEAK ONE DRIVE,FRISCO,CO,80443,39.56982601300007,-106.07851635199995,Acute Care Hospitals,Voluntary non-profit - Church,false,0,31,NA,13
060119,MEDICAL CENTER OF THE ROCKIES,2500 ROCKY MOUNTAIN AVENUE,LOVELAND,CO,80538,40.415592805000074,-105.00110459199999,Acute Care Hospitals,Voluntary non-profit - Private,true,2,4057,0.329,
060124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,11650 W 2ND PLACE,LAKEWOOD,CO,80228,39.71791527500005,-105.12933939099997,Acute Care Hospitals,Proprietary,true,NA,NA,NA,12
060125,CASTLE ROCK ADVENTIST HOSPITAL,2350 MEADOWS BLVD,CASTLE ROCK,CO,80109,39.40667985700003,-104.87706885499995,Acute Care Hospitals,Voluntary non-profit - Private,true,0,466,NA,13
061300,WEISBROD MEMORIAL COUNTY HOSPITAL,1208 LUTHER STREET,EADS,CO,81036,38.48074965300003,-102.78445165399995,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,5
061301,RIO GRANDE HOSPITAL,310 COUNTY RD 14,DEL NORTE,CO,81132,37.67477822600006,-106.36419291599998,Critical Access Hospitals,Voluntary non-profit - Private,true,NA,NA,NA,12
061302,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER,300 WEST OTTLEY AVENUE,FRUITA,CO,81521,39.164303447000066,-108.73656011499997,Critical Access Hospitals,Voluntary non-profit - Private,true,NA,NA,NA,12
061303,EAST MORGAN COUNTY HOSPITAL,2400 W EDISON ST,BRUSH,CO,80723,40.25470568700007,-103.64928460299996,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
061304,HAXTUN HOSPITAL DISTRICT,235 W FLETCHER STREET,HAXTUN,CO,80731,40.641395902000056,-102.63040002899999,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,5
061305,MELISSA MEMORIAL HOSPITAL,1001 E JOHNSON STREET,HOLYOKE,CO,80734,40.578460482000025,-102.29045661899994,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
061306,LINCOLN COMMUNITY HOSPITAL,111 6TH ST,HUGO,CO,80821,39.13777676800004,-103.47356132099998,Critical Access Hospitals,Voluntary non-profit - Other,true,NA,NA,NA,12
061307,RANGELY DISTRICT HOSPITAL,225 EAGLECREST,RANGELY,CO,81648,40.08029064600004,-108.80657682899994,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,5
061308,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,19021 US HWY 285,LA JARA,CO,81140,37.269247663000044,-105.96285129599994,Critical Access Hospitals,Voluntary non-profit - Private,true,NA,NA,NA,5
061309,WRAY COMMUNITY DISTRICT HOSPITAL,1017 W 7TH ST,WRAY,CO,80758,40.07544822400007,-102.23444926899998,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
061310,SEDGWICK COUNTY MEMORIAL HOSPITAL,900 CEDAR STREET,JULESBURG,CO,80737,40.99338000600005,-102.26883071099996,Critical Access Hospitals,Government - Local,false,NA,NA,NA,12
061311,SOUTHEAST COLORADO HOSPITAL,373 E TENTH AVE,SPRINGFIELD,CO,81073,37.40418371700008,-102.61245214199994,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
061312,ESTES PARK MEDICAL CENTER,555 PROSPECT AVENUE,ESTES PARK,CO,80517,40.372215124000036,-105.51423628399999,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
061313,KIT CARSON COUNTY MEMORIAL HOSPITAL,286 16TH STREET,BURLINGTON,CO,80807,39.302859574000024,-102.27084528299997,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
061314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,CRAIG,CO,81625,40.52381737400003,-107.56204621199998,Critical Access Hospitals,Government - Local,true,0,12,NA,"3,13"
061315,YUMA DISTRICT HOSPITAL,1000 WEST 8TH AVENUE,YUMA,CO,80759,40.11847923000005,-102.73621654799996,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
061316,SPANISH PEAKS REGIONAL HEALTH CENTER,23500 US HWY 160,WALSENBURG,CO,81089,37.599447816000065,-104.83900960299997,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
061317,GRAND RIVER MEDICAL CENTER,501 AIRPORT ROAD,RIFLE,CO,81650,39.522583584000074,-107.77064029499996,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
061318,MIDDLE PARK MEDICAL CENTER,214 S 4TH STREET,KREMMLING,CO,80459,40.057039545000066,-106.39116422699999,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
061319,ST VINCENT HOSPITAL GENERAL DISTRICT,822 W 4TH STREET,LEADVILLE,CO,80461,39.244975940000074,-106.30076982599996,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
061320,GUNNISON VALLEY HOSPITAL,711 N TAYLOR STREET,GUNNISON,CO,81230,38.55141166400006,-106.92433539299998,Critical Access Hospitals,Government - Local,true,NA,NA,NA,5
061321,MT SAN RAFAEL HOSPITAL,410 BENEDICTA AVENUE,TRINIDAD,CO,81082,37.17281189700003,-104.48843378299995,Critical Access Hospitals,Voluntary non-profit - Private,true,NA,NA,NA,12
061322,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,1000 RUSH DRIVE,SALIDA,CO,81201,38.54297227700005,-106.00804637199997,Critical Access Hospitals,Government - Hospital District or Authority,true,0,10,NA,"3,13"
061323,PROWERS MEDICAL CENTER,401 KENDALL DRIVE,LAMAR,CO,81052,38.06955621600008,-102.60927390899997,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
061324,ASPEN VALLEY HOSPITAL,0401 CASTLE CREEK ROAD,ASPEN,CO,81611,39.18997885500005,-106.83776121699998,Critical Access Hospitals,Government - Hospital District or Authority,true,0,35,NA,13
061325,PIONEERS MEDICAL CENTER,345 CLEVELAND STREET,MEEKER,CO,81641,40.04113805600008,-107.91120484899994,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
061326,PIKES PEAK REGIONAL HOSPITAL,16420 HIGHWAY 24,WOODLAND PARK,CO,80863,38.97966957500006,-105.04274198299998,Critical Access Hospitals,Voluntary non-profit - Private,true,NA,NA,NA,5
061327,SOUTHWEST MEMORIAL HOSPITAL,1311 N MILDRED RD,CORTEZ,CO,81321,37.362210739000034,-108.57274481899998,Critical Access Hospitals,Voluntary non-profit - Private,true,0,137,NA,13
061328,PAGOSA SPRINGS MEDICAL CENTER,95 SOUTH PAGOSA BOULEVARD,PAGOSA SPRINGS,CO,81147,37.25221391700006,-107.07709454599996,Critical Access Hospitals,Government - Hospital District or Authority,true,NA,NA,NA,12
063301,CHILDRENS HOSPITAL COLORADO,13123 EAST 16TH AVENUE,AURORA,CO,80045,39.74114494200006,-104.83660354599999,Childrens,Voluntary non-profit - Private,false,NA,NA,NA,5
070002,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,06105,41.77487625500004,-72.69947870499993,Acute Care Hospitals,Voluntary non-profit - Church,true,6,8483,0.379,
070003,DAY KIMBALL HOSPITAL,320 POMFRET STREET,PUTNAM,CT,06260,41.907582726000044,-71.91479855199998,Acute Care Hospitals,Voluntary non-profit - Private,true,0,183,NA,13
070004,SHARON HOSPITAL,"50 HOSPITAL HILL ROAD, PO BOX 789",SHARON,CT,06069,41.87964403700005,-73.48078438899995,Acute Care Hospitals,Proprietary,true,0,73,NA,13
070005,WATERBURY HOSPITAL,64 ROBBINS ST,WATERBURY,CT,06721,41.55812114500003,-73.05999146399995,Acute Care Hospitals,Voluntary non-profit - Private,true,2,3506,0.233,
070006,STAMFORD HOSPITAL,30 SHELBURNE ROAD,STAMFORD,CT,06904,41.05476083100007,-73.55382209699997,Acute Care Hospitals,Voluntary non-profit - Private,true,3,2471,0.585,
070007,LAWRENCE & MEMORIAL HOSPITAL,365 MONTAUK AVE,NEW LONDON,CT,06320,41.336250937000045,-72.10292546099998,Acute Care Hospitals,Voluntary non-profit - Private,true,3,2186,0.808,
070008,JOHNSON MEMORIAL HOSPITAL,201 CHESTNUT HILL RD,STAFFORD SPRINGS,CT,06076,41.97745196100004,-72.39029518899997,Acute Care Hospitals,Voluntary non-profit - Private,true,2,220,NA,13
070010,BRIDGEPORT HOSPITAL,267 GRANT STREET,BRIDGEPORT,CT,06610,41.18880621300008,-73.16557905799993,Acute Care Hospitals,Voluntary non-profit - Private,true,10,3384,1.039,
070011,CHARLOTTE HUNGERFORD HOSPITAL,540 LITCHFIELD ST,TORRINGTON,CT,06790,41.79083588300006,-73.13293155399998,Acute Care Hospitals,Voluntary non-profit - Private,true,2,1462,0.912,
070012,ROCKVILLE GENERAL HOSPITAL,31 UNION ST,ROCKVILLE,CT,06066,41.86688365700007,-72.45075279799994,Acute Care Hospitals,Voluntary non-profit - Other,true,0,666,0.000,
070016,SAINT MARYS HOSPITAL,56 FRANKLIN ST,WATERBURY,CT,06706,41.55262454100006,-73.03593669699995,Acute Care Hospitals,Voluntary non-profit - Other,true,4,2784,0.955,
070017,MIDSTATE MEDICAL CENTER,435 LEWIS AVE,MERIDEN,CT,06450,41.55009157400008,-72.80377564999998,Acute Care Hospitals,Voluntary non-profit - Private,true,0,852,0.000,
070018,GREENWICH HOSPITAL ASSOCIATION,5 PERRYRIDGE RD,GREENWICH,CT,06830,41.03444300600006,-73.62967548399996,Acute Care Hospitals,Voluntary non-profit - Private,true,1,837,0.571,
070019,"MILFORD HOSPITAL, INC",300 SEASIDE AVENUE,MILFORD,CT,06460,41.21662106500003,-73.06403647299999,Acute Care Hospitals,Voluntary non-profit - Private,true,0,629,0.000,
070020,MIDDLESEX HOSPITAL,28 CRESCENT ST,MIDDLETOWN,CT,06457,41.554804682000054,-72.64763376799993,Acute Care Hospitals,Voluntary non-profit - Private,true,0,1211,0.000,
070021,WINDHAM COMM MEM HOSP & HATCH HOSP,112 MANSFIELD AVE,WILLIMANTIC,CT,06226,41.71674302000008,-72.22400986499997,Acute Care Hospitals,Voluntary non-profit - Private,true,1,707,0.943,
070022,YALE-NEW HAVEN HOSPITAL,20 YORK ST,NEW HAVEN,CT,06504,41.30447353400007,-72.93451961699998,Acute Care Hospitals,Voluntary non-profit - Private,true,25,26872,0.411,
070024,WILLIAM W BACKUS HOSPITAL,326 WASHINGTON ST,NORWICH,CT,06360,41.54356280500008,-72.08689717099998,Acute Care Hospitals,Voluntary non-profit - Other,true,1,1372,0.486,
070025,HARTFORD HOSPITAL,80 SEYMOUR STREET,HARTFORD,CT,06102,41.75337705700008,-72.68080247799998,Acute Care Hospitals,Voluntary non-profit - Private,true,19,16210,0.556,
070027,MANCHESTER MEMORIAL HOSPITAL,71 HAYNES ST,MANCHESTER,CT,06040,41.78121841400008,-72.52417285399997,Acute Care Hospitals,Voluntary non-profit - Private,true,3,1697,0.847,
070028,ST VINCENT'S MEDICAL CENTER,2800 MAIN ST,BRIDGEPORT,CT,06606,41.20056596200004,-73.20287643199998,Acute Care Hospitals,Voluntary non-profit - Church,true,1,3656,0.130,
070029,BRISTOL HOSPITAL,BREWSTER RD,BRISTOL,CT,06010,41.67751919300008,-72.92876401899997,Acute Care Hospitals,Voluntary non-profit - Private,true,0,1415,0.000,
070031,GRIFFIN HOSPITAL,130 DIVISION ST,DERBY,CT,06418,41.33523876300006,-73.08829562199998,Acute Care Hospitals,Voluntary non-profit - Other,true,0,853,0.000,
070033,DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,06810,41.40366262900005,-73.44757086399994,Acute Care Hospitals,Voluntary non-profit - Private,true,5,2908,0.813,
070034,NORWALK HOSPITAL ASSOCIATION,24 STEVENS STREET,NORWALK,CT,06856,41.110432855000056,-73.42136788699997,Acute Care Hospitals,Voluntary non-profit - Private,true,1,1609,0.294,
070035,"HOSPITAL OF CENTRAL CONNECTICUT, THE",100 GRAND STREET,NEW BRITAIN,CT,06050,41.662079016000064,-72.78604109599996,Acute Care Hospitals,Voluntary non-profit - Other,true,3,2958,0.484,
070036,JOHN DEMPSEY HOSPITAL,263 FARMINGTON AVE,FARMINGTON,CT,06032,41.73579332200006,-72.79516590999998,Acute Care Hospitals,Government - Local,true,1,1958,0.243,
070039,MASONIC HOME AND HOSPITAL,22 MASONIC AVE,WALLINGFORD,CT,06492,41.45945670800006,-72.83742714999994,Acute Care Hospitals,Voluntary non-profit - Private,false,NA,NA,NA,12
070040,HEBREW HOME AND HOSPITAL INC,1 ABRAHMS BOULEVARD,WEST HARTFORD,CT,06117,41.80262781000005,-72.72831570999995,Acute Care Hospitals,Voluntary non-profit - Private,false,NA,NA,NA,12
073300,CONNECTICUT CHILDRENS MEDICAL CENTER,282 WASHINGTON STREET,HARTFORD,CT,06106,41.75381600000003,-72.68278444599997,Childrens,Voluntary non-profit - Private,true,NA,NA,NA,5
080001,"CHRISTIANA CARE HEALTH SERVICES, INC.",4755 OGLETOWN-STANTON ROAD,NEWARK,DE,19718,39.69081541800006,-75.67167612399999,Acute Care Hospitals,Voluntary non-profit - Private,true,17,14408,0.461,
080003,ST FRANCIS HOSPITAL,7TH AND CLAYTON STS,WILMINGTON,DE,19805,39.74329796600006,-75.58319678199996,Acute Care Hospitals,Voluntary non-profit - Private,true,0,1292,0.000,
080004,BAYHEALTH - KENT GENERAL HOSPITAL,640 S STATE STREET,DOVER,DE,19901,39.151232537000055,-75.52229680399995,Acute Care Hospitals,Voluntary non-profit - Private,true,4,3380,0.750,
080006,NANTICOKE MEMORIAL HOSPITAL,801 MIDDLEFORD RD,SEAFORD,DE,19973,38.64231617100006,-75.60520875299994,Acute Care Hospitals,Voluntary non-profit - Private,true,1,1409,0.473,
080007,BEEBE MEDICAL CENTER,424 SAVANNAH RD,LEWES,DE,19958,38.77119560300008,-75.14251918299993,Acute Care Hospitals,Voluntary non-profit - Private,true,3,3455,0.579,
080009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,21 WEST CLARKE AVENUE,MILFORD,DE,19963,38.90620614800008,-75.43330764099994,Acute Care Hospitals,Proprietary,true,0,1234,0.000,
090001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,38.901040469000066,-77.05015606799998,Acute Care Hospitals,Proprietary,true,23,7958,1.299,
090003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,38.91688774700003,-77.02185490999994,Acute Care Hospitals,Voluntary non-profit - Other,true,11,3209,1.462,
090004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,38.91256328700007,-77.07417077299993,Acute Care Hospitals,Voluntary non-profit - Private,true,15,11006,0.554,
090005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,38.935767938000026,-77.11010007199997,Acute Care Hospitals,Voluntary non-profit - Other,true,2,951,1.402,
090006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,DC,20017,38.94289825800007,-76.99034111899994,Acute Care Hospitals,Voluntary non-profit - Private,true,0,2061,0.000,
090008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,38.834824594000054,-76.98391829999997,Acute Care Hospitals,Proprietary,true,0,1939,0.000,
090011,MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,38.93085460900005,-77.01584802899998,Acute Care Hospitals,Voluntary non-profit - Other,true,17,17656,0.418,
093300,CHILDREN'S HOSPITAL NMC,"111 MICHIGAN AVE, NW",WASHINGTON,DC,20010,38.92628811600008,-77.01341095299995,Childrens,Voluntary non-profit - Private,true,NA,NA,NA,5
100001,UF HEALTH JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,FL,32209,30.346841313000027,-81.66455759399997,Acute Care Hospitals,Voluntary non-profit - Private,true,40,14230,1.167,
100002,BETHESDA  HOSPITAL EAST,2815 S SEACREST BLVD,BOYNTON BEACH,FL,33435,26.504047177000075,-80.06872536299994,Acute Care Hospitals,Voluntary non-profit - Private,true,2,3929,0.268,
100006,ORLANDO REGIONAL MEDICAL CENTER,1414 KUHL AVE,ORLANDO,FL,32806,28.525991798000064,-81.37816228599996,Acute Care Hospitals,Voluntary non-profit - Private,true,16,21661,0.332,
100007,FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,FL,32803,28.57317153500003,-81.36984296899999,Acute Care Hospitals,Voluntary non-profit - Private,true,39,44125,0.401,
100008,BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,FL,33176,25.687762673000066,-80.33870960099995,Acute Care Hospitals,Voluntary non-profit - Private,true,3,8834,0.198,
100009,UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,FL,33136,25.787709293000034,-80.21509050399999,Acute Care Hospitals,Voluntary non-profit - Private,true,6,8656,0.369,
100012,LEE MEMORIAL HOSPITAL,2776 CLEVELAND AVE,FORT MYERS,FL,33901,26.62673493400007,-81.87233125099993,Acute Care Hospitals,Government - Hospital District or Authority,true,13,14814,0.390,
100014,BERT FISH MEDICAL CENTER,401 PALMETTO ST,NEW SMYRNA BEACH,FL,32170,29.02109033200003,-80.92284346999998,Acute Care Hospitals,Voluntary non-profit - Private,true,0,1069,0.000,
100017,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32114,29.199394509000058,-81.05473406399994,Acute Care Hospitals,Government - Hospital District or Authority,true,36,10186,1.594,
100018,NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,FL,34102,26.150255177000076,-81.79939042599995,Acute Care Hospitals,Voluntary non-profit - Private,true,0,5434,0.000,
100019,HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,FL,32901,28.08879994600005,-80.61356222999996,Acute Care Hospitals,Voluntary non-profit - Private,true,5,8972,0.289,
100022,JACKSON MEMORIAL HOSPITAL,1611 NW 12TH AVE,MIAMI,FL,33136,25.790629210000077,-80.21491268299997,Acute Care Hospitals,Government - Hospital District or Authority,true,49,39821,0.520,
100023,CITRUS MEMORIAL HOSPITAL,502 W HIGHLAND BLVD,INVERNESS,FL,34452,28.832277523000073,-82.33562089999998,Acute Care Hospitals,Government - Hospital District or Authority,true,1,1823,0.366,
100025,SACRED HEART HOSPITAL,5151 N 9TH AVE,PENSACOLA,FL,32504,30.474696235000067,-87.21147720299996,Acute Care Hospitals,Voluntary non-profit - Private,true,13,9216,0.770,
100026,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,615 N BONITA AVE,PANAMA CITY,FL,32401,30.159150774000068,-85.64709216699998,Acute Care Hospitals,Government - Hospital District or Authority,true,3,2840,0.511,
100028,PARRISH MEDICAL CENTER,951 N WASHINGTON AVE,TITUSVILLE,FL,32796,28.627996394000036,-80.82426502599998,Acute Care Hospitals,Government - Hospital District or Authority,true,0,1718,0.000,
100029,NORTH SHORE MEDICAL CENTER,1100 NW 95TH ST,MIAMI,FL,33150,25.861666403000072,-80.21422995199998,Acute Care Hospitals,Proprietary,true,8,6997,0.721,
100030,HEALTH CENTRAL,10000 W COLONIAL DR,OCOEE,FL,34761,28.551702662000025,-81.52748072499998,Acute Care Hospitals,Government - State,true,1,1873,0.356,
100032,BAYFRONT HEALTH - ST PETERSBURG,701 6TH ST S,SAINT PETERSBURG,FL,33701,27.76303950600004,-82.64169114799995,Acute Care Hospitals,Voluntary non-profit - Private,true,6,9549,0.261,
100034,MOUNT SINAI MEDICAL CENTER,4300 ALTON RD,MIAMI BEACH,FL,33140,25.815225783000074,-80.13785535799997,Acute Care Hospitals,Proprietary,true,18,11656,0.675,
100035,MANATEE MEMORIAL HOSPITAL,206 2ND ST E,BRADENTON,FL,34208,27.49675063500007,-82.56125150699995,Acute Care Hospitals,Proprietary,true,7,4822,0.982,
100038,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,33021,26.018208290000075,-80.18076172399998,Acute Care Hospitals,Government - Hospital District or Authority,true,8,14372,0.251,
100039,BROWARD HEALTH MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,26.100846485000034,-80.14206118699997,Acute Care Hospitals,Government - Hospital District or Authority,true,29,16125,0.661,
100040,ST VINCENT'S MEDICAL CENTER,1 SHIRCLIFF WAY,JACKSONVILLE,FL,32204,30.30789192000003,-81.68909055399996,Acute Care Hospitals,Voluntary non-profit - Church,true,4,8611,0.314,
100043,MEASE DUNEDIN HOSPITAL,601 MAIN ST,DUNEDIN,FL,34698,28.014279576000035,-82.78351053699998,Acute Care Hospitals,Voluntary non-profit - Private,true,2,1747,0.572,
100044,MARTIN MEDICAL CENTER,200 SE HOSPITAL AVE,STUART,FL,34995,27.199302556000077,-80.24301859299999,Acute Care Hospitals,Voluntary non-profit - Private,true,5,6450,0.428,
100045,FLORIDA HOSPITAL DELAND,701 W PLYMOUTH AVE,DELAND,FL,32720,29.042648462000045,-81.31693118199996,Acute Care Hospitals,Voluntary non-profit - Church,true,0,1968,0.000,
