County,Number of Issuers,Issuers
"Adams, MS",2,"['Humana Insurance Company', 'UnitedHealthcare of Mississippi, Inc.']"
"Washington, FL",2,"['UnitedHealthcare of Florida, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Brown, IN",5,"['All Savers Insurance Company', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Southeastern Indiana Health Organization', 'Indiana University Health Plans, Inc.', 'MDwise Marketplace, Inc.']"
"Brown, IL",4,"['Humana Health Plan, Inc.', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois', 'Coventry Health Care of Illinois, Inc.']"
"Washtenaw, MI",7,"['Health Alliance Plan (HAP)', 'Alliance Health and Life Insurance Company', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health', 'Blue Care Network of Michigan', 'McLaren Health Plan Community', 'Priority Health Insurance Company (PHIC)']"
"Danville city, VA",5,"['HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc', 'Optima Health Plan', 'Piedmont Community HealthCare HMO, Inc.', 'Piedmont Community HealthCare, Inc.']"
"Ashtabula, OH",7,"['MOLINA HEALTHCARE OF OHIO', 'UnitedHealthcare of Ohio, Inc.', 'All Savers Insurance Company', 'Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)', 'Summa Insurance Company, Inc.', 'CareSource']"
"Sheridan, ND",3,"['Sanford Health Plan', 'Medica Health Plans', 'Blue Cross Blue Shield of North Dakota']"
"Howard, AR",5,"['QualChoice Life & Health Insurance Company, Inc.', 'UnitedHealthcare of Arkansas, Inc.', 'QCA Health Plan, Inc.', 'USAble Mutual Insurance Company', 'Celtic Insurance Company']"
"Charlotte, FL",4,"['Blue Cross and Blue Shield of Florida', 'Health Options, Inc.', 'UnitedHealthcare of Florida, Inc.', 'Humana Medical Plan, Inc.']"
"Marshall, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'UnitedHealthcare of the Midwest, Inc.']"
"Worth, IA",3,"['Aetna Health Inc. (a IA corp.)', 'UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company']"
"Parmer, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Comanche, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'UnitedHealthcare of Oklahoma, Inc.']"
"Curry, NM",4,"['New Mexico Health Connections', 'Presbyterian Health Plan, Inc.', 'Molina Health Care of New Mexico, Inc.', 'CHRISTUS Health Plan']"
"Price, WI",3,"['Security Health Plan of Wisconsin, Inc.', 'All Savers Insurance Company', 'WPS Health Plan, Inc.']"
"Calhoun, SC",3,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Aetna Health Inc. (a PA corp.)', 'Blue Cross and Blue Shield of South Carolina']"
"Brown, WI",6,"['All Savers Insurance Company', 'Molina Healthcare of Wisconsin, Inc.', 'Common Ground Healthcare Cooperative', 'Dean Health Plan', 'WPS Health Plan, Inc.', 'Compcare Health Serv Ins Co(Anthem BCBS)']"
"Elk, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'UnitedHealthcare of the Midwest, Inc.']"
"San Miguel, NM",4,"['CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.', 'Presbyterian Health Plan, Inc.', 'New Mexico Health Connections']"
"Yalobusha, MS",3,"['Ambetter of Magnolia Inc.', 'UnitedHealthcare of Mississippi, Inc.', 'Humana Insurance Company']"
"DeWitt, TX",1,['Blue Cross Blue Shield of Texas']
"San Patricio, TX",4,"['Blue Cross Blue Shield of Texas', 'All Savers Insurance Company', 'CHRISTUS Health Plan', 'Humana Health Plan of Texas, Inc.']"
"Putnam, TN",2,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"York, NE",4,"['UnitedHealthcare of the Midlands, Inc.', 'Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company', 'Coventry Health Care of Nebraska Inc.']"
"Bradley, AR",5,"['UnitedHealthcare of Arkansas, Inc.', 'USAble Mutual Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'Celtic Insurance Company', 'QCA Health Plan, Inc.']"
"McKean, PA",3,"['Highmark Health Insurance Company', 'UPMC Health Options, Inc.', 'Aetna Health Inc. (a PA corp.)']"
"Richmond city, VA",4,"['Coventry Health Care of Virginia, Inc', 'Optima Health Plan', 'UnitedHealthcare of the Mid-Atlantic Inc', 'HealthKeepers, Inc.']"
"Anderson, TN",3,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee', 'Humana Insurance Company']"
"Roberts, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Green, WI",6,"['Dean Health Plan', 'Physicians Plus Insurance Corporation', 'Unity Health Plans Insurance Corporation', 'All Savers Insurance Company', 'Group Health Cooperative- SCW', 'MercyCare HMO, Inc.']"
"Walton, FL",3,"['UnitedHealthcare of Florida, Inc.', 'Blue Cross and Blue Shield of Florida', 'Health Options, Inc.']"
"St. Croix, WI",1,['Medica Health Plans of Wisconsin']
"Lee, TX",7,"['Celtic Insurance Company', 'Aetna Life Insurance Company', 'Scott and White Health Plan', 'Insurance Company of Scott & White', 'Blue Cross Blue Shield of Texas', 'Sendero Health Plans, inc.', 'SHA, LLC DBA FirstCare Health Plans']"
"San Saba, TX",4,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas', 'Scott and White Health Plan', 'Insurance Company of Scott & White']"
"Anson, NC",3,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare of North Carolina, Inc', 'Aetna Health Inc. (a PA corp.)']"
"King George, VA",4,"['HealthKeepers, Inc.', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'Optima Health Plan', 'UnitedHealthcare of the Mid-Atlantic Inc']"
"Harrisonburg city, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Fort Bend, TX",6,"['Aetna Life Insurance Company', 'Community Health Choice, Inc.', 'Blue Cross Blue Shield of Texas', 'Humana Health Plan of Texas, Inc.', 'All Savers Insurance Company', 'Cigna HealthCare of Texas, Inc.']"
"Clay, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Bedford, VA",5,"['HealthKeepers, Inc.', 'Piedmont Community HealthCare, Inc.', 'Aetna Life Insurance Company', 'Piedmont Community HealthCare HMO, Inc.', 'Optima Health Plan']"
"Powell, MT",3,"['Montana Health Cooperative', 'PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana']"
"Mason, MI",4,"['Priority Health Insurance Company (PHIC)', 'Priority Health', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Blue Care Network of Michigan']"
"Pulaski, IL",3,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care of Illinois, Inc.']"
"Woodson, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'UnitedHealthcare of the Midwest, Inc.']"
"Putnam, IL",5,"['Health Alliance Medical Plans, Inc.', 'Humana Health Plan, Inc.', 'Blue Cross Blue Shield of Illinois', 'UnitedHealthcare of the Midwest, Inc.', 'Coventry Health Care of Illinois, Inc.']"
"Lenawee, MI",4,"['Blue Care Network of Michigan', 'Priority Health Insurance Company (PHIC)', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health']"
"Cimarron, OK",2,"['UnitedHealthcare of Oklahoma, Inc.', 'Blue Cross Blue Shield of Oklahoma']"
"Jefferson, NE",4,"['Medica Insurance Company', 'Coventry Health Care of Nebraska Inc.', 'UnitedHealthcare of the Midlands, Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Pope, IL",3,"['Coventry Health Care of Illinois, Inc.', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Franklin, IA",3,"['UnitedHealthcare of the Midlands, Inc.', 'Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Dixie, FL",3,"['Blue Cross and Blue Shield of Florida', 'UnitedHealthcare of Florida, Inc.', 'Health Options, Inc.']"
"Cumberland, ME",2,"['Anthem Health Plans of ME(Anthem BCBS)', 'Harvard Pilgrim  Health Care Inc.']"
"Marion, TX",1,['Blue Cross Blue Shield of Texas']
"Franklin, IN",4,"['MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.', 'All Savers Insurance Company']"
"Montgomery, TN",4,"['UnitedHealthcare Insurance Company', 'Humana Insurance Company', 'BlueCross BlueShield of Tennessee', 'Cigna Health and Life Insurance Company']"
"Franklin, IL",3,"['Health Alliance Medical Plans, Inc.', 'Coventry Health Care of Illinois, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Williamson, IL",3,"['Blue Cross Blue Shield of Illinois', 'Coventry Health Care of Illinois, Inc.', 'Health Alliance Medical Plans, Inc.']"
"Montgomery, TX",6,"['Humana Health Plan of Texas, Inc.', 'Blue Cross Blue Shield of Texas', 'Cigna HealthCare of Texas, Inc.', 'All Savers Insurance Company', 'Aetna Life Insurance Company', 'Community Health Choice, Inc.']"
"Marion, TN",2,"['BlueCross BlueShield of Tennessee', 'UnitedHealthcare Insurance Company']"
"Churchill, NV",2,"['Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield', 'HMO Colorado, Inc., dba HMO Nevada']"
"Chesterfield, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Pender, NC",2,"['UnitedHealthcare of North Carolina, Inc', 'Blue Cross and Blue Shield of NC']"
"Pima, AZ",5,"['Humana Health Plan, Inc.', 'All Savers Insurance Company', 'Blue Cross and Blue Shield of Arizona, Inc.', 'Health Choice Insurance Co.', 'Health Net of Arizona, Inc.']"
"Gloucester, NJ",5,"['Freelancers CO-OP of New Jersey, Inc.', 'Oxford Health Plans (NJ), Inc.', 'AmeriHealth Ins Company of New Jersey', 'AmeriHealth HMO, Inc.', 'Horizon Healthcare Services, Inc.']"
"Champaign, OH",5,"['HealthSpan', 'Community Insurance Company(Anthem BCBS)', 'Medical Health Insuring Corp. of Ohio', 'All Savers Insurance Company', 'UnitedHealthcare of Ohio, Inc.']"
"Sabine, TX",1,['Blue Cross Blue Shield of Texas']
"Powhatan, VA",4,"['HealthKeepers, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Coventry Health Care of Virginia, Inc', 'Optima Health Plan']"
"Harding, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Lawrence, TN",2,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Juniata, PA",6,"['Capital Advantage Assurance Company', 'Highmark Health Insurance Company', 'Aetna Health Inc. (a PA corp.)', 'Geisinger Health Plan', 'Keystone Health Plan Central', 'Geisinger Quality Options']"
"Clark, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Lake, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Liberty, FL",2,"['Blue Cross and Blue Shield of Florida', 'UnitedHealthcare of Florida, Inc.']"
"Dickinson, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Monroe, OH",7,"['Aetna Life Insurance Company', 'All Savers Insurance Company', 'UnitedHealthcare of Ohio, Inc.', 'Community Insurance Company(Anthem BCBS)', 'HealthSpan', 'Medical Health Insuring Corp. of Ohio', 'CareSource']"
"Mitchell, IA",3,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)', 'UnitedHealthcare of the Midlands, Inc.']"
"Richardson, NE",4,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company', 'UnitedHealthcare of the Midlands, Inc.', 'Coventry Health Care of Nebraska Inc.']"
"Gilliam, OR",5,"['Providence Health Plan', 'LifeWise Health Plan of Oregon', 'PacificSource Health Plans', 'Moda Health Plan, Inc.', 'BridgeSpan Health Company']"
"Northumberland, VA",3,"['HealthKeepers, Inc.', 'Optima Health Plan', 'Aetna Life Insurance Company']"
"Dooly, GA",3,"['UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)']"
"Dinwiddie, VA",3,"['HealthKeepers, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Optima Health Plan']"
"Massac, IL",3,"['Blue Cross Blue Shield of Illinois', 'Coventry Health Care of Illinois, Inc.', 'Health Alliance Medical Plans, Inc.']"
"Linn, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Candler, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.']"
"Sarpy, NE",4,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska', 'UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company']"
"Warren, VA",4,"['HealthKeepers, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Innovation Health Insurance Company', 'Optima Health Plan']"
"Dubuque, IA",3,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)', 'UnitedHealthcare of the Midlands, Inc.']"
"Iron, MO",3,"['Coventry Health & Life Insurance Co.', 'Healthy Alliance Life Co(Anthem BCBS)', 'All Savers Insurance Company']"
"Iron, MI",1,['Blue Cross Blue Shield of Michigan Mutual Insurance Company']
"Granville, NC",3,"['Aetna Health Inc. (a PA corp.)', 'Blue Cross and Blue Shield of NC', 'UnitedHealthcare of North Carolina, Inc']"
"Bon Homme, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Schley, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.']"
"Coffee, AL",2,"['UnitedHealthcare of Alabama, Inc.', 'Blue Cross and Blue Shield of Alabama']"
"White, TN",2,"['BlueCross BlueShield of Tennessee', 'UnitedHealthcare Insurance Company']"
"Gladwin, MI",5,"['Blue Care Network of Michigan', 'Priority Health', 'Priority Health Insurance Company (PHIC)', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Alliance Health and Life Insurance Company']"
"Chesapeake city, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Crawford, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Van Buren, AR",5,"['UnitedHealthcare of Arkansas, Inc.', 'USAble Mutual Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'QCA Health Plan, Inc.', 'Celtic Insurance Company']"
"Highland, OH",6,"['All Savers Insurance Company', 'Community Insurance Company(Anthem BCBS)', 'Medical Health Insuring Corp. of Ohio', 'UnitedHealthcare of Ohio, Inc.', 'HealthSpan', 'CareSource']"
"Morgan, MO",3,"['Coventry Health & Life Insurance Co.', 'All Savers Insurance Company', 'Healthy Alliance Life Co(Anthem BCBS)']"
"Fulton, AR",5,"['QCA Health Plan, Inc.', 'Celtic Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'UnitedHealthcare of Arkansas, Inc.', 'USAble Mutual Insurance Company']"
"Spencer, IN",5,"['Anthem Ins Companies Inc(Anthem BCBS)', 'Indiana University Health Plans, Inc.', 'MDwise Marketplace, Inc.', 'All Savers Insurance Company', 'CareSource Indiana, Inc.']"
"Elkhart, IN",7,"['All Savers Insurance Company', 'Physicians Health Plan of Northern Indiana, Inc.', 'Celtic Insurance Company', 'Indiana University Health Plans, Inc.', 'CareSource Indiana, Inc.', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Bayfield, WI",2,"['Medica Health Plans of Wisconsin', 'Security Health Plan of Wisconsin, Inc.']"
"Appanoose, IA",3,"['UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Dawson, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Shelby, TX",1,['Blue Cross Blue Shield of Texas']
"Houston, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare of Alabama, Inc.']"
"Wilkinson, MS",2,"['UnitedHealthcare of Mississippi, Inc.', 'Humana Insurance Company']"
"Harper, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"La Crosse, WI",4,"['Gundersen Health Plan, Inc.', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'All Savers Insurance Company', 'Health Tradition Health Plan']"
"Fulton, OH",7,"['Community Insurance Company(Anthem BCBS)', 'CareSource', 'Paramount Insurance Company', 'HealthSpan', 'Aetna Life Insurance Company', 'Medical Health Insuring Corp. of Ohio', 'All Savers Insurance Company']"
"Fergus, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative']"
"Eddy, NM",4,"['New Mexico Health Connections', 'Presbyterian Health Plan, Inc.', 'CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Missoula, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Eddy, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Pike, GA",3,"['Kaiser Foundation Health Plan of Georgia', 'UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Sumner, TN",4,"['BlueCross BlueShield of Tennessee', 'UnitedHealthcare Insurance Company', 'Cigna Health and Life Insurance Company', 'Humana Insurance Company']"
"Adair, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'UnitedHealthcare of Oklahoma, Inc.']"
"Clinch, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)']"
"Osceola, MI",4,"['Priority Health Insurance Company (PHIC)', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health', 'Blue Care Network of Michigan']"
"Burke, NC",3,"['UnitedHealthcare of North Carolina, Inc', 'Blue Cross and Blue Shield of NC', 'Aetna Health Inc. (a PA corp.)']"
"Burke, ND",2,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Caldwell, LA",4,"['HMO Louisiana, Inc.', 'UnitedHealthcare of Louisiana, Inc.', 'Louisiana Health Service & Indemnity Company', 'Vantage Health Plan, Inc.']"
"Plaquemines, LA",4,"['UnitedHealthcare of Louisiana, Inc.', 'HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company']"
"Martinsville city, VA",3,"['HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc', 'Optima Health Plan']"
"Bucks, PA",4,"['Aetna Health Inc. (a PA corp.)', 'Keystone Health Plan East, Inc', 'Independence Blue Cross (QCC Ins. Co.)', 'UnitedHealthcare of Pennsylvania, Inc.']"
"Cameron, PA",5,"['UPMC Health Options, Inc.', 'Geisinger Quality Options', 'Geisinger Health Plan', 'Highmark Health Insurance Company', 'Aetna Health Inc. (a PA corp.)']"
"Carroll, NH",4,"['Harvard Pilgrim Health Care of NE', 'Matthew Thornton Hlth Plan(Anthem BCBS)', 'Celtic Insurance Company', 'Minuteman Health, Inc']"
"Yukon-Koyukuk Census, AK",2,"['Moda Health Plan, Inc.', 'Premera Blue Cross Blue Shield of Alaska']"
"Crenshaw, AL",2,"['UnitedHealthcare of Alabama, Inc.', 'Blue Cross and Blue Shield of Alabama']"
"Smith, TX",2,"['All Savers Insurance Company', 'Blue Cross Blue Shield of Texas']"
"Marion, GA",5,"['UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Ambetter of Peach State Inc.', 'Aetna Health Inc. (a GA corp.)', 'Humana Employers Health Plan of Georgia, Inc.']"
"Sullivan, IN",5,"['Indiana University Health Plans, Inc.', 'CareSource Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.', 'All Savers Insurance Company']"
"Cheboygan, MI",5,"['McLaren Health Plan Community', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)', 'Blue Care Network of Michigan', 'Priority Health']"
"Smith, TN",2,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Lane, OR",6,"['BridgeSpan Health Company', 'Trillium Community Health Plan', 'LifeWise Health Plan of Oregon', 'PacificSource Health Plans', 'Moda Health Plan, Inc.', 'Providence Health Plan']"
"Ellis, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'UnitedHealthcare of Oklahoma, Inc.']"
"Robertson, TN",4,"['UnitedHealthcare Insurance Company', 'Humana Insurance Company', 'BlueCross BlueShield of Tennessee', 'Cigna Health and Life Insurance Company']"
"Milam, TX",4,"['SHA, LLC DBA FirstCare Health Plans', 'Insurance Company of Scott & White', 'Scott and White Health Plan', 'Blue Cross Blue Shield of Texas']"
"Holmes, OH",5,"['All Savers Insurance Company', 'Community Insurance Company(Anthem BCBS)', 'UnitedHealthcare of Ohio, Inc.', 'Medical Health Insuring Corp. of Ohio', 'Summa Insurance Company, Inc.']"
"Rhea, TN",2,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Kent, DE",3,"['Aetna Health Inc. (a PA corp.)', 'Highmark BCBSD Inc.', 'Aetna Life Insurance Company']"
"Fayette, PA",4,"['Aetna Health Inc. (a PA corp.)', 'UnitedHealthcare of Pennsylvania, Inc.', 'Highmark Health Insurance Company', 'UPMC Health Options, Inc.']"
"Kosciusko, IN",6,"['Physicians Health Plan of Northern Indiana, Inc.', 'Indiana University Health Plans, Inc.', 'Celtic Insurance Company', 'MDwise Marketplace, Inc.', 'All Savers Insurance Company', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Louisa, VA",4,"['UnitedHealthcare of the Mid-Atlantic Inc', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"Jackson, TN",2,"['BlueCross BlueShield of Tennessee', 'UnitedHealthcare Insurance Company']"
"Hutchinson, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Jackson, TX",1,['Blue Cross Blue Shield of Texas']
"Grant, WI",5,"['Unity Health Plans Insurance Corporation', 'Gundersen Health Plan, Inc.', 'Health Tradition Health Plan', 'Physicians Plus Insurance Corporation', 'Dean Health Plan']"
"Montmorency, MI",5,"['Priority Health', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Blue Care Network of Michigan', 'Priority Health Insurance Company (PHIC)', 'McLaren Health Plan Community']"
"Dare, NC",1,['Blue Cross and Blue Shield of NC']
"Sequatchie, TN",2,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Choctaw, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'UnitedHealthcare of Oklahoma, Inc.']"
"Camden, GA",4,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)', 'Humana Employers Health Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.']"
"Ingham, MI",6,"['Blue Care Network of Michigan', 'Physicians Health Plan', 'Priority Health', 'McLaren Health Plan Community', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)']"
"Pottawattamie, IA",3,"['UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Moody, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Grundy, IA",3,"['Aetna Health Inc. (a IA corp.)', 'UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company']"
"Grundy, IL",4,"['UnitedHealthcare of the Midwest, Inc.', 'Coventry Health Care of Illinois, Inc.', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Forest, WI",4,"['WPS Health Plan, Inc.', 'All Savers Insurance Company', 'Molina Healthcare of Wisconsin, Inc.', 'Security Health Plan of Wisconsin, Inc.']"
"Huntington, IN",6,"['Celtic Insurance Company', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Physicians Health Plan of Northern Indiana, Inc.', 'CareSource Indiana, Inc.', 'All Savers Insurance Company']"
"Prince Edward, VA",4,"['Piedmont Community HealthCare, Inc.', 'HealthKeepers, Inc.', 'Piedmont Community HealthCare HMO, Inc.', 'Optima Health Plan']"
"Montague, TX",1,['Blue Cross Blue Shield of Texas']
"Kimball, NE",4,"['Medica Insurance Company', 'UnitedHealthcare of the Midlands, Inc.', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Ottawa, OK",2,"['UnitedHealthcare of Oklahoma, Inc.', 'Blue Cross Blue Shield of Oklahoma']"
"Ottawa, OH",7,"['HealthSpan', 'Medical Health Insuring Corp. of Ohio', 'UnitedHealthcare of Ohio, Inc.', 'Paramount Insurance Company', 'All Savers Insurance Company', 'Aetna Life Insurance Company', 'Community Insurance Company(Anthem BCBS)']"
"Donley, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"DeKalb, MO",3,"['Blue Cross and Blue Shield of Kansas City', 'All Savers Insurance Company', 'Coventry Health and Life']"
"Travis, TX",8,"['All Savers Insurance Company', 'Humana Health Plan of Texas, Inc.', 'Aetna Life Insurance Company', 'Insurance Company of Scott & White', 'Sendero Health Plans, inc.', 'Celtic Insurance Company', 'Blue Cross Blue Shield of Texas', 'Scott and White Health Plan']"
"Cass, IA",3,"['UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Portage, WI",5,"['All Savers Insurance Company', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'Molina Healthcare of Wisconsin, Inc.', 'WPS Health Plan, Inc.', 'Security Health Plan of Wisconsin, Inc.']"
"Porter, IN",5,"['All Savers Insurance Company', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Celtic Insurance Company', 'MDwise Marketplace, Inc.', 'Indiana University Health Plans, Inc.']"
"Jackson, FL",2,"['UnitedHealthcare of Florida, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Clark, OH",8,"['All Savers Insurance Company', 'Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)', 'Premier Health Plan, Inc.', 'UnitedHealthcare of Ohio, Inc.', 'MOLINA HEALTHCARE OF OHIO', 'CareSource', 'HealthSpan']"
"Cass, IL",4,"['Coventry Health Care of Illinois, Inc.', 'Blue Cross Blue Shield of Illinois', 'Humana Health Plan, Inc.', 'Health Alliance Medical Plans, Inc.']"
"Cass, IN",6,"['Indiana University Health Plans, Inc.', 'CareSource Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.', 'Physicians Health Plan of Northern Indiana, Inc.', 'All Savers Insurance Company']"
"Stutsman, ND",3,"['Medica Health Plans', 'Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
