County,Number of Issuers,Issuers
"Androscoggin, ME",2,"['Anthem Health Plans of ME(Anthem BCBS)', 'Harvard Pilgrim  Health Care Inc.']"
"Hocking, OH",2,"['Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)']"
"Fayette, TN",3,"['Humana Insurance Company', 'BlueCross BlueShield of Tennessee', 'Cigna Health and Life Insurance Company']"
"Hughes, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Crawford, MI",4,"['Priority Health', 'Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)']"
"Phillips, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Yell, AR",4,"['QCA Health Plan, Inc.', 'QualChoice Life & Health Insurance Company, Inc.', 'Celtic Insurance Company', 'USAble Mutual Insurance Company']"
"Fayette, TX",5,"['Celtic Insurance Company', 'Insurance Company of Scott & White', 'Blue Cross Blue Shield of Texas', 'Sendero Health Plans, inc.', 'Scott and White Health Plan']"
"Union, NM",3,"['Molina Health Care of New Mexico, Inc.', 'CHRISTUS Health Plan', 'New Mexico Health Connections']"
"Rutherford, TN",3,"['BlueCross BlueShield of Tennessee', 'Cigna Health and Life Insurance Company', 'Humana Insurance Company']"
"Montgomery, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Plymouth, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Pierce, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Delaware, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Delaware, OH",5,"['Paramount Insurance Company', 'HealthSpan', 'Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)', 'CareSource']"
"Putnam, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Alpena, MI",5,"['Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Blue Care Network of Michigan', 'Priority Health', 'Priority Health Insurance Company (PHIC)', 'McLaren Health Plan Community']"
"Pickens, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Roger Mills, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Richmond, NC",1,['Blue Cross and Blue Shield of NC']
"Washington, IN",2,"['Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.']"
"Washington, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Pontotoc, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Richland, WI",6,"['Unity Health Plans Insurance Corporation', 'Health Tradition Health Plan', 'Dean Health Plan', 'Group Health Cooperative- SCW', 'Gundersen Health Plan, Inc.', 'Physicians Plus Insurance Corporation']"
"Washington, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"LaPorte, IN",6,"['Physicians Health Plan of Northern Indiana, Inc.', 'Indiana University Health Plans, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.', 'CareSource Indiana, Inc.', 'Celtic Insurance Company']"
"Guadalupe, NM",3,"['CHRISTUS Health Plan', 'New Mexico Health Connections', 'Molina Health Care of New Mexico, Inc.']"
"Jersey, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Milwaukee, WI",5,"['WPS Health Plan, Inc.', 'Molina Healthcare of Wisconsin, Inc.', 'Managed Health Services Insurance Corporation', 'Network Health Plan', 'Common Ground Healthcare Cooperative']"
"Ward, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Rockdale, GA",4,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Kaiser Foundation Health Plan of Georgia', 'Cigna Health and Life Insurance Company', 'Humana Employers Health Plan of Georgia, Inc.']"
"Meade, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Otoe, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Flagler, FL",4,"['Blue Cross and Blue Shield of Florida', 'Health First Health Plans, Inc.', 'Florida Health Care Plan, Inc.', 'Health Options, Inc.']"
"Forrest, MS",2,"['Humana Insurance Company', 'Ambetter of Magnolia Inc.']"
"Vilas, WI",3,"['Molina Healthcare of Wisconsin, Inc.', 'WPS Health Plan, Inc.', 'Security Health Plan of Wisconsin, Inc.']"
"Sumter, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Brevard, FL",4,"['Blue Cross and Blue Shield of Florida', 'Health Options, Inc.', 'Florida Health Care Plan, Inc.', 'Health First Health Plans, Inc.']"
"Republic, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Hertford, NC",1,['Blue Cross and Blue Shield of NC']
"Cedar, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Wilbarger, TX",1,['Blue Cross Blue Shield of Texas']
"San Juan, NM",3,"['New Mexico Health Connections', 'CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Cheyenne, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Beaver, UT",1,['SelectHealth']
"Warren, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Warren, IN",4,"['Physicians Health Plan of Northern Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Indiana University Health Plans, Inc.', 'MDwise Marketplace, Inc.']"
"Warren, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Columbia, OR",5,"['Providence Health Plan', 'Moda Health Plan, Inc.', 'PacificSource Health Plans', 'Kaiser Foundation Healthplan of the NW', 'BridgeSpan Health Company']"
"Rush, IN",2,"['MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Wilson, NC",1,['Blue Cross and Blue Shield of NC']
"Lincoln, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Walton, GA",5,"['Kaiser Foundation Health Plan of Georgia', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Ambetter of Peach State Inc.', 'Cigna Health and Life Insurance Company', 'Humana Employers Health Plan of Georgia, Inc.']"
"Waynesboro city, VA",3,"['Optima Health Plan', 'HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc']"
"Fallon, MT",3,"['Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health Cooperative']"
"Peach, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Thomas, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Benton, IN",4,"['MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Indiana University Health Plans, Inc.', 'Physicians Health Plan of Northern Indiana, Inc.']"
"Benton, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Morrow, OR",4,"['Moda Health Plan, Inc.', 'BridgeSpan Health Company', 'Providence Health Plan', 'PacificSource Health Plans']"
"Cherokee, GA",6,"['Alliant Health Plans', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Harken Health Insurance Company', 'Humana Employers Health Plan of Georgia, Inc.', 'Kaiser Foundation Health Plan of Georgia', 'Ambetter of Peach State Inc.']"
"Yancey, NC",1,['Blue Cross and Blue Shield of NC']
"St. Martin, LA",3,"['Louisiana Health Service & Indemnity Company', 'Vantage Health Plan, Inc.', 'HMO Louisiana, Inc.']"
"Saline, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Hancock, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Marquette, MI",2,"['Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company']"
"Gila, AZ",2,"['Blue Cross and Blue Shield of Arizona, Inc.', 'Health Choice Insurance Co.']"
"Vermilion, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Hancock, IN",5,"['MDwise Marketplace, Inc.', 'CareSource Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Celtic Insurance Company', 'Indiana University Health Plans, Inc.']"
"Tyler, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Wise, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Barry, MO",2,"['Coventry Health and Life', 'Healthy Alliance Life Co(Anthem BCBS)']"
"Chatham, NC",1,['Blue Cross and Blue Shield of NC']
"Kankakee, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Williamsburg, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Barry, MI",4,"['Priority Health Insurance Company (PHIC)', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health', 'Blue Care Network of Michigan']"
"Strafford, NH",4,"['Harvard Pilgrim Health Care of NE', 'Celtic Insurance Company', 'Matthew Thornton Hlth Plan(Anthem BCBS)', 'Minuteman Health, Inc']"
"Winneshiek, IA",3,"['Medica Insurance Company', 'Gundersen Health Plan, Inc.', 'Aetna Health Inc. (a IA corp.)']"
"Hart, GA",3,"['Alliant Health Plans', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Lincoln, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Sublette, WY",1,['Blue Cross Blue Shield of Wyoming']
"McCormick, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Finney, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Hayes, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Hitchcock, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Cass, TX",2,"['Blue Cross Blue Shield of Texas', 'CHRISTUS Health Plan']"
"Creek, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Sherman, OR",4,"['PacificSource Health Plans', 'BridgeSpan Health Company', 'Providence Health Plan', 'Moda Health Plan, Inc.']"
"Roanoke city, VA",3,"['Aetna Life Insurance Company', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"Berkeley, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Liberty, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Douglas, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Nueces, TX",3,"['CHRISTUS Health Plan', 'Blue Cross Blue Shield of Texas', 'Humana Health Plan of Texas, Inc.']"
"Lake, TN",1,['BlueCross BlueShield of Tennessee']
"Coles, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Putnam, WV",2,"['CareSource West Virginia Co.', 'Highmark Blue Cross Blue Shield West Virginia']"
"Leelanau, MI",4,"['Priority Health', 'Priority Health Insurance Company (PHIC)', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Blue Care Network of Michigan']"
"Spalding, GA",4,"['Ambetter of Peach State Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Kaiser Foundation Health Plan of Georgia']"
"Halifax, NC",1,['Blue Cross and Blue Shield of NC']
"Franklin, TN",1,['BlueCross BlueShield of Tennessee']
"Russell, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Laurens, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Amherst, VA",4,"['Optima Health Plan', 'HealthKeepers, Inc.', 'Piedmont Community HealthCare HMO, Inc.', 'Piedmont Community HealthCare, Inc.']"
"Treasure, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative']"
"Marion, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Cuming, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Allamakee, IA",3,"['Medica Insurance Company', 'Gundersen Health Plan, Inc.', 'Aetna Health Inc. (a IA corp.)']"
"Lawrence, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Lawrence, IN",4,"['MDwise Marketplace, Inc.', 'CareSource Indiana, Inc.', 'Indiana University Health Plans, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Crisp, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Pawnee, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Dundy, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Wetzel, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Caddo, LA",3,"['Vantage Health Plan, Inc.', 'HMO Louisiana, Inc.', 'Louisiana Health Service & Indemnity Company']"
"Durham, NC",1,['Blue Cross and Blue Shield of NC']
"Hudson, NJ",4,"['Freelancers CO-OP of New Jersey, Inc.', 'AmeriHealth HMO, Inc.', 'Horizon Healthcare Services, Inc.', 'AmeriHealth Ins Company of New Jersey']"
"Lexington city, VA",3,"['Aetna Life Insurance Company', 'Optima Health Plan', 'HealthKeepers, Inc.']"
"Washburn, WI",2,"['Security Health Plan of Wisconsin, Inc.', 'Medica Health Plans of Wisconsin']"
"Middlesex, VA",3,"['HealthKeepers, Inc.', 'Aetna Life Insurance Company', 'Optima Health Plan']"
"Chase, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Gray, TX",3,"['Prominence HealthFirst of Texas, Inc.', 'SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Kearny, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Crook, OR",4,"['BridgeSpan Health Company', 'PacificSource Health Plans', 'Moda Health Plan, Inc.', 'Providence Health Plan']"
"Ocean, NJ",4,"['AmeriHealth Ins Company of New Jersey', 'Horizon Healthcare Services, Inc.', 'Freelancers CO-OP of New Jersey, Inc.', 'AmeriHealth HMO, Inc.']"
"Somerset, NJ",4,"['AmeriHealth HMO, Inc.', 'Horizon Healthcare Services, Inc.', 'Freelancers CO-OP of New Jersey, Inc.', 'AmeriHealth Ins Company of New Jersey']"
"Jewell, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Noble, OH",3,"['HealthSpan', 'Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)']"
"Noble, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Cloud, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Marlboro, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Grimes, TX",4,"['Scott and White Health Plan', 'Blue Cross Blue Shield of Texas', 'Insurance Company of Scott & White', 'SHA, LLC DBA FirstCare Health Plans']"
"Oscoda, MI",5,"['McLaren Health Plan Community', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Blue Care Network of Michigan', 'Priority Health Insurance Company (PHIC)', 'Priority Health']"
"Brewster, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Nottoway, VA",4,"['Optima Health Plan', 'HealthKeepers, Inc.', 'Piedmont Community HealthCare HMO, Inc.', 'Piedmont Community HealthCare, Inc.']"
"Dallas, MO",2,"['Healthy Alliance Life Co(Anthem BCBS)', 'Coventry Health and Life']"
"Westmoreland, PA",3,"['UPMC Health Options, Inc.', 'Highmark Health Insurance Company', 'Highmark Inc.']"
"Sussex, DE",3,"['Highmark BCBSD Inc.', 'Aetna Life Insurance Company', 'Aetna Health Inc. (a PA corp.)']"
"Rowan, NC",1,['Blue Cross and Blue Shield of NC']
"Oktibbeha, MS",1,['Ambetter of Magnolia Inc.']
"Cheshire, NH",3,"['Harvard Pilgrim Health Care of NE', 'Matthew Thornton Hlth Plan(Anthem BCBS)', 'Celtic Insurance Company']"
"Morrow, OH",4,"['Paramount Insurance Company', 'Community Insurance Company(Anthem BCBS)', 'Medical Health Insuring Corp. of Ohio', 'CareSource']"
"Lake and Peninsula, AK",1,['Premera Blue Cross Blue Shield of Alaska']
"Henderson, TX",1,['Blue Cross Blue Shield of Texas']
"Carroll, OH",4,"['Medical Health Insuring Corp. of Ohio', 'Summa Insurance Company, Inc.', 'AultCare Insurance Company', 'Community Insurance Company(Anthem BCBS)']"
"Jackson, GA",4,"['Alliant Health Plans', 'Ambetter of Peach State Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Elbert, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Ambetter of Peach State Inc.']"
"Washington, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Henderson, TN",1,['BlueCross BlueShield of Tennessee']
"Colfax, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Columbiana, OH",3,"['CareSource', 'Community Insurance Company(Anthem BCBS)', 'Medical Health Insuring Corp. of Ohio']"
"Coryell, TX",4,"['Scott and White Health Plan', 'SHA, LLC DBA FirstCare Health Plans', 'Insurance Company of Scott & White', 'Blue Cross Blue Shield of Texas']"
"Taylor, WI",3,"['Security Health Plan of Wisconsin, Inc.', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'WPS Health Plan, Inc.']"
"Lewis, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Colfax, NM",3,"['New Mexico Health Connections', 'CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Dawson, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Kiowa, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Sheridan, MT",3,"['Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health Cooperative']"
"Hancock, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Taylor, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Scott, AR",4,"['QCA Health Plan, Inc.', 'Celtic Insurance Company', 'USAble Mutual Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.']"
"Hickory, MO",2,"['Healthy Alliance Life Co(Anthem BCBS)', 'Coventry Health and Life']"
"Cape Girardeau, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Johnson, WY",1,['Blue Cross Blue Shield of Wyoming']
"Wapello, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"North Slope, AK",1,['Premera Blue Cross Blue Shield of Alaska']
"Jasper, TX",2,"['CHRISTUS Health Plan', 'Blue Cross Blue Shield of Texas']"
"Nelson, VA",5,"['Coventry Health Care of Virginia, Inc', 'HealthKeepers, Inc.', 'Piedmont Community HealthCare HMO, Inc.', 'Optima Health Plan', 'Piedmont Community HealthCare, Inc.']"
"Putnam, FL",1,['Blue Cross and Blue Shield of Florida']
"Calhoun, AL",1,['Blue Cross and Blue Shield of Alabama']
"Calhoun, AR",4,"['Celtic Insurance Company', 'QCA Health Plan, Inc.', 'USAble Mutual Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.']"
"Rankin, MS",2,"['Ambetter of Magnolia Inc.', 'Humana Insurance Company']"
"Harney, OR",4,"['BridgeSpan Health Company', 'Providence Health Plan', 'PacificSource Health Plans', 'Moda Health Plan, Inc.']"
"Gosper, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Newton, TX",2,"['Blue Cross Blue Shield of Texas', 'CHRISTUS Health Plan']"
"Adams, MS",1,['Humana Insurance Company']
"Washington, FL",1,['Blue Cross and Blue Shield of Florida']
"Brown, IN",4,"['Anthem Ins Companies Inc(Anthem BCBS)', 'Southeastern Indiana Health Organization', 'Indiana University Health Plans, Inc.', 'MDwise Marketplace, Inc.']"
"Brown, IL",3,"['Humana Health Plan, Inc.', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Washtenaw, MI",7,"['Health Alliance Plan (HAP)', 'Alliance Health and Life Insurance Company', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health', 'Blue Care Network of Michigan', 'McLaren Health Plan Community', 'Priority Health Insurance Company (PHIC)']"
"Danville city, VA",5,"['HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc', 'Optima Health Plan', 'Piedmont Community HealthCare HMO, Inc.', 'Piedmont Community HealthCare, Inc.']"
"Ashtabula, OH",5,"['MOLINA HEALTHCARE OF OHIO', 'Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)', 'Summa Insurance Company, Inc.', 'CareSource']"
"Sheridan, ND",3,"['Sanford Health Plan', 'Medica Health Plans', 'Blue Cross Blue Shield of North Dakota']"
"Howard, AR",4,"['QualChoice Life & Health Insurance Company, Inc.', 'QCA Health Plan, Inc.', 'USAble Mutual Insurance Company', 'Celtic Insurance Company']"
"Charlotte, FL",3,"['Blue Cross and Blue Shield of Florida', 'Health Options, Inc.', 'Humana Medical Plan, Inc.']"
"Marshall, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Worth, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Parmer, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Comanche, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Curry, NM",3,"['New Mexico Health Connections', 'Molina Health Care of New Mexico, Inc.', 'CHRISTUS Health Plan']"
"Price, WI",2,"['Security Health Plan of Wisconsin, Inc.', 'WPS Health Plan, Inc.']"
"Calhoun, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Brown, WI",5,"['Molina Healthcare of Wisconsin, Inc.', 'Common Ground Healthcare Cooperative', 'Dean Health Plan', 'WPS Health Plan, Inc.', 'Compcare Health Serv Ins Co(Anthem BCBS)']"
"Elk, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"San Miguel, NM",3,"['CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.', 'New Mexico Health Connections']"
"Yalobusha, MS",2,"['Ambetter of Magnolia Inc.', 'Humana Insurance Company']"
"DeWitt, TX",1,['Blue Cross Blue Shield of Texas']
"San Patricio, TX",3,"['Blue Cross Blue Shield of Texas', 'CHRISTUS Health Plan', 'Humana Health Plan of Texas, Inc.']"
"Putnam, TN",1,['BlueCross BlueShield of Tennessee']
"York, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Bradley, AR",4,"['USAble Mutual Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'Celtic Insurance Company', 'QCA Health Plan, Inc.']"
"McKean, PA",2,"['Highmark Health Insurance Company', 'UPMC Health Options, Inc.']"
"Richmond city, VA",5,"['Coventry Health Care of Virginia, Inc', 'Optima Health Plan', 'UnitedHealthcare of the Mid-Atlantic Inc', 'HealthKeepers, Inc.', 'Cigna']"
"Anderson, TN",2,"['BlueCross BlueShield of Tennessee', 'Humana Insurance Company']"
"Roberts, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Green, WI",5,"['Dean Health Plan', 'Physicians Plus Insurance Corporation', 'Unity Health Plans Insurance Corporation', 'Group Health Cooperative- SCW', 'MercyCare HMO, Inc.']"
"Walton, FL",2,"['Blue Cross and Blue Shield of Florida', 'Health Options, Inc.']"
"St. Croix, WI",1,['Medica Health Plans of Wisconsin']
"Lee, TX",6,"['Celtic Insurance Company', 'Scott and White Health Plan', 'Insurance Company of Scott & White', 'Blue Cross Blue Shield of Texas', 'Sendero Health Plans, inc.', 'SHA, LLC DBA FirstCare Health Plans']"
"San Saba, TX",4,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas', 'Scott and White Health Plan', 'Insurance Company of Scott & White']"
"Anson, NC",1,['Blue Cross and Blue Shield of NC']
"King George, VA",4,"['HealthKeepers, Inc.', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'Optima Health Plan', 'UnitedHealthcare of the Mid-Atlantic Inc']"
"Harrisonburg city, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Fort Bend, TX",4,"['Community Health Choice, Inc.', 'Blue Cross Blue Shield of Texas', 'Humana Health Plan of Texas, Inc.', 'Cigna HealthCare of Texas, Inc.']"
"Clay, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Bedford, VA",5,"['HealthKeepers, Inc.', 'Piedmont Community HealthCare, Inc.', 'Aetna Life Insurance Company', 'Piedmont Community HealthCare HMO, Inc.', 'Optima Health Plan']"
"Powell, MT",3,"['Montana Health Cooperative', 'PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana']"
"Mason, MI",4,"['Priority Health Insurance Company (PHIC)', 'Priority Health', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Blue Care Network of Michigan']"
"Pulaski, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Woodson, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Putnam, IL",3,"['Health Alliance Medical Plans, Inc.', 'Humana Health Plan, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Lenawee, MI",4,"['Blue Care Network of Michigan', 'Priority Health Insurance Company (PHIC)', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health']"
"Cimarron, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Jefferson, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Pope, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Franklin, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Dixie, FL",2,"['Blue Cross and Blue Shield of Florida', 'Health Options, Inc.']"
"Cumberland, ME",2,"['Anthem Health Plans of ME(Anthem BCBS)', 'Harvard Pilgrim  Health Care Inc.']"
"Marion, TX",1,['Blue Cross Blue Shield of Texas']
