Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Location
111310,"MEDICAL CENTER OF PEACH COUNTY, THE",1960 HIGHWAY 247 CONNECTOR,BYRON,GA,31008,PEACH,4786542000,Critical Access Hospitals,Government - Hospital District or Authority,true,"1960 HIGHWAY 247 CONNECTOR
BYRON, GA 31008
(32.64924224600003, -83.77034725999994)"
111313,PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,EATONTON,GA,31024,PUTNAM,7064852711,Critical Access Hospitals,Government - Hospital District or Authority,true,"101 LAKE OCONEE PARKWAY
EATONTON, GA 31024
(33.335451318000025, -83.37098183199998)"
111314,PIONEER COMMUNITY HOSPITAL OF EARLY,11740 COLUMBIA STREET,BLAKELY,GA,39823,EARLY,2297234241,Critical Access Hospitals,Voluntary non-profit - Private,true,"11740 COLUMBIA STREET
BLAKELY, GA 39823
"
111316,WARM SPRINGS MEDICAL CENTER,5995 SPRING STREET,WARM SPRINGS,GA,31830,MERIWETHER,7066559351,Critical Access Hospitals,Voluntary non-profit - Other,true,"5995 SPRING STREET
WARM SPRINGS, GA 31830
(32.890795368000056, -84.68366392599995)"
111318,MONROE COUNTY HOSPITAL,88 MARTIN LUTHER KING JR DRIVE,FORSYTH,GA,31029,MONROE,4789942521,Critical Access Hospitals,Government - Hospital District or Authority,true,"88 MARTIN LUTHER KING JR DRIVE
FORSYTH, GA 31029
(33.03155348400003, -83.94649888799995)"
111319,SYLVAN GROVE HOSPITAL,1050 MCDONOUGH ROAD,JACKSON,GA,30233,BUTTS,7707757861,Critical Access Hospitals,Government - Hospital District or Authority,true,"1050 MCDONOUGH ROAD
JACKSON, GA 30233
(33.30382374000004, -83.97891380199997)"
111320,HIGGINS GENERAL HOSPITAL,200 ALLEN MEMORIAL DRIVE,BREMEN,GA,30110,HARALSON,7708242210,Critical Access Hospitals,Government - Hospital District or Authority,true,"200 ALLEN MEMORIAL DRIVE
BREMEN, GA 30110
(33.71638646800005, -85.14456247899994)"
111324,CHATUGE REGIONAL HOSPITAL,110 EAST MAIN STREET,HIAWASSEE,GA,30546,TOWNS,7068962222,Critical Access Hospitals,Government - Hospital District or Authority,true,"110 EAST MAIN STREET
HIAWASSEE, GA 30546
(34.94959237300003, -83.75803891199996)"
111325,WILLS MEMORIAL HOSPITAL,120 GORDON STREET,WASHINGTON,GA,30673,WILKES,7066789212,Critical Access Hospitals,Government - Hospital District or Authority,true,"120 GORDON STREET
WASHINGTON, GA 30673
(33.729053502000056, -82.74100516599998)"
111326,SGMC LANIER CAMPUS,116 WEST THIGPEN AVENUE,LAKELAND,GA,31635,LANIER,2294828402,Critical Access Hospitals,Voluntary non-profit - Private,true,"116 WEST THIGPEN AVENUE
LAKELAND, GA 31635
(31.040930699000057, -83.07662061799994)"
111327,BACON COUNTY HOSPITAL,302 SOUTH WAYNE STREET,ALMA,GA,31510,BACON,9126328961,Critical Access Hospitals,Voluntary non-profit - Other,true,"302 SOUTH WAYNE STREET
ALMA, GA 31510
(31.539141912000048, -82.45962025099999)"
111328,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,WORTH,2297773851,Critical Access Hospitals,Voluntary non-profit - Private,true,"807 SOUTH ISABELLA STREET
SYLVESTER, GA 31791
(31.537582875000055, -83.83709250099997)"
111329,ST MARY'S GOOD SAMARITAN HOSPITAL,5401 LAKE OCONEE PARKWAY,GREENSBORO,GA,30642,GREENE,7064537331,Critical Access Hospitals,Proprietary,true,"5401 LAKE OCONEE PARKWAY
GREENSBORO, GA 30642
(33.47912232700003, -83.24238796799995)"
111330,POLK MEDICAL CENTER,424 N MAIN STREET,CEDARTOWN,GA,30125,POLK,7707482500,Critical Access Hospitals,Government - Hospital District or Authority,true,"424 N MAIN STREET
CEDARTOWN, GA 30125
(34.01919897200003, -85.25292087699995)"
111331,MITCHELL COUNTY HOSPITAL,90 STEPHENS STREET,CAMILLA,GA,31730,MITCHELL,2293365284,Critical Access Hospitals,Government - Hospital District or Authority,true,"90 STEPHENS STREET
CAMILLA, GA 31730
(31.22918637400005, -84.21318848599998)"
111332,BROOKS COUNTY HOSPITAL,903 N COURT ST,QUITMAN,GA,31643,BROOKS,9122636309,Critical Access Hospitals,Voluntary non-profit - Other,true,"903 N COURT ST
QUITMAN, GA 31643
(30.795009839000045, -83.55946863399998)"
111333,JEFF DAVIS HOSPITAL,"163 SOUTH TALLAHASSEE STREET, P O BOX 1690",HAZLEHURST,GA,31539,JEFF DAVIS,9123757781,Critical Access Hospitals,Government - Hospital District or Authority,true,"163 SOUTH TALLAHASSEE STREET, P O BOX 1690
HAZLEHURST, GA 31539
"
111334,CANDLER COUNTY HOSPITAL,400 CEDAR STREET,METTER,GA,30439,CANDLER,9126855741,Critical Access Hospitals,Government - Hospital District or Authority,true,"400 CEDAR STREET
METTER, GA 30439
(32.40652665300007, -82.06636790499994)"
111335,LIBERTY REGIONAL MEDICAL CENTER,462 E G MILES PARKWAY,HINESVILLE,GA,31310,LIBERTY,9123699438,Critical Access Hospitals,Government - Hospital District or Authority,true,"462 E G MILES PARKWAY
HINESVILLE, GA 31310
(31.840394754000044, -81.60196358099995)"
111336,MOUNTAIN LAKES MEDICAL CENTER,196 RIDGECREST CIRCLE,CLAYTON,GA,30525,RABUN,7067820400,Critical Access Hospitals,Proprietary,true,"196 RIDGECREST CIRCLE
CLAYTON, GA 30525
(34.88365831700003, -83.41513035699995)"
120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,HONOLULU,8085389011,Acute Care Hospitals,Voluntary non-profit - Private,true,"1301 PUNCHBOWL ST
HONOLULU, HI 96813
(21.307236602000046, -157.85525383999996)"
120002,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,WAILUKU,HI,96793,MAUI,8084425101,Acute Care Hospitals,Government - State,true,"221 MAHALANI STREET
WAILUKU, HI 96793
(20.884142918000066, -156.48867641399997)"
120004,WAHIAWA GENERAL HOSPITAL,128 LEHUA STREET,WAHIAWA,HI,96786,HONOLULU,8086218411,Acute Care Hospitals,Voluntary non-profit - Private,true,"128 LEHUA STREET
WAHIAWA, HI 96786
(21.498711271000047, -158.02731256099997)"
120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,HAWAII,8089323000,Acute Care Hospitals,Government - State,true,"1190 WAIANUENUE AVENUE
HILO, HI 96720
"
120006,CASTLE MEDICAL CENTER,640 ULUKAHIKI ST,KAILUA,HI,96734,HONOLULU,8082635500,Acute Care Hospitals,Voluntary non-profit - Church,true,"640 ULUKAHIKI ST
KAILUA, HI 96734
"
120007,KUAKINI MEDICAL CENTER,347 NORTH KUAKINI STREET,HONOLULU,HI,96817,HONOLULU,8085362236,Acute Care Hospitals,Voluntary non-profit - Private,true,"347 NORTH KUAKINI STREET
HONOLULU, HI 96817
(21.322371824000072, -157.85638077199997)"
120011,KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,HONOLULU,HI,96819,HONOLULU,8084320000,Acute Care Hospitals,Voluntary non-profit - Private,true,"3288 MOANALUA RD
HONOLULU, HI 96819
(21.36248160100007, -157.90029999299998)"
120014,WILCOX MEMORIAL HOSPITAL,3-3420 KUHIO HIGHWAY,LIHUE,HI,96766,KAUAI,8082451103,Acute Care Hospitals,Government - Federal,true,"3-3420 KUHIO HIGHWAY
LIHUE, HI 96766
(21.98562408400005, -159.36638040999998)"
120019,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,KEALAKEKUA,HI,96750,HAWAII,8083229311,Acute Care Hospitals,Government - State,true,"79-1019 HAUKAPILA STREET
KEALAKEKUA, HI 96750
"
120022,STRAUB CLINIC AND HOSPITAL,888 SO KING STREET,HONOLULU,HI,96813,HONOLULU,8085224000,Acute Care Hospitals,Proprietary,true,"888 SO KING STREET
HONOLULU, HI 96813
(21.302206892000072, -157.85062973299998)"
120026,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,AIEA,HI,96701,HONOLULU,8084866000,Acute Care Hospitals,Proprietary,true,"98-1079 MOANALUA ROAD
AIEA, HI 96701
(21.384055774000046, -157.93777450199997)"
120028,NORTH HAWAII COMMUNITY HOSPITAL,67 1125 MAMALAHOA HIGHWAY,KAMUELA,HI,96743,HAWAII,8088854444,Acute Care Hospitals,Voluntary non-profit - Private,true,"67 1125 MAMALAHOA HIGHWAY
KAMUELA, HI 96743
(20.02232169800004, -155.73209806599996)"
121300,KAUAI VETERANS MEMORIAL HOSPITAL,4643 WAIMEA CANYON DRIVE,WAIMEA,HI,96796,KAUAI,8083389431,Critical Access Hospitals,Government - State,true,"4643 WAIMEA CANYON DRIVE
WAIMEA, HI 96796
(21.95968967700003, -159.67048025599996)"
121301,KAU HOSPITAL,1 KAMANI STREET,PAHALA,HI,96777,HAWAII,8089288331,Critical Access Hospitals,Government - State,true,"1 KAMANI STREET
PAHALA, HI 96777
(19.20200946700004, -155.47409658399997)"
121303,MOLOKAI GENERAL HOSPITAL,280 HOME OLU PLACE,KAUNAKAKAI,HI,96748,MAUI,8085535331,Critical Access Hospitals,Voluntary non-profit - Private,true,"280 HOME OLU PLACE
KAUNAKAKAI, HI 96748
(21.093877379000048, -157.01786562999996)"
121304,KAHUKU MEDICAL CENTER,56-117 PUALALEA STREET,KAHUKU,HI,96731,HONOLULU,8082939221,Critical Access Hospitals,Voluntary non-profit - Other,true,"56-117 PUALALEA STREET
KAHUKU, HI 96731
"
121306,SAMUEL MAHELONA MEMORIAL HOSPITAL,4800 KAWAIHAU ROAD,KAPAA,HI,96746,KAUAI,8088224961,Critical Access Hospitals,Government - State,true,"4800 KAWAIHAU ROAD
KAPAA, HI 96746
(22.087705165000045, -159.31413488799998)"
121308,KULA HOSPITAL,100 KOKEA PLACE,KULA,HI,96790,MAUI,8088781221,Critical Access Hospitals,Government - State,true,"100 KOKEA PLACE
KULA, HI 96790
(20.702227636000032, -156.35854388999996)"
130002,ST LUKE'S MAGIC VALLEY RMC,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,TWIN FALLS,2088141000,Acute Care Hospitals,Voluntary non-profit - Private,true,"801 POLE LINE ROAD WEST
TWIN FALLS, ID 83301
"
130003,ST JOSEPH REGIONAL MEDICAL CENTER,415 SIXTH STREET,LEWISTON,ID,83501,NEZ PERCE,2087432511,Acute Care Hospitals,Voluntary non-profit - Private,true,"415 SIXTH STREET
LEWISTON, ID 83501
(46.41639991800008, -117.02496930199999)"
130006,ST LUKE'S REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,ADA,2083812222,Acute Care Hospitals,Voluntary non-profit - Private,true,"190 EAST BANNOCK STREET
BOISE, ID 83712
(43.612415456000065, -116.19256552799999)"
130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,83706,ADA,2083672121,Acute Care Hospitals,Voluntary non-profit - Church,true,"1055 NORTH CURTIS ROAD
BOISE, ID 83706
(43.61392955400004, -116.25368716499997)"
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,1512 TWELFTH AVENUE ROAD,NAMPA,ID,83686,CANYON,2084635000,Acute Care Hospitals,Voluntary non-profit - Church,true,"1512 TWELFTH AVENUE ROAD
NAMPA, ID 83686
(43.55305104900003, -116.57280124299996)"
130014,WEST VALLEY MEDICAL CENTER,1717 ARLINGTON STREET,CALDWELL,ID,83605,CANYON,2084594641,Acute Care Hospitals,Proprietary,true,"1717 ARLINGTON STREET
CALDWELL, ID 83605
(43.654368884000064, -116.69558147899994)"
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,IDAHO FALLS,ID,83404,BONNEVILLE,2085296111,Acute Care Hospitals,Proprietary,true,"3100 CHANNING WAY
IDAHO FALLS, ID 83404
(43.46961893200006, -111.99020872799997)"
130025,MADISON MEMORIAL HOSPITAL,255 N 3RD E,REXBURG,ID,83440,MADISON,2083596900,Acute Care Hospitals,Government - Local,true,"255 N 3RD E
REXBURG, ID 83440
(43.83170966500006, -111.77521829199998)"
130028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,POCATELLO,ID,83201,BANNOCK,2082391000,Acute Care Hospitals,Proprietary,true,"777 HOSPITAL WAY
POCATELLO, ID 83201
(42.87459941600008, -112.41893204099995)"
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,2084221000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,false,"500 W. FORT STREET
BOISE, ID 83702
(43.61925655300007, -116.19478021399999)"
130049,KOOTENAI MEDICAL CENTER,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,KOOTENAI,2086254001,Acute Care Hospitals,Government - Hospital District or Authority,true,"2003 KOOTENAI HEALTH WAY
COEUR D'ALENE, ID 83814
(47.69553989500008, -116.79292048599996)"
130063,TREASURE VALLEY HOSPITAL,8800 WEST EMERALD STREET,BOISE,ID,83704,ADA,2083735000,Acute Care Hospitals,Proprietary,false,"8800 WEST EMERALD STREET
BOISE, ID 83704
(43.61128622000007, -116.29151542399995)"
130065,MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,IDAHO FALLS,ID,83404,BONNEVILLE,2085572899,Acute Care Hospitals,Proprietary,true,"2325 CORONADO STREET
IDAHO FALLS, ID 83404
(43.47255725100007, -111.98769099299994)"
130066,NORTHWEST SPECIALTY HOSPITAL,1593 EAST POLSTON AVENUE,POST FALLS,ID,83854,KOOTENAI,2082622300,Acute Care Hospitals,Proprietary,false,"1593 EAST POLSTON AVENUE
POST FALLS, ID 83854
(47.714726539000026, -116.926254471)"
130067,IDAHO DOCTORS HOSPITAL,350 NORTH MERIDIAN STREET,BLACKFOOT,ID,83221,BINGHAM,2087822900,Acute Care Hospitals,Proprietary,false,"350 NORTH MERIDIAN STREET
BLACKFOOT, ID 83221
(43.19588819100005, -112.35607540299998)"
131301,BOUNDARY COMMUNITY HOSPITAL,6640 KANIKSU STREET,BONNERS FERRY,ID,83805,BOUNDARY,2082674850,Critical Access Hospitals,Voluntary non-profit - Other,true,"6640 KANIKSU STREET
BONNERS FERRY, ID 83805
(48.70254903700004, -116.32146398299994)"
131302,NORTH CANYON MEDICAL CENTER,267 NORTH CANYON DR,GOODING,ID,83330,GOODING,2089344433,Critical Access Hospitals,Voluntary non-profit - Other,true,"267 NORTH CANYON DR
GOODING, ID 83330
"
131303,ONEIDA COUNTY HOSPITAL,150 NORTH 200 WEST,MALAD CITY,ID,83252,ONEIDA,2087662231,Critical Access Hospitals,Government - Local,true,"150 NORTH 200 WEST
MALAD CITY, ID 83252
(42.18936310700008, -112.25070268199994)"
131304,HARMS MEMORIAL HOSPITAL,510 ROOSEVELT STREET,AMERICAN FALLS,ID,83211,POWER,2082263200,Critical Access Hospitals,Government - Hospital District or Authority,true,"510 ROOSEVELT STREET
AMERICAN FALLS, ID 83211
"
131305,STEELE MEMORIAL MEDICAL CENTER,203 SOUTH DAISY STREET,SALMON,ID,83467,LEMHI,2087565600,Critical Access Hospitals,Voluntary non-profit - Other,true,"203 SOUTH DAISY STREET
SALMON, ID 83467
(45.17322021200005, -113.89096948799994)"
131307,WEISER MEMORIAL HOSPITAL,645 EAST 5TH STREET,WEISER,ID,83672,WASHINGTON,2085490370,Critical Access Hospitals,Government - Hospital District or Authority,true,"645 EAST 5TH STREET
WEISER, ID 83672
(44.24854991600006, -116.96173783699999)"
131308,CASCADE MEDICAL CENTER,402 LAKE CASCADE PARKWAY,CASCADE,ID,83611,VALLEY,2083824242,Critical Access Hospitals,Government - Hospital District or Authority,true,"402 LAKE CASCADE PARKWAY
CASCADE, ID 83611
(44.51794533800006, -116.04904191399999)"
131309,CARIBOU MEMORIAL HOSPITAL,300 SOUTH 3RD WEST,SODA SPRINGS,ID,83276,CARIBOU,2085473341,Critical Access Hospitals,Government - Local,false,"300 SOUTH 3RD WEST
SODA SPRINGS, ID 83276
(42.65247218300004, -111.61338272999996)"
131310,ST LUKE'S JEROME,709 NORTH LINCOLN AVENUE,JEROME,ID,83338,JEROME,2083244301,Critical Access Hospitals,Voluntary non-profit - Church,true,"709 NORTH LINCOLN AVENUE
JEROME, ID 83338
(42.73003691900004, -114.51853593999999)"
131311,ST LUKE'S ELMORE MEDICAL CENTER,895 NORTH 6TH EAST,MOUNTAIN HOME,ID,83647,ELMORE,2085878401,Critical Access Hospitals,Government - Hospital District or Authority,true,"895 NORTH 6TH EAST
MOUNTAIN HOME, ID 83647
(43.13881956400007, -115.69251670199998)"
131312,ST LUKE'S MCCALL,1000 STATE STREET,MC CALL,ID,83638,VALLEY,2086342221,Critical Access Hospitals,Voluntary non-profit - Private,true,"1000 STATE STREET
MC CALL, ID 83638
(44.90953364100005, -116.10972480099997)"
131313,TETON VALLEY HOSPITAL,252 SOUTH MAIN STREET,VICTOR,ID,83455,TETON,2083542383,Critical Access Hospitals,Voluntary non-profit - Private,true,"252 SOUTH MAIN STREET
VICTOR, ID 83455
(43.59837605400003, -111.11129425099995)"
131314,SHOSHONE MEDICAL CENTER,25 JACOBS GULCH ROAD,KELLOGG,ID,83837,SHOSHONE,2087841221,Critical Access Hospitals,Government - Hospital District or Authority,true,"25 JACOBS GULCH ROAD
KELLOGG, ID 83837
(47.54768848500004, -116.13081410099994)"
131315,SYRINGA GENERAL HOSPITAL,607 W MAIN STREET,GRANGEVILLE,ID,83530,IDAHO,2089831700,Critical Access Hospitals,Government - Hospital District or Authority,true,"607 W MAIN STREET
GRANGEVILLE, ID 83530
(45.926817268000036, -116.12753880799994)"
131316,BEAR LAKE MEMORIAL HOSPITAL,164 SOUTH FIFTH STREET,MONTPELIER,ID,83254,BEAR LAKE,2088471630,Critical Access Hospitals,Government - Local,true,"164 SOUTH FIFTH STREET
MONTPELIER, ID 83254
(42.31630995800003, -111.30084521999999)"
131317,BENEWAH COMMUNITY HOSPITAL,229 SOUTH 7TH STREET,ST MARIES,ID,83861,BENEWAH,2082457614,Critical Access Hospitals,Government - Local,true,"229 SOUTH 7TH STREET
ST MARIES, ID 83861
(47.31495404300006, -116.56671385199996)"
131318,WALTER KNOX MEMORIAL HOSPITAL,1202 EAST LOCUST STREET,EMMETT,ID,83617,GEM,2083653561,Critical Access Hospitals,Government - Local,true,"1202 EAST LOCUST STREET
EMMETT, ID 83617
"
131319,MINIDOKA MEMORIAL HOSPITAL,1224 EIGHTH STREET,RUPERT,ID,83350,MINIDOKA,2084360481,Critical Access Hospitals,Government - Local,true,"1224 EIGHTH STREET
RUPERT, ID 83350
"
131320,CLEARWATER VALLEY HOSPITAL & CLINICS,301 CEDAR STREET,OROFINO,ID,83544,CLEARWATER,2084764555,Critical Access Hospitals,Voluntary non-profit - Private,true,"301 CEDAR STREET
OROFINO, ID 83544
(46.48619017000004, -116.25973318699994)"
131321,ST MARY'S HOSPITAL,701 LEWISTON ST,COTTONWOOD,ID,83522,IDAHO,2089623251,Critical Access Hospitals,Voluntary non-profit - Private,true,"701 LEWISTON ST
COTTONWOOD, ID 83522
(46.05042690000005, -116.351655301)"
131322,FRANKLIN COUNTY MEDICAL CENTER,44 NORTH FIRST EAST,PRESTON,ID,83263,FRANKLIN,2088520137,Critical Access Hospitals,Government - Local,true,"44 NORTH FIRST EAST
PRESTON, ID 83263
(42.09729968600004, -111.87397345199997)"
131323,ST LUKE'S WOOD RIVER MEDICAL CENTER,100 HOSPITAL DRIVE,KETCHUM,ID,83340,BLAINE,2087278800,Critical Access Hospitals,Voluntary non-profit - Private,true,"100 HOSPITAL DRIVE
KETCHUM, ID 83340
(43.64830442500005, -114.34907709599997)"
131324,LOST RIVERS MEDICAL CENTER,551 HIGHLAND DRIVE,ARCO,ID,83213,BUTTE,2085278206,Critical Access Hospitals,Government - Hospital District or Authority,true,"551 HIGHLAND DRIVE
ARCO, ID 83213
(43.63780785600005, -113.29612304199998)"
131325,BINGHAM MEMORIAL HOSPITAL,98 POPLAR STREET,BLACKFOOT,ID,83221,BINGHAM,2087853804,Critical Access Hospitals,Voluntary non-profit - Private,true,"98 POPLAR STREET
BLACKFOOT, ID 83221
(43.19287511600004, -112.34742123999996)"
131326,CASSIA REGIONAL MEDICAL CENTER,1501 HILAND AVENUE,BURLEY,ID,83318,CASSIA,2086784444,Critical Access Hospitals,Voluntary non-profit - Private,true,"1501 HILAND AVENUE
BURLEY, ID 83318
(42.53422075200007, -113.78337355699995)"
131327,GRITMAN MEDICAL CENTER,700 SOUTH MAIN STREET,MOSCOW,ID,83843,LATAH,2088824511,Critical Access Hospitals,Voluntary non-profit - Private,true,"700 SOUTH MAIN STREET
MOSCOW, ID 83843
(46.72901729000006, -117.00133675299998)"
131328,BONNER GENERAL HOSPITAL,520 NORTH THIRD AVENUE,SANDPOINT,ID,83864,BONNER,2082631441,Critical Access Hospitals,Voluntary non-profit - Private,true,"520 NORTH THIRD AVENUE
SANDPOINT, ID 83864
"
140001,GRAHAM HOSPITAL ASSOCIATION,210 WEST WALNUT STREET,CANTON,IL,61520,FULTON,3096475240,Acute Care Hospitals,Voluntary non-profit - Other,true,"210 WEST WALNUT STREET
CANTON, IL 61520
(40.55329467200005, -90.03931828399999)"
140002,ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,ALTON,IL,62002,MADISON,6184637300,Acute Care Hospitals,Voluntary non-profit - Private,true,"ONE MEMORIAL DRIVE
ALTON, IL 62002
(38.90025807300003, -90.15684432899997)"
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,333 N MADISON,JOLIET,IL,60435,WILL,8157257133,Acute Care Hospitals,Voluntary non-profit - Church,true,"333 N MADISON
JOLIET, IL 60435
(41.52810115700004, -88.13465957599999)"
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,MELROSE PARK,IL,60160,COOK,7084504924,Acute Care Hospitals,Voluntary non-profit - Private,true,"701 WEST NORTH AVE
MELROSE PARK, IL 60160
(41.908288595000045, -87.84270063799994)"
140010,EVANSTON HOSPITAL,2650 RIDGE AVE,EVANSTON,IL,60201,COOK,8474328000,Acute Care Hospitals,Voluntary non-profit - Other,true,"2650 RIDGE AVE
EVANSTON, IL 60201
"
140011,HERRIN HOSPITAL,201 S 14TH ST,HERRIN,IL,62948,WILLIAMSON,6189422171,Acute Care Hospitals,Voluntary non-profit - Private,true,"201 S 14TH ST
HERRIN, IL 62948
(37.80121167400006, -89.02569191599997)"
140012,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,DIXON,IL,61021,LEE,8152885531,Acute Care Hospitals,Voluntary non-profit - Private,true,"403 E 1ST ST
DIXON, IL 61021
"
140013,PROCTOR HOSPITAL,5409 N KNOXVILLE AVE,PEORIA,IL,61614,PEORIA,3096911000,Acute Care Hospitals,Voluntary non-profit - Private,true,"5409 N KNOXVILLE AVE
PEORIA, IL 61614
"
140015,BLESSING HOSPITAL,BROADWAY AT 11TH STREET,QUINCY,IL,62301,ADAMS,2172235811,Acute Care Hospitals,Voluntary non-profit - Private,true,"BROADWAY AT 11TH STREET
QUINCY, IL 62301
(39.93562116000004, -91.39832913999999)"
140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,COOK,7732576751,Acute Care Hospitals,Voluntary non-profit - Private,true,"15TH STREET AT CALIFORNIA
CHICAGO, IL 60608
(41.851386009000066, -87.66607919199998)"
140019,SHELBY MEMORIAL HOSPITAL,200 S CEDAR ST,SHELBYVILLE,IL,62565,SHELBY,2177743961,Acute Care Hospitals,Voluntary non-profit - Private,true,"200 S CEDAR ST
SHELBYVILLE, IL 62565
(39.40569267300003, -88.80717052099999)"
140026,ST MARYS HOSPITAL,111  SPRING STREET,STREATOR,IL,61364,LA SALLE,8156732311,Acute Care Hospitals,Voluntary non-profit - Church,false,"111 SPRING STREET
STREATOR, IL 61364
(41.11428870300006, -88.83521794899997)"
140029,COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,AURORA,IL,60504,KANE,6309786200,Acute Care Hospitals,Voluntary non-profit - Private,true,"2000 OGDEN AVENUE
AURORA, IL 60504
(41.727645375000066, -88.26861741299996)"
140030,SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,KANE,8477429800,Acute Care Hospitals,Voluntary non-profit - Private,true,"1425 NORTH RANDALL ROAD
ELGIN, IL 60123
(42.07070963100006, -88.33539329599995)"
140032,ST ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE STREET,EFFINGHAM,IL,62401,EFFINGHAM,2173422121,Acute Care Hospitals,Voluntary non-profit - Church,true,"503 N MAPLE STREET
EFFINGHAM, IL 62401
(39.12584667500005, -88.54925829599995)"
140033,VISTA MEDICAL CENTER WEST,2615 WASHINGTON ST,WAUKEGAN,IL,60085,LAKE,8472493900,Acute Care Hospitals,Voluntary non-profit - Church,true,"2615 WASHINGTON ST
WAUKEGAN, IL 60085
(42.35939194600007, -87.86610924299998)"
140034,ST MARYS HOSPITAL,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,MARION,6184366519,Acute Care Hospitals,Voluntary non-profit - Church,true,"400 NORTH PLEASANT AVENUE
CENTRALIA, IL 62801
(38.52902434200007, -89.11603942299996)"
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,3125698387,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,false,"820 S DAMEN STREET
CHICAGO, IL 60612
(41.871142503000044, -87.67638435699996)"
140040,GALESBURG COTTAGE HOSPITAL,695 N KELLOGG ST,GALESBURG,IL,61401,KNOX,3093454555,Acute Care Hospitals,Proprietary,true,"695 N KELLOGG ST
GALESBURG, IL 61401
(40.95578018300006, -90.36616439699998)"
140043,CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,IL,61081,WHITESIDE,8156250400,Acute Care Hospitals,Government - Local,true,"100 EAST LEFEVRE ROAD
STERLING, IL 61081
(41.801582246000066, -89.69703698299998)"
140046,GOOD SAMARITAN REGIONAL HLTH CENTER,1 GOOD SAMARITAN WAY,MOUNT VERNON,IL,62864,JEFFERSON,6188991469,Acute Care Hospitals,Voluntary non-profit - Church,true,"1 GOOD SAMARITAN WAY
MOUNT VERNON, IL 62864
(38.29862811300006, -88.94147213799994)"
140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,COOK,7739672000,Acute Care Hospitals,Voluntary non-profit - Other,true,"2320 E 93RD ST
CHICAGO, IL 60617
"
140049,WEST SUBURBAN MEDICAL CENTER,3 ERIE COURT,OAK PARK,IL,60302,COOK,7083836200,Acute Care Hospitals,Voluntary non-profit - Other,true,"3 ERIE COURT
OAK PARK, IL 60302
(41.89152459600007, -87.77628058199997)"
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,false,"1900 E. MAIN
DANVILLE, IL 61832
"
140052,SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MADISON,6184652571,Acute Care Hospitals,Voluntary non-profit - Church,true,"ST ANTHONY'S WAY
ALTON, IL 62002
(38.90836094900004, -90.17373683099999)"
140053,ST JOHNS HOSPITAL,800 E CARPENTER ST,SPRINGFIELD,IL,62769,SANGAMON,2175446464,Acute Care Hospitals,Voluntary non-profit - Church,true,"800 E CARPENTER ST
SPRINGFIELD, IL 62769
(39.80724185300005, -89.64468384599996)"
