i,s,c,id
"Health Alliance Medical Plans, Inc.",IL,Madison,"Madison, IL"
Blue Cross Blue Shield of Illinois,IL,Madison,"Madison, IL"
"Health Alliance Medical Plans, Inc.",IL,Marion,"Marion, IL"
Blue Cross Blue Shield of Illinois,IL,Marion,"Marion, IL"
"Humana Health Plan, Inc.",IL,Marshall,"Marshall, IL"
Blue Cross Blue Shield of Illinois,IL,Marshall,"Marshall, IL"
"Health Alliance Medical Plans, Inc.",IL,Marshall,"Marshall, IL"
"Health Alliance Medical Plans, Inc.",IL,Mason,"Mason, IL"
Blue Cross Blue Shield of Illinois,IL,Mason,"Mason, IL"
Blue Cross Blue Shield of Illinois,IL,Massac,"Massac, IL"
"Health Alliance Medical Plans, Inc.",IL,Massac,"Massac, IL"
"Humana Health Plan, Inc.",IL,McDonough,"McDonough, IL"
"Health Alliance Medical Plans, Inc.",IL,McDonough,"McDonough, IL"
Blue Cross Blue Shield of Illinois,IL,McDonough,"McDonough, IL"
"Humana Health Plan, Inc.",IL,McHenry,"McHenry, IL"
Blue Cross Blue Shield of Illinois,IL,McHenry,"McHenry, IL"
"Health Alliance Medical Plans, Inc.",IL,McLean,"McLean, IL"
"Humana Health Plan, Inc.",IL,McLean,"McLean, IL"
Blue Cross Blue Shield of Illinois,IL,McLean,"McLean, IL"
"Health Alliance Medical Plans, Inc.",IL,Menard,"Menard, IL"
Blue Cross Blue Shield of Illinois,IL,Menard,"Menard, IL"
"Health Alliance Medical Plans, Inc.",IL,Mercer,"Mercer, IL"
Blue Cross Blue Shield of Illinois,IL,Mercer,"Mercer, IL"
Blue Cross Blue Shield of Illinois,IL,Monroe,"Monroe, IL"
"Health Alliance Medical Plans, Inc.",IL,Monroe,"Monroe, IL"
Blue Cross Blue Shield of Illinois,IL,Montgomery,"Montgomery, IL"
"Health Alliance Medical Plans, Inc.",IL,Montgomery,"Montgomery, IL"
"Health Alliance Medical Plans, Inc.",IL,Morgan,"Morgan, IL"
Blue Cross Blue Shield of Illinois,IL,Morgan,"Morgan, IL"
Blue Cross Blue Shield of Illinois,IL,Moultrie,"Moultrie, IL"
"Health Alliance Medical Plans, Inc.",IL,Moultrie,"Moultrie, IL"
"Humana Health Plan, Inc.",IL,Moultrie,"Moultrie, IL"
"Health Alliance Medical Plans, Inc.",IL,Ogle,"Ogle, IL"
"Humana Health Plan, Inc.",IL,Ogle,"Ogle, IL"
Blue Cross Blue Shield of Illinois,IL,Ogle,"Ogle, IL"
Blue Cross Blue Shield of Illinois,IL,Peoria,"Peoria, IL"
"Humana Health Plan, Inc.",IL,Peoria,"Peoria, IL"
"Health Alliance Medical Plans, Inc.",IL,Peoria,"Peoria, IL"
"Health Alliance Medical Plans, Inc.",IL,Perry,"Perry, IL"
Blue Cross Blue Shield of Illinois,IL,Perry,"Perry, IL"
"Health Alliance Medical Plans, Inc.",IL,Piatt,"Piatt, IL"
Blue Cross Blue Shield of Illinois,IL,Piatt,"Piatt, IL"
"Health Alliance Medical Plans, Inc.",IL,Pike,"Pike, IL"
Blue Cross Blue Shield of Illinois,IL,Pike,"Pike, IL"
"Health Alliance Medical Plans, Inc.",IL,Pope,"Pope, IL"
Blue Cross Blue Shield of Illinois,IL,Pope,"Pope, IL"
Blue Cross Blue Shield of Illinois,IL,Pulaski,"Pulaski, IL"
"Health Alliance Medical Plans, Inc.",IL,Pulaski,"Pulaski, IL"
"Health Alliance Medical Plans, Inc.",IL,Putnam,"Putnam, IL"
"Humana Health Plan, Inc.",IL,Putnam,"Putnam, IL"
Blue Cross Blue Shield of Illinois,IL,Putnam,"Putnam, IL"
Blue Cross Blue Shield of Illinois,IL,Randolph,"Randolph, IL"
"Health Alliance Medical Plans, Inc.",IL,Randolph,"Randolph, IL"
Blue Cross Blue Shield of Illinois,IL,Richland,"Richland, IL"
"Health Alliance Medical Plans, Inc.",IL,Richland,"Richland, IL"
Blue Cross Blue Shield of Illinois,IL,Rock Island,"Rock Island, IL"
"Health Alliance Medical Plans, Inc.",IL,Rock Island,"Rock Island, IL"
Blue Cross Blue Shield of Illinois,IL,Saline,"Saline, IL"
"Health Alliance Medical Plans, Inc.",IL,Saline,"Saline, IL"
"Health Alliance Medical Plans, Inc.",IL,Sangamon,"Sangamon, IL"
"Humana Health Plan, Inc.",IL,Sangamon,"Sangamon, IL"
Blue Cross Blue Shield of Illinois,IL,Sangamon,"Sangamon, IL"
Blue Cross Blue Shield of Illinois,IL,Schuyler,"Schuyler, IL"
"Humana Health Plan, Inc.",IL,Schuyler,"Schuyler, IL"
"Health Alliance Medical Plans, Inc.",IL,Schuyler,"Schuyler, IL"
Blue Cross Blue Shield of Illinois,IL,Scott,"Scott, IL"
"Health Alliance Medical Plans, Inc.",IL,Scott,"Scott, IL"
"Humana Health Plan, Inc.",IL,Scott,"Scott, IL"
"Health Alliance Medical Plans, Inc.",IL,Shelby,"Shelby, IL"
Blue Cross Blue Shield of Illinois,IL,Shelby,"Shelby, IL"
"Humana Health Plan, Inc.",IL,Shelby,"Shelby, IL"
"Health Alliance Medical Plans, Inc.",IL,St. Clair,"St. Clair, IL"
Blue Cross Blue Shield of Illinois,IL,St. Clair,"St. Clair, IL"
Blue Cross Blue Shield of Illinois,IL,Stark,"Stark, IL"
"Humana Health Plan, Inc.",IL,Stark,"Stark, IL"
"Health Alliance Medical Plans, Inc.",IL,Stark,"Stark, IL"
"Humana Health Plan, Inc.",IL,Stephenson,"Stephenson, IL"
Blue Cross Blue Shield of Illinois,IL,Stephenson,"Stephenson, IL"
"Health Alliance Medical Plans, Inc.",IL,Stephenson,"Stephenson, IL"
Blue Cross Blue Shield of Illinois,IL,Tazewell,"Tazewell, IL"
"Health Alliance Medical Plans, Inc.",IL,Tazewell,"Tazewell, IL"
"Humana Health Plan, Inc.",IL,Tazewell,"Tazewell, IL"
Blue Cross Blue Shield of Illinois,IL,Union,"Union, IL"
"Health Alliance Medical Plans, Inc.",IL,Union,"Union, IL"
"Health Alliance Medical Plans, Inc.",IL,Vermilion,"Vermilion, IL"
Blue Cross Blue Shield of Illinois,IL,Vermilion,"Vermilion, IL"
Blue Cross Blue Shield of Illinois,IL,Wabash,"Wabash, IL"
"Health Alliance Medical Plans, Inc.",IL,Wabash,"Wabash, IL"
"Health Alliance Medical Plans, Inc.",IL,Warren,"Warren, IL"
Blue Cross Blue Shield of Illinois,IL,Warren,"Warren, IL"
"Health Alliance Medical Plans, Inc.",IL,Washington,"Washington, IL"
Blue Cross Blue Shield of Illinois,IL,Washington,"Washington, IL"
"Health Alliance Medical Plans, Inc.",IL,Wayne,"Wayne, IL"
Blue Cross Blue Shield of Illinois,IL,Wayne,"Wayne, IL"
"Health Alliance Medical Plans, Inc.",IL,White,"White, IL"
Blue Cross Blue Shield of Illinois,IL,White,"White, IL"
Blue Cross Blue Shield of Illinois,IL,Whiteside,"Whiteside, IL"
"Health Alliance Medical Plans, Inc.",IL,Whiteside,"Whiteside, IL"
Blue Cross Blue Shield of Illinois,IL,Will,"Will, IL"
"Health Alliance Medical Plans, Inc.",IL,Will,"Will, IL"
Blue Cross Blue Shield of Illinois,IL,Williamson,"Williamson, IL"
"Health Alliance Medical Plans, Inc.",IL,Williamson,"Williamson, IL"
"Humana Health Plan, Inc.",IL,Winnebago,"Winnebago, IL"
Blue Cross Blue Shield of Illinois,IL,Winnebago,"Winnebago, IL"
"Health Alliance Medical Plans, Inc.",IL,Winnebago,"Winnebago, IL"
"Humana Health Plan, Inc.",IL,Woodford,"Woodford, IL"
Blue Cross Blue Shield of Illinois,IL,Woodford,"Woodford, IL"
"Health Alliance Medical Plans, Inc.",IL,Woodford,"Woodford, IL"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Adams,"Adams, IN"
"MDwise Marketplace, Inc.",IN,Adams,"Adams, IN"
"CareSource Indiana, Inc.",IN,Adams,"Adams, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Adams,"Adams, IN"
Celtic Insurance Company,IN,Adams,"Adams, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Allen,"Allen, IN"
"CareSource Indiana, Inc.",IN,Allen,"Allen, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Allen,"Allen, IN"
"MDwise Marketplace, Inc.",IN,Allen,"Allen, IN"
Celtic Insurance Company,IN,Allen,"Allen, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Bartholomew,"Bartholomew, IN"
Southeastern Indiana Health Organization,IN,Bartholomew,"Bartholomew, IN"
"MDwise Marketplace, Inc.",IN,Bartholomew,"Bartholomew, IN"
"Indiana University Health Plans, Inc.",IN,Bartholomew,"Bartholomew, IN"
"MDwise Marketplace, Inc.",IN,Benton,"Benton, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Benton,"Benton, IN"
"Indiana University Health Plans, Inc.",IN,Benton,"Benton, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Benton,"Benton, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Blackford,"Blackford, IN"
"MDwise Marketplace, Inc.",IN,Blackford,"Blackford, IN"
"Indiana University Health Plans, Inc.",IN,Blackford,"Blackford, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Blackford,"Blackford, IN"
"CareSource Indiana, Inc.",IN,Blackford,"Blackford, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Boone,"Boone, IN"
"CareSource Indiana, Inc.",IN,Boone,"Boone, IN"
Celtic Insurance Company,IN,Boone,"Boone, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Boone,"Boone, IN"
"Indiana University Health Plans, Inc.",IN,Boone,"Boone, IN"
"MDwise Marketplace, Inc.",IN,Boone,"Boone, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Brown,"Brown, IN"
Southeastern Indiana Health Organization,IN,Brown,"Brown, IN"
"Indiana University Health Plans, Inc.",IN,Brown,"Brown, IN"
"MDwise Marketplace, Inc.",IN,Brown,"Brown, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Carroll,"Carroll, IN"
"Indiana University Health Plans, Inc.",IN,Carroll,"Carroll, IN"
"MDwise Marketplace, Inc.",IN,Carroll,"Carroll, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Carroll,"Carroll, IN"
"CareSource Indiana, Inc.",IN,Carroll,"Carroll, IN"
"Indiana University Health Plans, Inc.",IN,Cass,"Cass, IN"
"CareSource Indiana, Inc.",IN,Cass,"Cass, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Cass,"Cass, IN"
"MDwise Marketplace, Inc.",IN,Cass,"Cass, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Cass,"Cass, IN"
"MDwise Marketplace, Inc.",IN,Clark,"Clark, IN"
"CareSource Indiana, Inc.",IN,Clark,"Clark, IN"
Celtic Insurance Company,IN,Clark,"Clark, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Clark,"Clark, IN"
"Indiana University Health Plans, Inc.",IN,Clay,"Clay, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Clay,"Clay, IN"
"MDwise Marketplace, Inc.",IN,Clay,"Clay, IN"
"Indiana University Health Plans, Inc.",IN,Clinton,"Clinton, IN"
"MDwise Marketplace, Inc.",IN,Clinton,"Clinton, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Clinton,"Clinton, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Clinton,"Clinton, IN"
"CareSource Indiana, Inc.",IN,Crawford,"Crawford, IN"
"Indiana University Health Plans, Inc.",IN,Crawford,"Crawford, IN"
"MDwise Marketplace, Inc.",IN,Crawford,"Crawford, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Crawford,"Crawford, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Daviess,"Daviess, IN"
"Indiana University Health Plans, Inc.",IN,Daviess,"Daviess, IN"
"MDwise Marketplace, Inc.",IN,Daviess,"Daviess, IN"
Celtic Insurance Company,IN,Daviess,"Daviess, IN"
"CareSource Indiana, Inc.",IN,Daviess,"Daviess, IN"
Celtic Insurance Company,IN,DeKalb,"DeKalb, IN"
"MDwise Marketplace, Inc.",IN,DeKalb,"DeKalb, IN"
"CareSource Indiana, Inc.",IN,DeKalb,"DeKalb, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,DeKalb,"DeKalb, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,DeKalb,"DeKalb, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Dearborn,"Dearborn, IN"
"MDwise Marketplace, Inc.",IN,Dearborn,"Dearborn, IN"
"CareSource Indiana, Inc.",IN,Decatur,"Decatur, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Decatur,"Decatur, IN"
"MDwise Marketplace, Inc.",IN,Decatur,"Decatur, IN"
Southeastern Indiana Health Organization,IN,Decatur,"Decatur, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Delaware,"Delaware, IN"
"CareSource Indiana, Inc.",IN,Delaware,"Delaware, IN"
"MDwise Marketplace, Inc.",IN,Delaware,"Delaware, IN"
"Indiana University Health Plans, Inc.",IN,Delaware,"Delaware, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Delaware,"Delaware, IN"
"Indiana University Health Plans, Inc.",IN,Dubois,"Dubois, IN"
"MDwise Marketplace, Inc.",IN,Dubois,"Dubois, IN"
"CareSource Indiana, Inc.",IN,Dubois,"Dubois, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Dubois,"Dubois, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Elkhart,"Elkhart, IN"
Celtic Insurance Company,IN,Elkhart,"Elkhart, IN"
"Indiana University Health Plans, Inc.",IN,Elkhart,"Elkhart, IN"
"CareSource Indiana, Inc.",IN,Elkhart,"Elkhart, IN"
"MDwise Marketplace, Inc.",IN,Elkhart,"Elkhart, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Elkhart,"Elkhart, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Fayette,"Fayette, IN"
"MDwise Marketplace, Inc.",IN,Fayette,"Fayette, IN"
"CareSource Indiana, Inc.",IN,Floyd,"Floyd, IN"
"MDwise Marketplace, Inc.",IN,Floyd,"Floyd, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Floyd,"Floyd, IN"
"MDwise Marketplace, Inc.",IN,Fountain,"Fountain, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Fountain,"Fountain, IN"
"Indiana University Health Plans, Inc.",IN,Fountain,"Fountain, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Fountain,"Fountain, IN"
"MDwise Marketplace, Inc.",IN,Franklin,"Franklin, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Franklin,"Franklin, IN"
"CareSource Indiana, Inc.",IN,Franklin,"Franklin, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Fulton,"Fulton, IN"
"MDwise Marketplace, Inc.",IN,Fulton,"Fulton, IN"
"CareSource Indiana, Inc.",IN,Fulton,"Fulton, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Fulton,"Fulton, IN"
"CareSource Indiana, Inc.",IN,Gibson,"Gibson, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Gibson,"Gibson, IN"
"Indiana University Health Plans, Inc.",IN,Gibson,"Gibson, IN"
"MDwise Marketplace, Inc.",IN,Gibson,"Gibson, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Grant,"Grant, IN"
"Indiana University Health Plans, Inc.",IN,Grant,"Grant, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Grant,"Grant, IN"
"MDwise Marketplace, Inc.",IN,Grant,"Grant, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Greene,"Greene, IN"
"MDwise Marketplace, Inc.",IN,Greene,"Greene, IN"
"Indiana University Health Plans, Inc.",IN,Greene,"Greene, IN"
"CareSource Indiana, Inc.",IN,Greene,"Greene, IN"
"MDwise Marketplace, Inc.",IN,Hamilton,"Hamilton, IN"
"Indiana University Health Plans, Inc.",IN,Hamilton,"Hamilton, IN"
"CareSource Indiana, Inc.",IN,Hamilton,"Hamilton, IN"
Celtic Insurance Company,IN,Hamilton,"Hamilton, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Hamilton,"Hamilton, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Hamilton,"Hamilton, IN"
"MDwise Marketplace, Inc.",IN,Hancock,"Hancock, IN"
"CareSource Indiana, Inc.",IN,Hancock,"Hancock, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Hancock,"Hancock, IN"
Celtic Insurance Company,IN,Hancock,"Hancock, IN"
"Indiana University Health Plans, Inc.",IN,Hancock,"Hancock, IN"
"MDwise Marketplace, Inc.",IN,Harrison,"Harrison, IN"
"CareSource Indiana, Inc.",IN,Harrison,"Harrison, IN"
Celtic Insurance Company,IN,Harrison,"Harrison, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Harrison,"Harrison, IN"
"CareSource Indiana, Inc.",IN,Hendricks,"Hendricks, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Hendricks,"Hendricks, IN"
"MDwise Marketplace, Inc.",IN,Hendricks,"Hendricks, IN"
Celtic Insurance Company,IN,Hendricks,"Hendricks, IN"
"Indiana University Health Plans, Inc.",IN,Hendricks,"Hendricks, IN"
"Indiana University Health Plans, Inc.",IN,Henry,"Henry, IN"
"CareSource Indiana, Inc.",IN,Henry,"Henry, IN"
"MDwise Marketplace, Inc.",IN,Henry,"Henry, IN"
Celtic Insurance Company,IN,Henry,"Henry, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Henry,"Henry, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Howard,"Howard, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Howard,"Howard, IN"
"MDwise Marketplace, Inc.",IN,Howard,"Howard, IN"
Celtic Insurance Company,IN,Howard,"Howard, IN"
Celtic Insurance Company,IN,Huntington,"Huntington, IN"
"MDwise Marketplace, Inc.",IN,Huntington,"Huntington, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Huntington,"Huntington, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Huntington,"Huntington, IN"
"CareSource Indiana, Inc.",IN,Huntington,"Huntington, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Jackson,"Jackson, IN"
"CareSource Indiana, Inc.",IN,Jackson,"Jackson, IN"
"Indiana University Health Plans, Inc.",IN,Jackson,"Jackson, IN"
"MDwise Marketplace, Inc.",IN,Jackson,"Jackson, IN"
Southeastern Indiana Health Organization,IN,Jackson,"Jackson, IN"
"MDwise Marketplace, Inc.",IN,Jasper,"Jasper, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Jasper,"Jasper, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Jasper,"Jasper, IN"
"MDwise Marketplace, Inc.",IN,Jay,"Jay, IN"
"CareSource Indiana, Inc.",IN,Jay,"Jay, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Jay,"Jay, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Jay,"Jay, IN"
"Indiana University Health Plans, Inc.",IN,Jay,"Jay, IN"
"MDwise Marketplace, Inc.",IN,Jefferson,"Jefferson, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Jefferson,"Jefferson, IN"
"MDwise Marketplace, Inc.",IN,Jennings,"Jennings, IN"
Southeastern Indiana Health Organization,IN,Jennings,"Jennings, IN"
"Indiana University Health Plans, Inc.",IN,Jennings,"Jennings, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Jennings,"Jennings, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Johnson,"Johnson, IN"
"CareSource Indiana, Inc.",IN,Johnson,"Johnson, IN"
"Indiana University Health Plans, Inc.",IN,Johnson,"Johnson, IN"
Celtic Insurance Company,IN,Johnson,"Johnson, IN"
"MDwise Marketplace, Inc.",IN,Johnson,"Johnson, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Knox,"Knox, IN"
"MDwise Marketplace, Inc.",IN,Knox,"Knox, IN"
Celtic Insurance Company,IN,Knox,"Knox, IN"
"Indiana University Health Plans, Inc.",IN,Knox,"Knox, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Kosciusko,"Kosciusko, IN"
"Indiana University Health Plans, Inc.",IN,Kosciusko,"Kosciusko, IN"
Celtic Insurance Company,IN,Kosciusko,"Kosciusko, IN"
"MDwise Marketplace, Inc.",IN,Kosciusko,"Kosciusko, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Kosciusko,"Kosciusko, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,LaGrange,"LaGrange, IN"
"CareSource Indiana, Inc.",IN,LaGrange,"LaGrange, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,LaGrange,"LaGrange, IN"
"Indiana University Health Plans, Inc.",IN,LaGrange,"LaGrange, IN"
"MDwise Marketplace, Inc.",IN,LaGrange,"LaGrange, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,LaPorte,"LaPorte, IN"
"Indiana University Health Plans, Inc.",IN,LaPorte,"LaPorte, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,LaPorte,"LaPorte, IN"
"MDwise Marketplace, Inc.",IN,LaPorte,"LaPorte, IN"
"CareSource Indiana, Inc.",IN,LaPorte,"LaPorte, IN"
Celtic Insurance Company,IN,LaPorte,"LaPorte, IN"
"MDwise Marketplace, Inc.",IN,Lake,"Lake, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Lake,"Lake, IN"
Celtic Insurance Company,IN,Lake,"Lake, IN"
"MDwise Marketplace, Inc.",IN,Lawrence,"Lawrence, IN"
"CareSource Indiana, Inc.",IN,Lawrence,"Lawrence, IN"
"Indiana University Health Plans, Inc.",IN,Lawrence,"Lawrence, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Lawrence,"Lawrence, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Madison,"Madison, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Madison,"Madison, IN"
Celtic Insurance Company,IN,Madison,"Madison, IN"
"MDwise Marketplace, Inc.",IN,Madison,"Madison, IN"
"Indiana University Health Plans, Inc.",IN,Madison,"Madison, IN"
Celtic Insurance Company,IN,Marion,"Marion, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Marion,"Marion, IN"
"Indiana University Health Plans, Inc.",IN,Marion,"Marion, IN"
"CareSource Indiana, Inc.",IN,Marion,"Marion, IN"
"MDwise Marketplace, Inc.",IN,Marion,"Marion, IN"
"MDwise Marketplace, Inc.",IN,Marshall,"Marshall, IN"
Celtic Insurance Company,IN,Marshall,"Marshall, IN"
"CareSource Indiana, Inc.",IN,Marshall,"Marshall, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Marshall,"Marshall, IN"
"Indiana University Health Plans, Inc.",IN,Marshall,"Marshall, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Marshall,"Marshall, IN"
"CareSource Indiana, Inc.",IN,Martin,"Martin, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Martin,"Martin, IN"
"MDwise Marketplace, Inc.",IN,Martin,"Martin, IN"
"Indiana University Health Plans, Inc.",IN,Martin,"Martin, IN"
"MDwise Marketplace, Inc.",IN,Miami,"Miami, IN"
Celtic Insurance Company,IN,Miami,"Miami, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Miami,"Miami, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Miami,"Miami, IN"
"CareSource Indiana, Inc.",IN,Monroe,"Monroe, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Monroe,"Monroe, IN"
"MDwise Marketplace, Inc.",IN,Monroe,"Monroe, IN"
"Indiana University Health Plans, Inc.",IN,Monroe,"Monroe, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Montgomery,"Montgomery, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Montgomery,"Montgomery, IN"
Celtic Insurance Company,IN,Montgomery,"Montgomery, IN"
"MDwise Marketplace, Inc.",IN,Montgomery,"Montgomery, IN"
"Indiana University Health Plans, Inc.",IN,Montgomery,"Montgomery, IN"
"MDwise Marketplace, Inc.",IN,Morgan,"Morgan, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Morgan,"Morgan, IN"
"CareSource Indiana, Inc.",IN,Morgan,"Morgan, IN"
"Indiana University Health Plans, Inc.",IN,Morgan,"Morgan, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Newton,"Newton, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Newton,"Newton, IN"
"MDwise Marketplace, Inc.",IN,Newton,"Newton, IN"
"CareSource Indiana, Inc.",IN,Noble,"Noble, IN"
"Indiana University Health Plans, Inc.",IN,Noble,"Noble, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Noble,"Noble, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Noble,"Noble, IN"
"MDwise Marketplace, Inc.",IN,Noble,"Noble, IN"
"MDwise Marketplace, Inc.",IN,Ohio,"Ohio, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Ohio,"Ohio, IN"
"Indiana University Health Plans, Inc.",IN,Orange,"Orange, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Orange,"Orange, IN"
"CareSource Indiana, Inc.",IN,Orange,"Orange, IN"
"MDwise Marketplace, Inc.",IN,Orange,"Orange, IN"
"Indiana University Health Plans, Inc.",IN,Owen,"Owen, IN"
"MDwise Marketplace, Inc.",IN,Owen,"Owen, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Owen,"Owen, IN"
"CareSource Indiana, Inc.",IN,Owen,"Owen, IN"
"Indiana University Health Plans, Inc.",IN,Parke,"Parke, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Parke,"Parke, IN"
"MDwise Marketplace, Inc.",IN,Parke,"Parke, IN"
"MDwise Marketplace, Inc.",IN,Perry,"Perry, IN"
"Indiana University Health Plans, Inc.",IN,Perry,"Perry, IN"
"CareSource Indiana, Inc.",IN,Perry,"Perry, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Perry,"Perry, IN"
"CareSource Indiana, Inc.",IN,Pike,"Pike, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Pike,"Pike, IN"
"MDwise Marketplace, Inc.",IN,Pike,"Pike, IN"
"Indiana University Health Plans, Inc.",IN,Pike,"Pike, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Porter,"Porter, IN"
Celtic Insurance Company,IN,Porter,"Porter, IN"
"MDwise Marketplace, Inc.",IN,Porter,"Porter, IN"
"Indiana University Health Plans, Inc.",IN,Porter,"Porter, IN"
"MDwise Marketplace, Inc.",IN,Posey,"Posey, IN"
"Indiana University Health Plans, Inc.",IN,Posey,"Posey, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Posey,"Posey, IN"
"MDwise Marketplace, Inc.",IN,Pulaski,"Pulaski, IN"
Celtic Insurance Company,IN,Pulaski,"Pulaski, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Pulaski,"Pulaski, IN"
"CareSource Indiana, Inc.",IN,Pulaski,"Pulaski, IN"
"Physicians Health Plan of Northern Indiana, Inc.",IN,Pulaski,"Pulaski, IN"
"Indiana University Health Plans, Inc.",IN,Pulaski,"Pulaski, IN"
Anthem Ins Companies Inc(Anthem BCBS),IN,Putnam,"Putnam, IN"
"Indiana University Health Plans, Inc.",IN,Putnam,"Putnam, IN"
"MDwise Marketplace, Inc.",IN,Putnam,"Putnam, IN"
