i,s,c,id
Kaiser Permanente,GA,Newton,"Newton, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Newton,"Newton, GA"
Blue Cross and Blue Shield of Georgia,GA,Newton,"Newton, GA"
Blue Cross and Blue Shield of Georgia,GA,Oconee,"Oconee, GA"
Ambetter from Peach State Health Plan,GA,Oconee,"Oconee, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Oconee,"Oconee, GA"
Blue Cross and Blue Shield of Georgia,GA,Oglethorpe,"Oglethorpe, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Oglethorpe,"Oglethorpe, GA"
Blue Cross and Blue Shield of Georgia,GA,Paulding,"Paulding, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Paulding,"Paulding, GA"
Kaiser Permanente,GA,Paulding,"Paulding, GA"
Blue Cross and Blue Shield of Georgia,GA,Peach,"Peach, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Peach,"Peach, GA"
Alliant Health Plans,GA,Pickens,"Pickens, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Pickens,"Pickens, GA"
Kaiser Permanente,GA,Pickens,"Pickens, GA"
Blue Cross and Blue Shield of Georgia,GA,Pickens,"Pickens, GA"
Blue Cross and Blue Shield of Georgia,GA,Pierce,"Pierce, GA"
Blue Cross and Blue Shield of Georgia,GA,Pike,"Pike, GA"
Kaiser Permanente,GA,Pike,"Pike, GA"
Blue Cross and Blue Shield of Georgia,GA,Polk,"Polk, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Polk,"Polk, GA"
Alliant Health Plans,GA,Polk,"Polk, GA"
Blue Cross and Blue Shield of Georgia,GA,Pulaski,"Pulaski, GA"
Blue Cross and Blue Shield of Georgia,GA,Putnam,"Putnam, GA"
Blue Cross and Blue Shield of Georgia,GA,Quitman,"Quitman, GA"
Blue Cross and Blue Shield of Georgia,GA,Rabun,"Rabun, GA"
Alliant Health Plans,GA,Rabun,"Rabun, GA"
Blue Cross and Blue Shield of Georgia,GA,Randolph,"Randolph, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Richmond,"Richmond, GA"
Blue Cross and Blue Shield of Georgia,GA,Richmond,"Richmond, GA"
Kaiser Permanente,GA,Rockdale,"Rockdale, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Rockdale,"Rockdale, GA"
Blue Cross and Blue Shield of Georgia,GA,Rockdale,"Rockdale, GA"
Blue Cross and Blue Shield of Georgia,GA,Schley,"Schley, GA"
Blue Cross and Blue Shield of Georgia,GA,Screven,"Screven, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Screven,"Screven, GA"
Blue Cross and Blue Shield of Georgia,GA,Seminole,"Seminole, GA"
Blue Cross and Blue Shield of Georgia,GA,Spalding,"Spalding, GA"
Ambetter from Peach State Health Plan,GA,Spalding,"Spalding, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Spalding,"Spalding, GA"
Kaiser Permanente,GA,Spalding,"Spalding, GA"
Alliant Health Plans,GA,Stephens,"Stephens, GA"
Blue Cross and Blue Shield of Georgia,GA,Stephens,"Stephens, GA"
Blue Cross and Blue Shield of Georgia,GA,Stewart,"Stewart, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Stewart,"Stewart, GA"
Blue Cross and Blue Shield of Georgia,GA,Sumter,"Sumter, GA"
Ambetter from Peach State Health Plan,GA,Talbot,"Talbot, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Talbot,"Talbot, GA"
Blue Cross and Blue Shield of Georgia,GA,Talbot,"Talbot, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Taliaferro,"Taliaferro, GA"
Blue Cross and Blue Shield of Georgia,GA,Taliaferro,"Taliaferro, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Tattnall,"Tattnall, GA"
Blue Cross and Blue Shield of Georgia,GA,Tattnall,"Tattnall, GA"
Blue Cross and Blue Shield of Georgia,GA,Taylor,"Taylor, GA"
Blue Cross and Blue Shield of Georgia,GA,Telfair,"Telfair, GA"
Blue Cross and Blue Shield of Georgia,GA,Terrell,"Terrell, GA"
Blue Cross and Blue Shield of Georgia,GA,Thomas,"Thomas, GA"
Blue Cross and Blue Shield of Georgia,GA,Tift,"Tift, GA"
Blue Cross and Blue Shield of Georgia,GA,Toombs,"Toombs, GA"
Alliant Health Plans,GA,Towns,"Towns, GA"
Blue Cross and Blue Shield of Georgia,GA,Towns,"Towns, GA"
Blue Cross and Blue Shield of Georgia,GA,Treutlen,"Treutlen, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Troup,"Troup, GA"
Blue Cross and Blue Shield of Georgia,GA,Troup,"Troup, GA"
Blue Cross and Blue Shield of Georgia,GA,Turner,"Turner, GA"
Blue Cross and Blue Shield of Georgia,GA,Twiggs,"Twiggs, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Twiggs,"Twiggs, GA"
Blue Cross and Blue Shield of Georgia,GA,Union,"Union, GA"
Alliant Health Plans,GA,Union,"Union, GA"
Blue Cross and Blue Shield of Georgia,GA,Upson,"Upson, GA"
Alliant Health Plans,GA,Walker,"Walker, GA"
Blue Cross and Blue Shield of Georgia,GA,Walker,"Walker, GA"
Kaiser Permanente,GA,Walton,"Walton, GA"
Blue Cross and Blue Shield of Georgia,GA,Walton,"Walton, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Walton,"Walton, GA"
Blue Cross and Blue Shield of Georgia,GA,Ware,"Ware, GA"
Blue Cross and Blue Shield of Georgia,GA,Warren,"Warren, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Warren,"Warren, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Washington,"Washington, GA"
Blue Cross and Blue Shield of Georgia,GA,Washington,"Washington, GA"
Blue Cross and Blue Shield of Georgia,GA,Wayne,"Wayne, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Wayne,"Wayne, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Webster,"Webster, GA"
Blue Cross and Blue Shield of Georgia,GA,Webster,"Webster, GA"
Blue Cross and Blue Shield of Georgia,GA,Wheeler,"Wheeler, GA"
Alliant Health Plans,GA,White,"White, GA"
Blue Cross and Blue Shield of Georgia,GA,White,"White, GA"
Blue Cross and Blue Shield of Georgia,GA,Whitfield,"Whitfield, GA"
Alliant Health Plans,GA,Whitfield,"Whitfield, GA"
Blue Cross and Blue Shield of Georgia,GA,Wilcox,"Wilcox, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Wilkes,"Wilkes, GA"
Blue Cross and Blue Shield of Georgia,GA,Wilkes,"Wilkes, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Wilkinson,"Wilkinson, GA"
Blue Cross and Blue Shield of Georgia,GA,Wilkinson,"Wilkinson, GA"
Blue Cross and Blue Shield of Georgia,GA,Worth,"Worth, GA"
Coventry Health Care of Iowa Inc.,IA,Adair,"Adair, IA"
CoOportunity Health,IA,Adair,"Adair, IA"
CoOportunity Health,IA,Adams,"Adams, IA"
Coventry Health Care of Iowa Inc.,IA,Adams,"Adams, IA"
CoOportunity Health,IA,Allamakee,"Allamakee, IA"
"Gundersen Health Plan, Inc.",IA,Allamakee,"Allamakee, IA"
Coventry Health Care of Iowa Inc.,IA,Allamakee,"Allamakee, IA"
Coventry Health Care of Iowa Inc.,IA,Appanoose,"Appanoose, IA"
CoOportunity Health,IA,Appanoose,"Appanoose, IA"
Coventry Health Care of Iowa Inc.,IA,Audubon,"Audubon, IA"
CoOportunity Health,IA,Audubon,"Audubon, IA"
Coventry Health Care of Iowa Inc.,IA,Benton,"Benton, IA"
CoOportunity Health,IA,Benton,"Benton, IA"
CoOportunity Health,IA,Black Hawk,"Black Hawk, IA"
Coventry Health Care of Iowa Inc.,IA,Black Hawk,"Black Hawk, IA"
CoOportunity Health,IA,Boone,"Boone, IA"
Coventry Health Care of Iowa Inc.,IA,Boone,"Boone, IA"
CoOportunity Health,IA,Bremer,"Bremer, IA"
Coventry Health Care of Iowa Inc.,IA,Bremer,"Bremer, IA"
Coventry Health Care of Iowa Inc.,IA,Buchanan,"Buchanan, IA"
CoOportunity Health,IA,Buchanan,"Buchanan, IA"
CoOportunity Health,IA,Buena Vista,"Buena Vista, IA"
Coventry Health Care of Iowa Inc.,IA,Buena Vista,"Buena Vista, IA"
CoOportunity Health,IA,Butler,"Butler, IA"
Coventry Health Care of Iowa Inc.,IA,Butler,"Butler, IA"
Coventry Health Care of Iowa Inc.,IA,Calhoun,"Calhoun, IA"
CoOportunity Health,IA,Calhoun,"Calhoun, IA"
CoOportunity Health,IA,Carroll,"Carroll, IA"
Coventry Health Care of Iowa Inc.,IA,Carroll,"Carroll, IA"
CoOportunity Health,IA,Cass,"Cass, IA"
Coventry Health Care of Iowa Inc.,IA,Cass,"Cass, IA"
Coventry Health Care of Iowa Inc.,IA,Cedar,"Cedar, IA"
CoOportunity Health,IA,Cedar,"Cedar, IA"
Coventry Health Care of Iowa Inc.,IA,Cerro Gordo,"Cerro Gordo, IA"
CoOportunity Health,IA,Cerro Gordo,"Cerro Gordo, IA"
Coventry Health Care of Iowa Inc.,IA,Cherokee,"Cherokee, IA"
CoOportunity Health,IA,Cherokee,"Cherokee, IA"
CoOportunity Health,IA,Chickasaw,"Chickasaw, IA"
Coventry Health Care of Iowa Inc.,IA,Chickasaw,"Chickasaw, IA"
Coventry Health Care of Iowa Inc.,IA,Clarke,"Clarke, IA"
CoOportunity Health,IA,Clarke,"Clarke, IA"
Coventry Health Care of Iowa Inc.,IA,Clay,"Clay, IA"
CoOportunity Health,IA,Clay,"Clay, IA"
"Avera Health Plans, Inc.",IA,Clay,"Clay, IA"
CoOportunity Health,IA,Clayton,"Clayton, IA"
"Gundersen Health Plan, Inc.",IA,Clayton,"Clayton, IA"
Coventry Health Care of Iowa Inc.,IA,Clayton,"Clayton, IA"
CoOportunity Health,IA,Clinton,"Clinton, IA"
Coventry Health Care of Iowa Inc.,IA,Clinton,"Clinton, IA"
CoOportunity Health,IA,Crawford,"Crawford, IA"
Coventry Health Care of Iowa Inc.,IA,Crawford,"Crawford, IA"
CoOportunity Health,IA,Dallas,"Dallas, IA"
Coventry Health Care of Iowa Inc.,IA,Dallas,"Dallas, IA"
CoOportunity Health,IA,Davis,"Davis, IA"
Coventry Health Care of Iowa Inc.,IA,Davis,"Davis, IA"
Coventry Health Care of Iowa Inc.,IA,Decatur,"Decatur, IA"
CoOportunity Health,IA,Decatur,"Decatur, IA"
CoOportunity Health,IA,Delaware,"Delaware, IA"
Coventry Health Care of Iowa Inc.,IA,Delaware,"Delaware, IA"
CoOportunity Health,IA,Des Moines,"Des Moines, IA"
Coventry Health Care of Iowa Inc.,IA,Des Moines,"Des Moines, IA"
Coventry Health Care of Iowa Inc.,IA,Dickinson,"Dickinson, IA"
"Avera Health Plans, Inc.",IA,Dickinson,"Dickinson, IA"
CoOportunity Health,IA,Dickinson,"Dickinson, IA"
Coventry Health Care of Iowa Inc.,IA,Dubuque,"Dubuque, IA"
CoOportunity Health,IA,Dubuque,"Dubuque, IA"
CoOportunity Health,IA,Emmet,"Emmet, IA"
"Avera Health Plans, Inc.",IA,Emmet,"Emmet, IA"
Coventry Health Care of Iowa Inc.,IA,Emmet,"Emmet, IA"
CoOportunity Health,IA,Fayette,"Fayette, IA"
"Gundersen Health Plan, Inc.",IA,Fayette,"Fayette, IA"
Coventry Health Care of Iowa Inc.,IA,Fayette,"Fayette, IA"
Coventry Health Care of Iowa Inc.,IA,Floyd,"Floyd, IA"
CoOportunity Health,IA,Floyd,"Floyd, IA"
Coventry Health Care of Iowa Inc.,IA,Franklin,"Franklin, IA"
CoOportunity Health,IA,Franklin,"Franklin, IA"
Coventry Health Care of Iowa Inc.,IA,Fremont,"Fremont, IA"
CoOportunity Health,IA,Fremont,"Fremont, IA"
CoOportunity Health,IA,Greene,"Greene, IA"
Coventry Health Care of Iowa Inc.,IA,Greene,"Greene, IA"
CoOportunity Health,IA,Grundy,"Grundy, IA"
Coventry Health Care of Iowa Inc.,IA,Grundy,"Grundy, IA"
Coventry Health Care of Iowa Inc.,IA,Guthrie,"Guthrie, IA"
CoOportunity Health,IA,Guthrie,"Guthrie, IA"
CoOportunity Health,IA,Hamilton,"Hamilton, IA"
Coventry Health Care of Iowa Inc.,IA,Hamilton,"Hamilton, IA"
CoOportunity Health,IA,Hancock,"Hancock, IA"
Coventry Health Care of Iowa Inc.,IA,Hancock,"Hancock, IA"
CoOportunity Health,IA,Hardin,"Hardin, IA"
Coventry Health Care of Iowa Inc.,IA,Hardin,"Hardin, IA"
Coventry Health Care of Iowa Inc.,IA,Harrison,"Harrison, IA"
CoOportunity Health,IA,Harrison,"Harrison, IA"
CoOportunity Health,IA,Henry,"Henry, IA"
Coventry Health Care of Iowa Inc.,IA,Henry,"Henry, IA"
"Gundersen Health Plan, Inc.",IA,Howard,"Howard, IA"
CoOportunity Health,IA,Howard,"Howard, IA"
Coventry Health Care of Iowa Inc.,IA,Howard,"Howard, IA"
CoOportunity Health,IA,Humboldt,"Humboldt, IA"
Coventry Health Care of Iowa Inc.,IA,Humboldt,"Humboldt, IA"
Coventry Health Care of Iowa Inc.,IA,Ida,"Ida, IA"
CoOportunity Health,IA,Ida,"Ida, IA"
CoOportunity Health,IA,Iowa,"Iowa, IA"
Coventry Health Care of Iowa Inc.,IA,Iowa,"Iowa, IA"
CoOportunity Health,IA,Jackson,"Jackson, IA"
Coventry Health Care of Iowa Inc.,IA,Jackson,"Jackson, IA"
CoOportunity Health,IA,Jasper,"Jasper, IA"
Coventry Health Care of Iowa Inc.,IA,Jasper,"Jasper, IA"
CoOportunity Health,IA,Jefferson,"Jefferson, IA"
Coventry Health Care of Iowa Inc.,IA,Jefferson,"Jefferson, IA"
CoOportunity Health,IA,Johnson,"Johnson, IA"
Coventry Health Care of Iowa Inc.,IA,Johnson,"Johnson, IA"
CoOportunity Health,IA,Jones,"Jones, IA"
Coventry Health Care of Iowa Inc.,IA,Jones,"Jones, IA"
Coventry Health Care of Iowa Inc.,IA,Keokuk,"Keokuk, IA"
CoOportunity Health,IA,Keokuk,"Keokuk, IA"
CoOportunity Health,IA,Kossuth,"Kossuth, IA"
Coventry Health Care of Iowa Inc.,IA,Kossuth,"Kossuth, IA"
Coventry Health Care of Iowa Inc.,IA,Lee,"Lee, IA"
CoOportunity Health,IA,Lee,"Lee, IA"
Coventry Health Care of Iowa Inc.,IA,Linn,"Linn, IA"
CoOportunity Health,IA,Linn,"Linn, IA"
CoOportunity Health,IA,Louisa,"Louisa, IA"
Coventry Health Care of Iowa Inc.,IA,Louisa,"Louisa, IA"
CoOportunity Health,IA,Lucas,"Lucas, IA"
Coventry Health Care of Iowa Inc.,IA,Lucas,"Lucas, IA"
Coventry Health Care of Iowa Inc.,IA,Lyon,"Lyon, IA"
"Avera Health Plans, Inc.",IA,Lyon,"Lyon, IA"
CoOportunity Health,IA,Lyon,"Lyon, IA"
Coventry Health Care of Iowa Inc.,IA,Madison,"Madison, IA"
CoOportunity Health,IA,Madison,"Madison, IA"
CoOportunity Health,IA,Mahaska,"Mahaska, IA"
Coventry Health Care of Iowa Inc.,IA,Mahaska,"Mahaska, IA"
Coventry Health Care of Iowa Inc.,IA,Marion,"Marion, IA"
CoOportunity Health,IA,Marion,"Marion, IA"
CoOportunity Health,IA,Marshall,"Marshall, IA"
Coventry Health Care of Iowa Inc.,IA,Marshall,"Marshall, IA"
CoOportunity Health,IA,Mills,"Mills, IA"
Coventry Health Care of Iowa Inc.,IA,Mills,"Mills, IA"
CoOportunity Health,IA,Mitchell,"Mitchell, IA"
Coventry Health Care of Iowa Inc.,IA,Mitchell,"Mitchell, IA"
CoOportunity Health,IA,Monona,"Monona, IA"
Coventry Health Care of Iowa Inc.,IA,Monona,"Monona, IA"
CoOportunity Health,IA,Monroe,"Monroe, IA"
Coventry Health Care of Iowa Inc.,IA,Monroe,"Monroe, IA"
CoOportunity Health,IA,Montgomery,"Montgomery, IA"
Coventry Health Care of Iowa Inc.,IA,Montgomery,"Montgomery, IA"
CoOportunity Health,IA,Muscatine,"Muscatine, IA"
Coventry Health Care of Iowa Inc.,IA,Muscatine,"Muscatine, IA"
Coventry Health Care of Iowa Inc.,IA,O'Brien,"O'Brien, IA"
CoOportunity Health,IA,O'Brien,"O'Brien, IA"
"Avera Health Plans, Inc.",IA,O'Brien,"O'Brien, IA"
"Avera Health Plans, Inc.",IA,Osceola,"Osceola, IA"
Coventry Health Care of Iowa Inc.,IA,Osceola,"Osceola, IA"
CoOportunity Health,IA,Osceola,"Osceola, IA"
CoOportunity Health,IA,Page,"Page, IA"
Coventry Health Care of Iowa Inc.,IA,Page,"Page, IA"
CoOportunity Health,IA,Palo Alto,"Palo Alto, IA"
Coventry Health Care of Iowa Inc.,IA,Palo Alto,"Palo Alto, IA"
CoOportunity Health,IA,Plymouth,"Plymouth, IA"
Coventry Health Care of Iowa Inc.,IA,Plymouth,"Plymouth, IA"
"Avera Health Plans, Inc.",IA,Plymouth,"Plymouth, IA"
Coventry Health Care of Iowa Inc.,IA,Pocahontas,"Pocahontas, IA"
CoOportunity Health,IA,Pocahontas,"Pocahontas, IA"
CoOportunity Health,IA,Polk,"Polk, IA"
Coventry Health Care of Iowa Inc.,IA,Polk,"Polk, IA"
Coventry Health Care of Iowa Inc.,IA,Pottawattamie,"Pottawattamie, IA"
CoOportunity Health,IA,Pottawattamie,"Pottawattamie, IA"
Coventry Health Care of Iowa Inc.,IA,Poweshiek,"Poweshiek, IA"
CoOportunity Health,IA,Poweshiek,"Poweshiek, IA"
CoOportunity Health,IA,Ringgold,"Ringgold, IA"
Coventry Health Care of Iowa Inc.,IA,Ringgold,"Ringgold, IA"
Coventry Health Care of Iowa Inc.,IA,Sac,"Sac, IA"
CoOportunity Health,IA,Sac,"Sac, IA"
Coventry Health Care of Iowa Inc.,IA,Scott,"Scott, IA"
CoOportunity Health,IA,Scott,"Scott, IA"
CoOportunity Health,IA,Shelby,"Shelby, IA"
Coventry Health Care of Iowa Inc.,IA,Shelby,"Shelby, IA"
"Avera Health Plans, Inc.",IA,Sioux,"Sioux, IA"
CoOportunity Health,IA,Sioux,"Sioux, IA"
Coventry Health Care of Iowa Inc.,IA,Sioux,"Sioux, IA"
Coventry Health Care of Iowa Inc.,IA,Story,"Story, IA"
CoOportunity Health,IA,Story,"Story, IA"
Coventry Health Care of Iowa Inc.,IA,Tama,"Tama, IA"
CoOportunity Health,IA,Tama,"Tama, IA"
Coventry Health Care of Iowa Inc.,IA,Taylor,"Taylor, IA"
CoOportunity Health,IA,Taylor,"Taylor, IA"
Coventry Health Care of Iowa Inc.,IA,Union,"Union, IA"
CoOportunity Health,IA,Union,"Union, IA"
CoOportunity Health,IA,Van Buren,"Van Buren, IA"
Coventry Health Care of Iowa Inc.,IA,Van Buren,"Van Buren, IA"
Coventry Health Care of Iowa Inc.,IA,Wapello,"Wapello, IA"
CoOportunity Health,IA,Wapello,"Wapello, IA"
Coventry Health Care of Iowa Inc.,IA,Warren,"Warren, IA"
CoOportunity Health,IA,Warren,"Warren, IA"
CoOportunity Health,IA,Washington,"Washington, IA"
Coventry Health Care of Iowa Inc.,IA,Washington,"Washington, IA"
CoOportunity Health,IA,Wayne,"Wayne, IA"
Coventry Health Care of Iowa Inc.,IA,Wayne,"Wayne, IA"
CoOportunity Health,IA,Webster,"Webster, IA"
Coventry Health Care of Iowa Inc.,IA,Webster,"Webster, IA"
Coventry Health Care of Iowa Inc.,IA,Winnebago,"Winnebago, IA"
CoOportunity Health,IA,Winnebago,"Winnebago, IA"
CoOportunity Health,IA,Winneshiek,"Winneshiek, IA"
"Gundersen Health Plan, Inc.",IA,Winneshiek,"Winneshiek, IA"
Coventry Health Care of Iowa Inc.,IA,Winneshiek,"Winneshiek, IA"
CoOportunity Health,IA,Woodbury,"Woodbury, IA"
"Avera Health Plans, Inc.",IA,Woodbury,"Woodbury, IA"
Coventry Health Care of Iowa Inc.,IA,Woodbury,"Woodbury, IA"
Coventry Health Care of Iowa Inc.,IA,Worth,"Worth, IA"
CoOportunity Health,IA,Worth,"Worth, IA"
CoOportunity Health,IA,Wright,"Wright, IA"
Coventry Health Care of Iowa Inc.,IA,Wright,"Wright, IA"
SelectHealth,ID,Ada,"Ada, ID"
BridgeSpan Health Company,ID,Ada,"Ada, ID"
PacificSource Health Plans,ID,Ada,"Ada, ID"
Blue Cross of Idaho,ID,Ada,"Ada, ID"
Blue Cross of Idaho,ID,Adams,"Adams, ID"
PacificSource Health Plans,ID,Adams,"Adams, ID"
SelectHealth,ID,Adams,"Adams, ID"
BridgeSpan Health Company,ID,Adams,"Adams, ID"
PacificSource Health Plans,ID,Bannock,"Bannock, ID"
SelectHealth,ID,Bannock,"Bannock, ID"
Blue Cross of Idaho,ID,Bannock,"Bannock, ID"
BridgeSpan Health Company,ID,Bannock,"Bannock, ID"
BridgeSpan Health Company,ID,Bear Lake,"Bear Lake, ID"
PacificSource Health Plans,ID,Bear Lake,"Bear Lake, ID"
Blue Cross of Idaho,ID,Bear Lake,"Bear Lake, ID"
SelectHealth,ID,Bear Lake,"Bear Lake, ID"
PacificSource Health Plans,ID,Benewah,"Benewah, ID"
BridgeSpan Health Company,ID,Benewah,"Benewah, ID"
Blue Cross of Idaho,ID,Benewah,"Benewah, ID"
BridgeSpan Health Company,ID,Bingham,"Bingham, ID"
Blue Cross of Idaho,ID,Bingham,"Bingham, ID"
PacificSource Health Plans,ID,Bingham,"Bingham, ID"
SelectHealth,ID,Blaine,"Blaine, ID"
PacificSource Health Plans,ID,Blaine,"Blaine, ID"
BridgeSpan Health Company,ID,Blaine,"Blaine, ID"
Blue Cross of Idaho,ID,Blaine,"Blaine, ID"
SelectHealth,ID,Boise,"Boise, ID"
BridgeSpan Health Company,ID,Boise,"Boise, ID"
PacificSource Health Plans,ID,Boise,"Boise, ID"
Blue Cross of Idaho,ID,Boise,"Boise, ID"
BridgeSpan Health Company,ID,Bonner,"Bonner, ID"
PacificSource Health Plans,ID,Bonner,"Bonner, ID"
Blue Cross of Idaho,ID,Bonner,"Bonner, ID"
PacificSource Health Plans,ID,Bonneville,"Bonneville, ID"
BridgeSpan Health Company,ID,Bonneville,"Bonneville, ID"
Blue Cross of Idaho,ID,Bonneville,"Bonneville, ID"
PacificSource Health Plans,ID,Boundary,"Boundary, ID"
Blue Cross of Idaho,ID,Boundary,"Boundary, ID"
BridgeSpan Health Company,ID,Boundary,"Boundary, ID"
PacificSource Health Plans,ID,Butte,"Butte, ID"
BridgeSpan Health Company,ID,Butte,"Butte, ID"
Blue Cross of Idaho,ID,Butte,"Butte, ID"
Blue Cross of Idaho,ID,Camas,"Camas, ID"
PacificSource Health Plans,ID,Camas,"Camas, ID"
SelectHealth,ID,Camas,"Camas, ID"
BridgeSpan Health Company,ID,Camas,"Camas, ID"
SelectHealth,ID,Canyon,"Canyon, ID"
PacificSource Health Plans,ID,Canyon,"Canyon, ID"
BridgeSpan Health Company,ID,Canyon,"Canyon, ID"
Blue Cross of Idaho,ID,Canyon,"Canyon, ID"
BridgeSpan Health Company,ID,Caribou,"Caribou, ID"
Blue Cross of Idaho,ID,Caribou,"Caribou, ID"
PacificSource Health Plans,ID,Caribou,"Caribou, ID"
SelectHealth,ID,Caribou,"Caribou, ID"
PacificSource Health Plans,ID,Cassia,"Cassia, ID"
BridgeSpan Health Company,ID,Cassia,"Cassia, ID"
SelectHealth,ID,Cassia,"Cassia, ID"
Blue Cross of Idaho,ID,Cassia,"Cassia, ID"
BridgeSpan Health Company,ID,Clark,"Clark, ID"
PacificSource Health Plans,ID,Clark,"Clark, ID"
Blue Cross of Idaho,ID,Clark,"Clark, ID"
Blue Cross of Idaho,ID,Clearwater,"Clearwater, ID"
BridgeSpan Health Company,ID,Clearwater,"Clearwater, ID"
PacificSource Health Plans,ID,Clearwater,"Clearwater, ID"
BridgeSpan Health Company,ID,Custer,"Custer, ID"
SelectHealth,ID,Custer,"Custer, ID"
PacificSource Health Plans,ID,Custer,"Custer, ID"
Blue Cross of Idaho,ID,Custer,"Custer, ID"
BridgeSpan Health Company,ID,Elmore,"Elmore, ID"
Blue Cross of Idaho,ID,Elmore,"Elmore, ID"
SelectHealth,ID,Elmore,"Elmore, ID"
PacificSource Health Plans,ID,Elmore,"Elmore, ID"
PacificSource Health Plans,ID,Franklin,"Franklin, ID"
Blue Cross of Idaho,ID,Franklin,"Franklin, ID"
BridgeSpan Health Company,ID,Franklin,"Franklin, ID"
SelectHealth,ID,Franklin,"Franklin, ID"
BridgeSpan Health Company,ID,Fremont,"Fremont, ID"
PacificSource Health Plans,ID,Fremont,"Fremont, ID"
Blue Cross of Idaho,ID,Fremont,"Fremont, ID"
BridgeSpan Health Company,ID,Gem,"Gem, ID"
Blue Cross of Idaho,ID,Gem,"Gem, ID"
PacificSource Health Plans,ID,Gem,"Gem, ID"
SelectHealth,ID,Gem,"Gem, ID"
PacificSource Health Plans,ID,Gooding,"Gooding, ID"
SelectHealth,ID,Gooding,"Gooding, ID"
Blue Cross of Idaho,ID,Gooding,"Gooding, ID"
BridgeSpan Health Company,ID,Gooding,"Gooding, ID"
Blue Cross of Idaho,ID,Idaho,"Idaho, ID"
PacificSource Health Plans,ID,Idaho,"Idaho, ID"
BridgeSpan Health Company,ID,Idaho,"Idaho, ID"
PacificSource Health Plans,ID,Jefferson,"Jefferson, ID"
Blue Cross of Idaho,ID,Jefferson,"Jefferson, ID"
BridgeSpan Health Company,ID,Jefferson,"Jefferson, ID"
SelectHealth,ID,Jerome,"Jerome, ID"
Blue Cross of Idaho,ID,Jerome,"Jerome, ID"
BridgeSpan Health Company,ID,Jerome,"Jerome, ID"
PacificSource Health Plans,ID,Jerome,"Jerome, ID"
Blue Cross of Idaho,ID,Kootenai,"Kootenai, ID"
BridgeSpan Health Company,ID,Kootenai,"Kootenai, ID"
PacificSource Health Plans,ID,Kootenai,"Kootenai, ID"
PacificSource Health Plans,ID,Latah,"Latah, ID"
Blue Cross of Idaho,ID,Latah,"Latah, ID"
BridgeSpan Health Company,ID,Latah,"Latah, ID"
PacificSource Health Plans,ID,Lemhi,"Lemhi, ID"
SelectHealth,ID,Lemhi,"Lemhi, ID"
BridgeSpan Health Company,ID,Lemhi,"Lemhi, ID"
Blue Cross of Idaho,ID,Lemhi,"Lemhi, ID"
Blue Cross of Idaho,ID,Lewis,"Lewis, ID"
BridgeSpan Health Company,ID,Lewis,"Lewis, ID"
PacificSource Health Plans,ID,Lewis,"Lewis, ID"
BridgeSpan Health Company,ID,Lincoln,"Lincoln, ID"
SelectHealth,ID,Lincoln,"Lincoln, ID"
PacificSource Health Plans,ID,Lincoln,"Lincoln, ID"
Blue Cross of Idaho,ID,Lincoln,"Lincoln, ID"
BridgeSpan Health Company,ID,Madison,"Madison, ID"
PacificSource Health Plans,ID,Madison,"Madison, ID"
Blue Cross of Idaho,ID,Madison,"Madison, ID"
SelectHealth,ID,Minidoka,"Minidoka, ID"
PacificSource Health Plans,ID,Minidoka,"Minidoka, ID"
BridgeSpan Health Company,ID,Minidoka,"Minidoka, ID"
Blue Cross of Idaho,ID,Minidoka,"Minidoka, ID"
Blue Cross of Idaho,ID,Nez Perce,"Nez Perce, ID"
BridgeSpan Health Company,ID,Nez Perce,"Nez Perce, ID"
PacificSource Health Plans,ID,Nez Perce,"Nez Perce, ID"
BridgeSpan Health Company,ID,Oneida,"Oneida, ID"
PacificSource Health Plans,ID,Oneida,"Oneida, ID"
SelectHealth,ID,Oneida,"Oneida, ID"
Blue Cross of Idaho,ID,Oneida,"Oneida, ID"
SelectHealth,ID,Owyhee,"Owyhee, ID"
